"","trdar_cd_nm","long","lat"
"311","길음로7길",37.60416485,127.0239905
"312","돌곶이로14길",37.611574,127.056107
"313","돌곶이로22길",37.611574,127.056107
"314","돌곶이로27길",37.611574,127.056107
"315","돌곶이로28길",37.611574,127.056107
"316","돌곶이로41길",37.611574,127.056107
"317","돌곶이로8길",37.611574,127.056107
"318","동소문로13길",37.5892447,127.0076148
"319","동소문로15길",37.5892447,127.0076148
"320","동소문로26가길",37.5892447,127.0076148
"321","동소문로2길",37.5892447,127.0076148
"322","동소문로6길",37.5892447,127.0076148
"323","보국문로16길",37.60610409,127.0113755
"324","보문로13길",37.57669434,127.0229296
"325","보문로26길",37.57669434,127.0229296
"326","보문로31길",37.57669434,127.0229296
"327","보문로32길",37.57669434,127.0229296
"328","삼선교로10길",37.58773416,127.0069084
"329","삼선교로10다길",37.58773416,127.0069084
"330","삼선교로16가길",37.58773416,127.0069084
"331","삼양로8길",37.607129,127.02369
"332","성북로8길",37.588701,127.006513
"333","솔샘로6길",37.61306013,127.0067461
"334","아리랑로4길",37.593202,127.017443
"335","안암로5길",37.57914465,127.023442
"336","오패산로19길",37.609352,127.034122
"337","오패산로3길",37.609352,127.034122
"338","오패산로4길",37.609352,127.034122
"339","인촌로17가길",37.586274,127.028729
"340","인촌로1길",37.586274,127.028729
"341","개운사길",37.588245,127.029257
"342","인촌로24길",37.586274,127.028729
"343","인촌로5길",37.586274,127.028729
"344","인촌로6길",37.586274,127.028729
"345","장월로1길",37.605148,127.044098
"346","장위로50길",37.61395339,127.0422058
"347","정릉로26길",37.603727,127.011704
"348","정릉로27길",37.603727,127.011704
"349","정릉로8길",37.603727,127.011704
"350","종암로16길",37.597635,127.035064
"351","종암로19길",37.597635,127.035064
"352","종암로21길",37.597635,127.035064
"353","종암로24가길",37.597635,127.035064
"354","종암로5길",37.597635,127.035064
"355","지봉로20길",37.571899,127.0159788
"356","창경궁로43길",37.56559334,126.9979752
"357","한천로101가길",37.5704795,127.0646198
"358","한천로76길",37.5704795,127.0646198
"359","화랑로13길",37.539517,126.989501
"360","화랑로14길",37.539517,126.989501
"361","화랑로19길",37.539517,126.989501
"362","화랑로1길",37.539517,126.989501
"363","화랑로32길",37.539517,126.989501
"364","화랑로40길",37.539517,126.989501
"365","백제고분로33길",37.51452063,127.0825549
"366","노해로17길",37.63705161,127.0226551
"367","노해로23길",37.63705161,127.0226551
"368","노해로33길",37.63705161,127.0226551
"369","덕릉로40길",37.63404944,127.0180438
"370","덕릉로41길",37.63404944,127.0180438
"371","도봉로13길",37.61872738,127.0288197
"372","도봉로18길",37.61872738,127.0288197
"373","도봉로45길",37.61872738,127.0288197
"374","도봉로67길",37.61872738,127.0288197
"375","도봉로76길",37.61872738,127.0288197
"376","도봉로8길",37.61872738,127.0288197
"377","도봉로99길",37.61872738,127.0288197
"378","삼각산로28길",37.639097,127.020091
"379","삼양로20길",37.607129,127.02369
"380","삼양로24길",37.607129,127.02369
"381","삼양로27길",37.607129,127.02369
"382","삼양로41길",37.607129,127.02369
"383","삼양로54길",37.607129,127.02369
"384","삼양로77길",37.607129,127.02369
"385","삼양로93길",37.607129,127.02369
"386","솔매로41길",37.62540227,127.0169657
"387","솔매로45길",37.62540227,127.0169657
"388","솔매로50길",37.62540227,127.0169657
"389","솔샘로65길",37.61306013,127.0067461
"390","수유로12길",37.63192787,127.0185746
"391","오패산로30길",37.609352,127.034122
"392","오패산로52길",37.609352,127.034122
"393","오패산로67길",37.609352,127.034122
"394","인수봉로56길",37.636852,127.012907
"395","인수봉로72길",37.636852,127.012907
"396","인수봉로79길",37.636852,127.012907
"397","한천로109길",37.5704795,127.0646198
"398","한천로124나길",37.5704795,127.0646198
"399","한천로130길",37.5704795,127.0646198
"400","한천로132길",37.5704795,127.0646198
"401","한천로139가길",37.5704795,127.0646198
"402","한천로140길",37.5704795,127.0646198
"403","노해로60길",37.63705161,127.0226551
"404","노해로63다길",37.63705161,127.0226551
"405","덕릉로60길",37.63404944,127.0180438
"406","도당로13가길",37.65959564,127.0343345
"407","도당로13바길",37.65959564,127.0343345
"408","도당로19길",37.65959564,127.0343345
"409","도당로29길",37.65959564,127.0343345
"410","도봉로109길",37.61872738,127.0288197
"411","도봉로114길",37.61872738,127.0288197
"412","도봉로143길",37.61872738,127.0288197
"413","도봉로147길",37.61872738,127.0288197
"414","도봉로152가길",37.61872738,127.0288197
"415","도봉로156길",37.61872738,127.0288197
"416","도봉로169나길",37.61872738,127.0288197
"417","도봉로181길",37.61872738,127.0288197
"418","도봉산길",37.61872738,127.0288197
"419","방학로10길",37.662534,127.034583
"420","방학로15길",37.662534,127.034583
"421","방학로5길",37.662534,127.034583
"422","방학로6가길",37.662534,127.034583
"423","삼양로144길",37.607129,127.02369
"424","시루봉로23길",37.662117,127.029959
"425","우이천로32길",37.6489,127.025328
"426","우이천로4다길",37.6489,127.025328
"427","해등로16길",37.654279,127.046012
"428","공릉로58길",37.61170879,127.0777932
"429","동일로173가길",37.654307,127.060636
"430","동일로192길",37.654307,127.060636
"431","동일로242길",37.654307,127.060636
"432","상계로12길",37.660508,127.072894
"433","상계로1길",37.660508,127.072894
"434","상계로9가길",37.660508,127.072894
"435","석계로1길",37.623032,127.060972
"436","한글비석로22길",37.661051,127.074159
"437","한글비석로24길",37.661051,127.074159
"438","한글비석로44길",37.661051,127.074159
"439","가좌로7길",37.585974,126.918996
"440","갈현로1길",37.59810723,126.9098529
"441","갈현로33길",37.59810723,126.9098529
"442","갈현로41길",37.59810723,126.9098529
"443","갈현로7길",37.59810723,126.9098529
"444","불광천길",37.592104,126.914768
"445","서오릉로21길",37.60302374,126.9255577
"446","서오릉로8길",37.60302374,126.9255577
"447","수색로18길",37.56894404,126.916614
"448","역말로9길",37.60570041,126.9113216
"449","연서로11길",37.608577,126.913109
"450","연서로13길",37.608577,126.913109
"451","연서로16길",37.608577,126.913109
"452","연서로17길",37.608577,126.913109
"453","연서로21길",37.608577,126.913109
"454","연서로27길",37.608577,126.913109
"455","연서로28길",37.608577,126.913109
"456","연서로29길",37.608577,126.913109
"457","연서로33길",37.608577,126.913109
"458","연서로34길",37.608577,126.913109
"459","연서로3길",37.608577,126.913109
"460","연서로41길",37.608577,126.913109
"461","연서로5길",37.608577,126.913109
"462","은평로10길",37.5968846,126.9098229
"463","은평로13길",37.5968846,126.9098229
"464","은평로20길",37.5968846,126.9098229
"465","은평로3길",37.5968846,126.9098229
"466","은평로8길",37.5968846,126.9098229
"467","응암로12길",37.587764,126.918218
"468","응암로13길",37.587764,126.918218
"469","응암로14길",37.587764,126.918218
"470","응암로22길",37.587764,126.918218
"471","응암로34길",37.587764,126.918218
"472","증산로13길",37.584231,126.910223
"473","증산로15길",37.584231,126.910223
"474","증산로17길",37.584231,126.910223
"475","증산로21길",37.584231,126.910223
"476","증산로5길",37.584231,126.910223
"477","증산로9길",37.584231,126.910223
"478","증산서길",37.584231,126.910223
"479","진흥로12길",37.610397,126.928713
"480","진흥로1길",37.610397,126.928713
"481","통일로69길",37.565065,126.965662
"482","통일로78길",37.565065,126.965662
"483","통일로87길",37.565065,126.965662
"484","통일로92길",37.565065,126.965662
"485","가재울로6길",37.577742,126.921411
"486","독립문로8길",37.56961,126.96106
"487","명지대길",37.583781,126.923182
"488","모래내로15길",37.568898,126.914459
"489","북아현로4길",37.55782674,126.9564391
"490","세검정로1길",37.609442,126.974288
"491","세무서2길",37.588632,126.94741
"492","세무서길",37.588632,126.94741
"493","수색로8길",37.56894404,126.916614
"494","신촌로37길",37.55502,126.936499
"495","연희로10길",37.564989,126.929578
"496","응암로1길",37.587764,126.918218
"497","증가로10길",37.56937734,126.9317534
"498","증가로20가길",37.56937734,126.9317534
"499","증가로23나길",37.56937734,126.9317534
"500","증가로6길",37.56937734,126.9317534
"501","충정로4길",37.565071,126.966209
"502","충정로6길",37.565071,126.966209
"503","통일로11길",37.565065,126.965662
"504","통일로37길",37.565065,126.965662
"505","통일로39길",37.565065,126.965662
"506","홍연길",37.576238,126.930367
"507","홍제내길",37.589573,126.943147
"508","광성로6길",37.547884,126.939473
"509","대흥로21길",37.556569,126.945771
"510","대흥로28길",37.556569,126.945771
"511","도화4길",37.540629,126.949044
"512","도화길",37.540629,126.949044
"513","독막로22길",37.54823391,126.915792
"514","독막로32길",37.54823391,126.915792
"515","독막로8길",37.54823391,126.915792
"516","동교로17길",37.555957,126.914775
"517","동교로19길",37.555957,126.914775
"518","동교로25길",37.555957,126.914775
"519","동교로27길",37.555957,126.914775
"520","동교로38길",37.555957,126.914775
"521","마포대로12길",37.53786556,126.9443927
"522","마포대로20길",37.53786556,126.9443927
"523","마포대로4길",37.53786556,126.9443927
"524","만리재옛길",37.548438,126.9573
"525","망원로11길",37.55609166,126.8981337
"526","망원로2길",37.55609166,126.8981337
"527","매봉산로2길",37.545097,127.01608
"528","모래내로7길",37.568898,126.914459
"529","방울내로9안길",37.55992,126.902754
"530","백범로16길",37.545766,126.946785
"531","성미산로11길",37.55843705,126.9094307
"532","성미산로1길",37.55843705,126.9094307
"533","성미산로32길",37.55843705,126.9094307
"534","성산로4길",37.567442,126.916694
"535","성지3길",37.548393,126.915891
"536","숭문8길",37.549501,126.947944
"537","숭문길",37.549501,126.947944
"538","신촌로12길",37.55502,126.936499
"539","신촌로28가길",37.55502,126.936499
"540","신촌로30길",37.55502,126.936499
"541","양화로11길",37.54879733,126.9101513
"542","양화로1길",37.54879733,126.9101513
"543","양화진길",37.54879733,126.9101513
"544","와우산로29가길",37.54714728,126.9228015
"545","와우산로29길",37.54714728,126.9228015
"546","와우산로3길",37.54714728,126.9228015
"547","월드컵로10길",37.554274,126.911747
"548","월드컵로11길",37.554274,126.911747
"549","월드컵로16길",37.554274,126.911747
"550","월드컵로19길",37.554274,126.911747
"551","월드컵로25길",37.554274,126.911747
"552","월드컵로36길",37.554274,126.911747
"553","월드컵로7길",37.554274,126.911747
"554","월드컵로8길",37.554274,126.911747
"555","토정로37길",37.539753,126.946413
"556","효창원로93길",37.53549743,126.953606
"557","가로공원로58길",37.533058,126.824774
"558","곰달래로10길",37.52965506,126.8338957
"559","곰달래로2길",37.52965506,126.8338957
"560","곰달래로3길",37.52965506,126.8338957
"561","곰달래로5길",37.52965506,126.8338957
"562","남부순환로33길",37.478376,126.895573
"563","남부순환로33길",37.511827,126.840417
"564","남부순환로40길",37.478376,126.895573
"565","남부순환로40길",37.511827,126.840417
"566","남부순환로58길",37.478376,126.895573
"567","남부순환로58길",37.511827,126.840417
"568","남부순환로70길",37.478376,126.895573
"569","남부순환로70길",37.511827,126.840417
"570","남부순환로79길",37.478376,126.895573
"571","남부순환로79길",37.511827,126.840417
"572","남부순환로88길",37.478376,126.895573
"573","남부순환로88길",37.511827,126.840417
"574","목동남로4길",37.508972,126.864909
"575","목동동로12길",37.508972,126.864909
"576","목동동로8길",37.508972,126.864909
"577","목동로19길",37.508972,126.864909
"578","목동로9길",37.508972,126.864909
"579","목동중앙남로3가길",37.508972,126.864909
"580","목동중앙로13나길",37.508972,126.864909
"581","목동중앙로3길",37.508972,126.864909
"582","목동중앙본로7길",37.508972,126.864909
"583","목동중앙북로16길",37.508972,126.864909
"584","목동중앙북로8길",37.508972,126.864909
"585","목동중앙서로7길",37.508972,126.864909
"586","목동중앙서로8가길",37.508972,126.864909
"587","신목로2길",37.521444,126.873777
"588","신목로5길",37.521444,126.873777
"589","신목로6길",37.521444,126.873777
"590","신월로15길",37.520068,126.852659
"591","신월로20길",37.520068,126.852659
"592","오목로23길",37.52757,126.849162
"593","오목로30길",37.52757,126.849162
"594","오목로3길",37.52757,126.849162
"595","오목로5길",37.52757,126.849162
"596","은행정로5길",37.5201944,126.8595717
"597","은행정로7길",37.5201944,126.8595717
"598","중앙로25길",37.483374,126.954127
"599","중앙로32길",37.483374,126.954127
"600","중앙로36길",37.483374,126.954127
"601","중앙로45길",37.483374,126.954127
"602","중앙로47길",37.483374,126.954127
"603","중앙로51길",37.483374,126.954127
"604","중앙로55길",37.483374,126.954127
"605","지양로7길",37.51743543,126.8377796
"606","화곡로3길",37.541482,126.83992
"607","화곡로4길",37.541482,126.83992
"608","가로공원로76가길",37.533058,126.824774
"609","가로공원로80길",37.533058,126.824774
"610","강서로15길",37.532104,126.842198
"611","강서로17가길",37.532104,126.842198
"612","강서로18길",37.532104,126.842198
"613","강서로29길",37.532104,126.842198
"614","강서로35길",37.532104,126.842198
"615","강서로45길",37.532104,126.842198
"616","강서로45다길",37.532104,126.842198
"617","강서로47길",37.532104,126.842198
"618","강서로47라길",37.532104,126.842198
"619","강서로5가길",37.532104,126.842198
"620","강서로5나길",37.532104,126.842198
"621","강서로5라길",37.532104,126.842198
"622","강서로8길",37.532104,126.842198
"623","개화동로23길",37.564826,126.811432
"624","개화동로25길",37.564826,126.811432
"625","곰달래로25길",37.52965506,126.8338957
"626","곰달래로31길",37.52965506,126.8338957
"627","곰달래로47길",37.52965506,126.8338957
"628","곰달래로53길",37.52965506,126.8338957
"629","곰달래로60길",37.52965506,126.8338957
"630","공항대로38길",37.56059427,126.8119924
"631","공항대로42길",37.56059427,126.8119924
"632","공항대로55길",37.56059427,126.8119924
"633","공항대로59길",37.56059427,126.8119924
"634","공항대로59다길",37.56059427,126.8119924
"635","공항대로61길",37.56059427,126.8119924
"636","공항대로8길",37.56059427,126.8119924
"637","국회대로7길",37.486749,126.939445
"638","까치산로4길",37.5405025,126.841889
"639","남부순환로11길",37.478376,126.895573
"640","남부순환로11길",37.511827,126.840417
"641","등촌로13길",37.543685,126.862296
"642","등촌로39길",37.543685,126.862296
"643","등촌로51길",37.543685,126.862296
"644","등촌로55길",37.543685,126.862296
"645","등촌로5길",37.543685,126.862296
"646","방화대로21길",37.565178,126.816568
"647","방화대로6라길",37.565178,126.816568
"648","양천로14길",37.570342,126.809273
"649","양천로24가길",37.570342,126.809273
"650","양천로24길",37.570342,126.809273
"651","양천로26길",37.570342,126.809273
"652","양천로49길",37.570342,126.809273
"653","양천로71길",37.570342,126.809273
"654","양천로73가길",37.570342,126.809273
"655","우장산로6길",37.548917,126.836469
"656","월정로20길",37.5215875,126.8436749
"657","초록마을로3길",37.54544781,126.8453895
"658","초록마을로8길",37.54544781,126.8453895
"659","초원로16길",37.561097,126.81308
"660","화곡로13길",37.541482,126.83992
"661","화곡로20길",37.541482,126.83992
"662","화곡로31길",37.541482,126.83992
"663","화곡로44나길",37.541482,126.83992
"664","화곡로59길",37.541482,126.83992
"665","화곡로64길",37.541482,126.83992
"666","개봉로11길",37.48665731,126.8560469
"667","개봉로17길",37.48665731,126.8560469
"668","개봉로17다길",37.48665731,126.8560469
"669","개봉로1길",37.48665731,126.8560469
"670","개봉로20길",37.48665731,126.8560469
"671","개봉로23가길",37.48665731,126.8560469
"672","개봉로2길",37.48665731,126.8560469
"673","개봉로3길",37.48665731,126.8560469
"674","경인로15길",37.49042676,126.822523
"675","경인로31길",37.49042676,126.822523
"676","경인로35길",37.49042676,126.822523
"677","경인로47길",37.49042676,126.822523
"678","고척로21나길",37.49664186,126.8396842
"679","고척로27길",37.49664186,126.8396842
"680","고척로27다길",37.49664186,126.8396842
"681","고척로52길",37.49664186,126.8396842
"682","공원로6가길",37.503524,126.889889
"683","구로동로15길",37.487803,126.88206
