"","lon","lat","address"
"63",126.997323,37.534102,"usadan-ro 14-gil, yongsan-gu, seoul, south korea"
"64",126.9991016,37.5312638,"usadan-ro 4-gil, bogwang-dong, yongsan-gu, seoul, south korea"
"65",126.9540073,37.5333071,"wonhyo-ro 19-gil, wonhyoro 2(i)-dong, yongsan-gu, seoul, south korea"
"66",126.959382,37.5353044,"wonhyo-ro 41-gil, yongsan-gu, seoul, south korea"
"67",126.9619955,37.5372549,"wonhyo-ro 53-gil, yongsan-gu, seoul, south korea"
"68",126.9682014,37.5408775,"wonhyo-ro 89-gil, yongsan-gu, seoul, south korea"
"69",126.9561089,37.5251695,"ichon-ro 22-gil, ichon-dong, yongsan-gu, seoul, south korea"
"70",126.9938734,37.5358037,"itaewon-ro 27-gil, yongsan-gu, seoul, south korea"
"71",127.0013586,37.53629,"itaewon-ro 54-gil, hannam-dong, yongsan-gu, seoul, south korea"
"72",127.0013464,37.5289569,"jangmun-ro 45-gil, bogwang-dong, yongsan-gu, seoul, south korea"
"73",126.9674,37.544911,"cheongpa-ro 47-gil, cheongpa-dong, yongsan-gu, seoul, south korea"
"74",126.9679413,37.5475006,"cheongpa-ro 47na-gil, cheongpa-dong, yongsan-gu, seoul, south korea"
"75",126.9668779,37.5494076,"cheongpa-ro 71-gil, cheongpa-dong, yongsan-gu, seoul, south korea"
"76",126.9678724,37.5507331,"cheongpa-ro 73-gil, cheongpa-dong, yongsan-gu, seoul, south korea"
"77",126.9755461,37.5502057,"hangang-daero 104-gil, yongsan-gu, seoul, south korea"
"78",126.9631201,37.5259317,"hangang-daero 15-gil, hangangno 3(sam)-ga, yongsan-gu, seoul, south korea"
"79",126.9694184,37.5316536,"hangang-daero 43-gil, hangangno 2(i)-ga, yongsan-gu, seoul, south korea"
"80",126.9725545,37.5319872,"hangang-daero 52-gil, hangangno-dong, yongsan-gu, seoul, south korea"
"81",126.9737422,37.5325878,"hangang-daero 62-gil, hangangno-dong, yongsan-gu, seoul, south korea"
"82",126.961813,37.5247663,"hangang-daero 7-gil, hangangno 3(sam)-ga, yongsan-gu, seoul, south korea"
"83",126.9730098,37.5445253,"hangang-daero 88-gil, namyeong-dong, yongsan-gu, seoul, south korea"
"84",127.0093765,37.5352372,"hannam-daero 20-gil, hannam-dong, yongsan-gu, seoul, south korea"
"85",126.9901812,37.5408156,"hoenamu-ro 13-gil, itaewon-dong, yongsan-gu, seoul, south korea"
"86",126.9535992,37.5354593,"39 hyochangwon-ro, sinchang-dong, yongsan-gu, seoul, south korea"
"87",126.9802837,37.5491519,"huam-ro 28-gil, huam-dong, yongsan-gu, seoul, south korea"
"88",127.0352218,37.5573714,"gosanjaro 6(yuk)-gil, haengdang-dong, seongdong-gu, seoul, south korea"
"89",127.0232541,37.5486328,"geumhosan 2(i)-gil, geumho 2(i).3(sam)ga-dong, seongdong-gu, seoul, south korea"
"90",127.0193581,37.5508028,"geumhosan-gil, geumho 2(i).3(sam)ga-dong, seongdong-gu, seoul, south korea"
"91",127.0506583,37.5370939,"dulle 9(gu)-gil, seongdong-gu, seoul, south korea"
"92",127.0509952,37.5420538,"ttukseomno 5(o)-gil, seongdong-gu, seoul, south korea"
"93",127.0344233,37.5670846,"majangno 27(isipchil)-gil, majang-dong, seongdong-gu, seoul, south korea"
"94",127.0429473,37.567632,"majangno 39(samsipgu)-gil, majang-dong, seongdong-gu, seoul, south korea"
"95",127.0430384,37.5644626,"majo-ro 16(sibyuk)-gil, majang-dong, seongdong-gu, seoul, south korea"
"96",127.039547,37.5606754,"majo-ro 1(il)-gil, seongdong-gu, seoul, south korea"
"97",127.0142975,37.5465935,"maebong-gil, seongdong-gu, seoul, south korea"
"98",127.0227953,37.5511116,"musumak-gil, geumho 2(i).3(sam)ga-dong, seongdong-gu, seoul, south korea"
"99",127.033126,37.565077,"muhangno 6(yuk)-gil, wangsimnidoseon-dong, seongdong-gu, seoul, south korea"
"100",127.0335792,37.5617126,"muhakbong 28(isippal)-gil, seongdong-gu, seoul, south korea"
"101",127.0281856,37.5607632,"muhakbong-gil, hawangsimni-dong, seongdong-gu, seoul, south korea"
"102",127.045489,37.5603172,"sageundong-gil, sageun-dong, seongdong-gu, seoul, south korea"
"103",127.0496202,37.55037,"sangwon 12(sibi)-gil, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea"
"104",127.0482514,37.5485056,"sangwon-gil, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea"
"105",127.0410318,37.5469608,"seoulsup 2(i)-gil, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea"
"106",127.0553511,37.5378048,"seongdeokjeong 17(sipchil)-gil, seongsu 2(i)-ga 1(il)-dong, seongdong-gu, seoul, south korea"
"107",127.0521792,37.5380919,"seongdeokjeong-gil, seongdong-gu, seoul, south korea"
"108",127.05947,37.5420022,"seongsuiro 18(sippal)-gil, seongsu 2(i)-ga 3(sam)-dong, seongdong-gu, seoul, south korea"
"109",127.0540282,37.5414146,"seongsuiro 7(chil)-gil, seongsu 2(i)-ga 1(il)-dong, seongdong-gu, seoul, south korea"
"110",127.0532983,37.5446373,"seongsuillo 6(yuk)-gil, seongsu 2(i)-ga 3(sam)-dong, seongdong-gu, seoul, south korea"
"111",127.067966,37.5508793,"songjeong 12(sibi)ra-gil, songjeong-dong, seongdong-gu, seoul, south korea"
"112",127.0666616,37.5513578,"songjeong 4(sa)ga-gil, songjeong-dong, seongdong-gu, seoul, south korea"
"113",127.0598925,37.5456625,"achasan-ro 11(sibil)-gil, seongsu 2(i)-ga 3(sam)-dong, seongdong-gu, seoul, south korea"
"114",127.0630048,37.5452966,"achasan-ro 15(sibo)-gil, seongsu 2(i)-ga 3(sam)-dong, seongdong-gu, seoul, south korea"
"115",127.0532253,37.5475038,"achasan-ro 5(o)-gil, seongsu 2(i)-ga 3(sam)-dong, seongdong-gu, seoul, south korea"
"116",127.0461635,37.5486629,"wangsimniro 14(sipsa)-gil, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea"
"117",127.0309134,37.5598586,"wangsimniro 21(isibil)-gil, seongdong-gu, seoul, south korea"
"118",127.0329317,37.5643747,"wangsimniro 26(isibyuk)-gil, wangsimnidoseon-dong, seongdong-gu, seoul, south korea"
"119",127.027756,37.5633966,"wangsimniro 31(samsibil)-gil, hawangsimni-dong, seongdong-gu, seoul, south korea"
"120",127.046906,37.545465,"wangsimniro 6(yuk)-gil, seongsu-dong 1(il)-ga, seongdong-gu, seoul, south korea"
"121",127.0530755,37.5651362,"yongdap 29(isipgu)-gil, yongdap-dong, seongdong-gu, seoul, south korea"
"122",127.0517346,37.5653197,"yongdapjungang-gil, yongdap-dong, seongdong-gu, seoul, south korea"
"123",127.0189969,37.5482647,"jangteo-gil, seongdong-gu, seoul, south korea"
"124",127.0357912,37.569931,"cheonggyecheollo 10(sip)na-gil, majang-dong, seongdong-gu, seoul, south korea"
"125",127.0157064,37.5429739,"hallimmal 3(sam)-gil, oksu-dong, seongdong-gu, seoul, south korea"
"126",127.0148708,37.5409153,"hallimmal-gil, oksu-dong, seongdong-gu, seoul, south korea"
"127",127.0677893,37.5471503,"gwangnaru-ro 12-gil, hwayang-dong, gwangjin-gu, seoul, south korea"
"128",127.0776739,37.5451489,"gwangnaru-ro 24-gil, hwayang-dong, gwangjin-gu, seoul, south korea"
"129",127.0865597,37.5434584,"gwangnaru-ro 36-gil, guui 1(il)-dong, gwangjin-gu, seoul, south korea"
