"","trdar_cd_nm","한글id"
"2538","영등포로35길","영등"
"2539","등촌로39길","등촌"
"2540","등촌로51길","등촌"
"2541","등촌로55길","등촌"
"2542","구로중앙로19길","구로"
"2543","구로중앙로28길","구로"
"2544","구로중앙로34길","구로"
"2545","시흥대로84길","시흥"
"2546","시흥대로94길","시흥"
"2547","가마산로61길","가마"
"2548","영등포로62길","영등"
"2549","영등포로80길","영등"
"2550","영등포로84길","영등"
"2551","등촌로5길","등촌"
"2552","방화대로21길","방화"
"2553","방화대로6라길","방화"
"2554","구로중앙로42길","구로"
"2555","구로중앙로7길","구로"
"2556","구로중앙로8길","구로"
"2557","경인로77길","경인"
"2558","경인로80길","경인"
"2559","경인로90길","경인"
"2560","영신로9길","영신"
"2561","국사봉1길","국사"
"2562","국사봉2길","국사"
"2563","양천로14길","양천"
"2564","양천로24가길","양천"
"2565","양천로24길","양천"
"2566","남부순환로97길","남부"
"2567","도림로12길","도림"
"2568","도림로6길","도림"
"2569","국회대로56길","국회"
"2570","당산로31길","당산"
"2571","당산로37길","당산"
"2572","국사봉길","국사"
"2573","노량진로6길","노량"
"2574","대방동27길","대방"
"2575","양천로26길","양천"
"2576","양천로49길","양천"
"2577","양천로71길","양천"
"2578","디지털로27길","디지"
"2579","디지털로32가길","디지"
"2580","디지털로32길","디지"
"2581","당산로38길","당산"
"2582","당산로46길","당산"
"2583","대림로22길","대림"
"2584","대방동2길","대방"
"2585","동작대로17길","동작"
"2586","동작대로29길","동작"
"2587","양천로73가길","양천"
"2588","우장산로6길","우장"
"2589","월정로20길","월정"
"2590","부일로11길","부일"
"2591","부일로15길","부일"
"2592","부일로1길","부일"
"2593","대림로29길","대림"
"2594","대림로31길","대림"
"2595","대림로34길","대림"
"2596","동작대로33길","동작"
"2597","동작대로35길","동작"
"2598","동작대로7길","동작"
"2599","초록마을로3길","초록"
"2600","초록마을로8길","초록"
"2601","초원로16길","초원"
"2602","새말로18길","새말"
"2603","신도림로13길","신도"
"2604","오류로8길","오류"
"2605","대림로44길","대림"
"2606","대림로7길","대림"
"2607","대림로8길","대림"
"2608","등용로14길","등용"
"2609","만양로14길","만양"
"2610","만양로8길","만양"
"2611","화곡로13길","화곡"
"2612","화곡로20길","화곡"
"2613","화곡로31길","화곡"
"2614","우마길","우마"
"2615","중앙로15길","중앙"
"2616","중앙로1길","중앙"
"2617","도림로112길","도림"
"2618","도림로147길","도림"
"2619","도림로63길","도림"
"2620","사당로16가길","사당"
"2621","사당로16길","사당"
"2622","사당로20길","사당"
"2623","화곡로44나길","화곡"
"2624","화곡로59길","화곡"
"2625","화곡로64길","화곡"
"2626","가산로3길","가산"
"2627","가산로5길","가산"
"2628","금하로14길","금하"
"2629","도림천로21길","도림"
"2630","도신로15길","도신"
"2631","도신로29길","도신"
"2632","사당로23길","사당"
"2633","사당로23나길","사당"
"2634","사당로26길","사당"
"2635","개봉로11길","개봉"
"2636","개봉로17길","개봉"
"2637","개봉로17다길","개봉"
"2638","금하로1길","금하"
"2639","금하로24길","금하"
"2640","남부순환로112길","남부"
"2641","도신로60길","도신"
"2642","도신로62길","도신"
"2643","디지털로37길","디지"
"2644","사당로29길","사당"
"2645","사당로2차길","사당"
"2646","사당로30길","사당"
"2647","강서로5나길","강서"
"2648","강서로5라길","강서"
"2649","강서로8길","강서"
"2650","응암로22길","응암"
"2651","응암로34길","응암"
"2652","증산로13길","증산"
"2653","동교로25길","동교"
"2654","동교로27길","동교"
"2655","동교로38길","동교"
"2656","남부순환로79길","남부"
"2657","남부순환로88길","남부"
"2658","목동남로4길","목동"
"2659","개화동로23길","개화"
"2660","개화동로25길","개화"
"2661","곰달래로25길","곰달"
"2662","증산로15길","증산"
"2663","증산로17길","증산"
"2664","증산로21길","증산"
"2665","마포대로12길","마포"
"2666","마포대로20길","마포"
"2667","마포대로4길","마포"
"2668","목동동로12길","목동"
"2669","목동동로8길","목동"
"2670","목동로19길","목동"
"2671","곰달래로31길","곰달"
"2672","곰달래로47길","곰달"
"2673","곰달래로53길","곰달"
"2674","증산로5길","증산"
"2675","증산로9길","증산"
"2676","증산서길","증산"
"2677","만리재옛길","만리"
"2678","망원로11길","망원"
"2679","망원로2길","망원"
"2680","목동로9길","목동"
"2681","목동중앙남로3가길","목동"
"2682","목동중앙로13나길","목동"
"2683","곰달래로60길","곰달"
"2684","공항대로38길","공항"
"2685","공항대로42길","공항"
"2686","진흥로12길","진흥"
"2687","진흥로1길","진흥"
"2688","통일로69길","통일"
"2689","매봉산로2길","매봉"
"2690","모래내로7길","모래"
"2691","방울내로9안길","방울"
"2692","목동중앙북로16길","목동"
"2693","상계로9가길","상계"
"2694","석계로1길","석계"
"2695","한글비석로22길","한글"
"2696","통일로78길","통일"
"2697","통일로87길","통일"
"2698","통일로92길","통일"
"2699","백범로16길","백범"
"2700","성미산로11길","성미"
"2701","성미산로1길","성미"
"2702","목동중앙북로8길","목동"
"2703","목동중앙서로7길","목동"
"2704","목동중앙서로8가길","목동"
"2705","한글비석로24길","한글"
"2706","한글비석로44길","한글"
"2707","가좌로7길","가좌"
"2708","가재울로6길","가재"
"2709","독립문로8길","독립"
"2710","명지대길","명지"
"2711","성미산로32길","성미"
"2712","성산로4길","성산"
"2713","성지3길","성지"
"2714","신목로5길","신목"
"2715","신목로6길","신목"
"2716","갈현로1길","갈현"
"2717","갈현로33길","갈현"
"2718","갈현로41길","갈현"
"2719","모래내로15길","모래"
"2720","북아현로4길","북아"
"2721","세검정로1길","세검"
"2722","숭문8길","숭문"
"2723","숭문길","숭문"
"2724","신촌로12길","신촌"
"2725","신월로15길","신월"
"2726","신월로20길","신월"
"2727","오목로23길","오목"
"2728","갈현로7길","갈현"
"2729","불광천길","불광"
"2730","서오릉로21길","서오"
"2731","세무서2길","세무"
"2732","세무서길","세무"
"2733","수색로8길","수색"
"2734","신촌로28가길","신촌"
"2735","신촌로30길","신촌"
"2736","양화로11길","양화"
"2737","오목로30길","오목"
"2738","오목로3길","오목"
"2739","오목로5길","오목"
"2740","서오릉로8길","서오"
"2741","수색로18길","수색"
"2742","역말로9길","역말"
"2743","신촌로37길","신촌"
"2744","연희로10길","연희"
"2745","응암로1길","응암"
"2746","양화로1길","양화"
"2747","양화진길","양화"
"2748","와우산로29가길","와우"
"2749","은행정로5길","은행"
"2750","은행정로7길","은행"
"2751","중앙로25길","중앙"
"2752","연서로11길","연서"
"2753","연서로13길","연서"
"2754","연서로16길","연서"
"2755","증가로10길","증가"
"2756","증가로20가길","증가"
"2757","증가로23나길","증가"
"2758","와우산로29길","와우"
"2759","와우산로3길","와우"
"2760","월드컵로10길","월드"
"2761","중앙로32길","중앙"
"2762","중앙로36길","중앙"
"2763","중앙로45길","중앙"
"2764","연서로17길","연서"
"2765","연서로21길","연서"
"2766","연서로27길","연서"
"2767","증가로6길","증가"
"2768","충정로4길","충정"
"2769","충정로6길","충정"
"2770","월드컵로11길","월드"
"2771","월드컵로16길","월드"
"2772","월드컵로19길","월드"
"2773","중앙로47길","중앙"
"2774","중앙로51길","중앙"
"2775","중앙로55길","중앙"
"2776","연서로28길","연서"
"2777","연서로29길","연서"
"2778","연서로33길","연서"
"2779","통일로11길","통일"
"2780","통일로37길","통일"
"2781","통일로39길","통일"
"2782","월드컵로25길","월드"
"2783","월드컵로36길","월드"
"2784","월드컵로7길","월드"
"2785","지양로7길","지양"
"2786","화곡로3길","화곡"
"2787","화곡로4길","화곡"
"2788","연서로34길","연서"
"2789","연서로3길","연서"
"2790","연서로41길","연서"
"2791","홍연길","홍연"
"2792","홍제내길","홍제"
"2793","광성로6길","광성"
"2794","월드컵로8길","월드"
"2795","토정로37길","토정"
"2796","효창원로93길","효창"
"2797","가로공원로76가길","가로"
"2798","가로공원로80길","가로"
"2799","강서로15길","강서"
"2800","연서로5길","연서"
"2801","은평로10길","은평"
"2802","은평로13길","은평"
"2803","대흥로21길","대흥"
"2804","대흥로28길","대흥"
"2805","도화4길","도화"
"2806","가로공원로58길","가로"
"2807","곰달래로10길","곰달"
"2808","곰달래로2길","곰달"
"2809","강서로17가길","강서"
"2810","강서로18길","강서"
"2811","강서로29길","강서"
"2812","은평로20길","은평"
"2813","은평로3길","은평"
"2814","은평로8길","은평"
"2815","도화길","도화"
"2816","독막로22길","독막"
"2817","독막로32길","독막"
"2818","곰달래로3길","곰달"
"2819","곰달래로5길","곰달"
"2820","남부순환로33길","남부"
"2821","강서로35길","강서"
"2822","강서로45길","강서"
"2823","강서로45다길","강서"
"2824","응암로12길","응암"
"2825","응암로13길","응암"
"2826","응암로14길","응암"
"2827","독막로8길","독막"
"2828","동교로17길","동교"
"2829","동교로19길","동교"
"2830","남부순환로40길","남부"
"2831","남부순환로58길","남부"
"2832","남부순환로70길","남부"
"2833","강서로47길","강서"
"2834","강서로47라길","강서"
"2835","강서로5가길","강서"
"2836","방학로6가길","방학"
"2837","삼양로144길","삼양"
"2838","시루봉로23길","시루"
"2839","동일로100길","동일"
"2840","동일로101길","동일"
"2841","동일로112길","동일"
"2842","보문로31길","보문"
"2843","보문로32길","보문"
"2844","삼선교로10길","삼선"
"2845","도봉로76길","도봉"
"2846","도봉로8길","도봉"
"2847","도봉로99길","도봉"
"2848","우이천로32길","우이"
"2849","우이천로4다길","우이"
"2850","해등로16길","해등"
"2851","동일로123길","동일"
"2852","동일로130길","동일"
"2853","동일로139가길","동일"
"2854","삼선교로10다길","삼선"
"2855","삼선교로16가길","삼선"
"2856","삼양로8길","삼양"
"2857","삼각산로28길","삼각"
"2858","삼양로20길","삼양"
"2859","삼양로24길","삼양"
"2860","공릉로58길","공릉"
"2861","동일로173가길","동일"
"2862","동일로192길","동일"
"2863","동일로139길","동일"
"2864","동일로140길","동일"
"2865","동일로149길","동일"
"2866","성북로8길","성북"
"2867","솔샘로6길","솔샘"
"2868","아리랑로4길","아리"
"2869","삼양로27길","삼양"
"2870","삼양로41길","삼양"
"2871","삼양로54길","삼양"
"2872","동일로242길","동일"
"2873","상계로12길","상계"
"2874","상계로1길","상계"
"2875","동일로157길","동일"
"2876","동일로163길","동일"
"2877","망우로68길","망우"
"2878","안암로5길","안암"
"2879","오패산로19길","오패"
"2880","오패산로3길","오패"
"2881","삼양로77길","삼양"
"2882","삼양로93길","삼양"
"2883","솔매로41길","솔매"
"2884","왕산로33길","왕산"
"2885","왕산로43길","왕산"
"2886","이문로42길","이문"
"2887","망우로73길","망우"
"2888","면목로21길","면목"
"2889","면목로33길","면목"
"2890","오패산로4길","오패"
"2891","인촌로17가길","인촌"
"2892","인촌로1길","인촌"
"2893","솔매로45길","솔매"
"2894","솔매로50길","솔매"
"2895","솔샘로65길","솔샘"
"2896","장한로14길","장한"
"2897","장한로25길","장한"
"2898","장한로26가길","장한"
"2899","면목로45길","면목"
"2900","면목로48길","면목"
"2901","면목로49길","면목"
"2902","개운사길","개운"
"2903","인촌로24길","인촌"
"2904","인촌로5길","인촌"
"2905","수유로12길","수유"
"2906","오패산로30길","오패"
"2907","오패산로52길","오패"
"2908","장한로26길","장한"
"2909","장한로27가길","장한"
"2910","장한로27길","장한"
"2911","면목로55길","면목"
"2912","면목로56길","면목"
"2913","면목로78길","면목"
"2914","인촌로6길","인촌"
"2915","장월로1길","장월"
"2916","장위로50길","장위"
"2917","오패산로67길","오패"
"2918","인수봉로56길","인수"
"2919","인수봉로72길","인수"
"2920","장한로5길","장한"
"2921","장한로8길","장한"
"2922","전농로29길","전농"
"2923","봉우재로33길","봉우"
"2924","봉화산로30길","봉화"
"2925","봉화산로4길","봉화"
"2926","정릉로26길","정릉"
"2927","정릉로27길","정릉"
"2928","정릉로8길","정릉"
"2929","인수봉로79길","인수"
"2930","한천로109길","한천"
"2931","한천로124나길","한천"
"2932","전농로3길","전농"
"2933","전농로4길","전농"
"2934","제기로21길","제기"
"2935","봉화산로56길","봉화"
"2936","사가정로42길","사가"
"2937","사가정로54길","사가"
"2938","종암로16길","종암"
"2939","종암로19길","종암"
"2940","종암로21길","종암"
"2941","한천로130길","한천"
"2942","한천로132길","한천"
"2943","한천로139가길","한천"
"2944","제기로5길","제기"
"2945","천장산로7길","천장"
"2946","천호대로12길","천호"
"2947","신내로7가길","신내"
"2948","용마산로100길","용마"
"2949","용마산로112길","용마"
"2950","종암로24가길","종암"
"2951","종암로5길","종암"
"2952","지봉로20길","지봉"
"2953","한천로140길","한천"
"2954","노해로60길","노해"
"2955","노해로63다길","노해"
"2956","천호대로17길","천호"
"2957","천호대로45길","천호"
"2958","천호대로77길","천호"
"2959","용마산로118길","용마"
"2960","용마산로94길","용마"
"2961","중랑천로10길","중랑"
"2962","창경궁로43길","창경"
"2963","한천로101가길","한천"
"2964","한천로76길","한천"
"2965","덕릉로60길","덕릉"
"2966","도당로13가길","도당"
"2967","도당로13바길","도당"
"2968","천호대로97길","천호"
"2969","한천로14길","한천"
"2970","한천로33길","한천"
"2971","길음로7길","길음"
"2972","돌곶이로14길","돌곶"
"2973","돌곶이로22길","돌곶"
"2974","화랑로13길","화랑"
"2975","화랑로14길","화랑"
"2976","화랑로19길","화랑"
"2977","도당로19길","도당"
"2978","도당로29길","도당"
"2979","도봉로109길","도봉"
"2980","한천로40길","한천"
"2981","한천로46길","한천"
"2982","휘경로14길","휘경"
"2983","돌곶이로27길","돌곶"
"2984","돌곶이로28길","돌곶"
"2985","돌곶이로41길","돌곶"
"2986","화랑로1길","화랑"
"2987","화랑로32길","화랑"
"2988","화랑로40길","화랑"
"2989","도봉로114길","도봉"
"2990","도봉로143길","도봉"
"2991","도봉로147길","도봉"
"2992","휘경로23길","휘경"
"2993","휘경로2길","휘경"
"2994","휘경로3길","휘경"
"2995","돌곶이로8길","돌곶"
"2996","동소문로13길","동소"
"2997","동소문로15길","동소"
"2998","노해로17길","노해"
"2999","노해로23길","노해"
"3000","노해로33길","노해"
"3001","도봉로152가길","도봉"
"3002","도봉로156길","도봉"
"3003","도봉로169나길","도봉"
"3004","겸재로29길","겸재"
"3005","겸재로36길","겸재"
"3006","겸재로54길","겸재"
"3007","동소문로26가길","동소"
"3008","동소문로2길","동소"
"3009","동소문로6길","동소"
"3010","덕릉로40길","덕릉"
"3011","덕릉로41길","덕릉"
"3012","도봉로13길","도봉"
"3013","도봉로181길","도봉"
"3014","도봉산4길","도봉"
"3015","도봉산길","도봉"
"3016","공릉로12가길","공릉"
"3017","공릉로2길","공릉"
"3018","답십리로75길","답십"
"3019","보국문로16길","보국"
"3020","보문로13길","보문"
"3021","보문로26길","보문"
"3022","도봉로18길","도봉"
"3023","도봉로45길","도봉"
"3024","도봉로67길","도봉"
"3025","방학로10길","방학"
"3026","방학로15길","방학"
"3027","방학로5길","방학"
"3028","계동길","계동"
"3029","난계로27길","난계"
"3030","돈화문로11가길","돈화"
"3031","명륜길","명륜"
"3032","북촌로11길","북촌"
"3033","북촌로5길","북촌"
"3034","북촌로5나길","북촌"
"3035","삼청로5길","삼청"
"3036","성균관로5길","성균"
"3037","숭인동길","숭인"
"3038","옥인길","옥인"
"3039","율곡로10길","율곡"
"3040","율곡로16길","율곡"
"3041","이화장길","이화"
"3042","자하문로7길","자하"
"3043","종로24길","종로"
"3044","종로58가길","종로"
"3045","종로65길","종로"
"3046","지봉로8길","지봉"
"3047","창경궁로35길","창경"
"3048","창신2길","창신"
"3049","창신5길","창신"
"3050","창신길","창신"
"3051","통일로12길","통일"
"3052","평창길","평창"
"3053","필운대로1길","필운"
"3054","난계로11길","난계"
"3055","난계로21길","난계"
"3056","다산로33길","다산"
"3057","다산로36길","다산"
"3058","다산로38길","다산"
"3059","다산로39길","다산"
"3060","동호로10길","동호"
"3061","동호로11길","동호"
"3062","동호로15길","동호"
"3063","동호로20길","동호"
"3064","동호로8길","동호"
"3065","명동길","명동"
"3066","삼일대로4길","삼일"
"3067","장충단로8길","장충"
"3068","청구로17길","청구"
"3069","청구로1길","청구"
"3070","퇴계로12길","퇴계"
"3071","퇴계로18길","퇴계"
"3072","퇴계로46길","퇴계"
"3073","퇴계로56길","퇴계"
"3074","퇴계로8길","퇴계"
"3075","퇴계로90길","퇴계"
"3076","녹사평대로11길","녹사"
"3077","녹사평대로26길","녹사"
"3078","녹사평대로32길","녹사"
"3079","녹사평대로40나길","녹사"
"3080","녹사평대로46길","녹사"
"3081","대사관로34길","대사"
"3082","두텁바위로1길","두텁"
"3083","백범로79길","백범"
"3084","백범로90길","백범"
"3085","서빙고로71길","서빙"
"3086","소월로20길","소월"
"3087","신흥로20길","신흥"
"3088","우사단로10길","우사"
"3089","우사단로14길","우사"
"3090","우사단로4길","우사"
"3091","원효로19길","원효"
"3092","원효로41길","원효"
"3093","원효로53길","원효"
"3094","원효로89길","원효"
"3095","이촌로22길","이촌"
"3096","이태원로27길","이태"
"3097","이태원로54길","이태"
"3098","장문로45길","장문"
"3099","청파로47길","청파"
"3100","청파로47나길","청파"
"3101","청파로71길","청파"
"3102","청파로73길","청파"
"3103","한강대로104길","한강"
"3104","한강대로15길","한강"
"3105","한강대로43길","한강"
"3106","한강대로52길","한강"
"3107","한강대로62길","한강"
"3108","한강대로7길","한강"
"3109","한강대로88길","한강"
"3110","한남대로20길","한남"
"3111","회나무로13길","회나"
"3112","효창원로39길","효창"
"3113","후암로28길","후암"
"3114","고산자로6길","고산"
"3115","금호산2길","금호"
"3116","금호산길","금호"
"3117","둘레9길","둘레"
"3118","뚝섬로5길","뚝섬"
"3119","마장로27길","마장"
"3120","마장로39길","마장"
"3121","마조로16길","마조"
"3122","마조로1길","마조"
"3123","매봉길","매봉"
"3124","무수막길","무수"
"3125","무학로6길","무학"
"3126","무학봉28길","무학"
"3127","무학봉길","무학"
"3128","사근동길","사근"
"3129","상원12길","상원"
"3130","상원길","상원"
"3131","서울숲2길","서울"
"3132","성덕정17길","성덕"
"3133","성덕정길","성덕"
"3134","성수이로18길","성수"
"3135","성수이로7길","성수"
"3136","성수일로6길","성수"
"3137","송정12라길","송정"
"3138","송정4가길","송정"
"3139","아차산로11길","아차"
"3140","아차산로15길","아차"
"3141","아차산로5길","아차"
"3142","왕십리로14길","왕십"
"3143","왕십리로21길","왕십"
"3144","왕십리로26길","왕십"
"3145","왕십리로31길","왕십"
"3146","왕십리로6길","왕십"
"3147","용답29길","용답"
"3148","용답중앙길","용답"
"3149","장터길","장터"
"3150","청계천로10나길","청계"
"3151","한림말3길","한림"
"3152","한림말길","한림"
"3153","광나루로12길","광나"
"3154","광나루로24길","광나"
"3155","광나루로36길","광나"
"3156","광나루로37길","광나"
"3157","광나루로40길","광나"
"3158","광나루로52길","광나"
"3159","긴고랑로20길","긴고"
"3160","긴고랑로7길","긴고"
"3161","긴고랑로8길","긴고"
"3162","긴고랑로9길","긴고"
"3163","능동로13길","능동"
"3164","능동로19길","능동"
"3165","능동로34길","능동"
"3166","능동로3길","능동"
"3167","능동로4길","능동"
"3168","동일로18길","동일"
"3169","동일로24길","동일"
"3170","뚝섬로23길","뚝섬"
"3171","뚝섬로24길","뚝섬"
"3172","뚝섬로48길","뚝섬"
"3173","뚝섬로54길","뚝섬"
"3174","뚝섬로58길","뚝섬"
"3175","뚝섬로64길","뚝섬"
"3176","면목로17길","면목"
"3177","아차산로40길","아차"
"3178","아차산로51길","아차"
"3179","아차산로55길","아차"
"3180","아차산로65길","아차"
"3181","아차산로78길","아차"
"3182","용마산로21길","용마"
"3183","용마산로3길","용마"
"3184","자양로11길","자양"
"3185","자양로15길","자양"
"3186","자양로26길","자양"
"3187","자양로45길","자양"
"3188","자양로50길","자양"
"3189","자양로53길","자양"
"3190","자양번영로3길","자양"
"3191","천호대로109길","천호"
"3192","천호대로123길","천호"
"3193","천호대로129길","천호"
"3194","경희대로3길","경희"
"3195","경희대로4길","경희"
"3196","난계로30길","난계"
"3197","답십리로23길","답십"
"3198","답십리로56길","답십"
"3199","답십리로60길","답십"
"3200","답십리로63길","답십"
"3201","답십리로64길","답십"
"3202","답십리로68길","답십"
"3203","답십리로69길","답십"
"3204","답십리로72길","답십"
"3205","망우로18가길","망우"
"3206","망우로18길","망우"
"3207","망우로21길","망우"
"3208","무학로16길","무학"
"3209","무학로45길","무학"
"3210","사가정로13길","사가"
"3211","사가정로23가길","사가"
"3212","사가정로2길","사가"
"3213","서울시립대로16길","서울"
"3214","서울시립대로29길","서울"
"3215","서울시립대로4길","서울"
"3216","약령시로17길","약령"
"3217","왕산로32길","왕산"
"3218","왕산로33길","왕산"
"3219","왕산로43길","왕산"
"3220","이문로42길","이문"
"3221","장한로14길","장한"
"3222","장한로25길","장한"
"3223","장한로26가길","장한"
"3224","장한로26길","장한"
"3225","장한로27가길","장한"
"3226","장한로27길","장한"
"3227","장한로5길","장한"
"3228","장한로8길","장한"
"3229","전농로29길","전농"
"3230","전농로3길","전농"
"3231","전농로4길","전농"
"3232","제기로21길","제기"
"3233","제기로5길","제기"
"3234","천장산로7길","천장"
"3235","천호대로12길","천호"
"3236","천호대로17길","천호"
"3237","천호대로45길","천호"
"3238","천호대로77길","천호"
"3239","천호대로97길","천호"
"3240","한천로14길","한천"
"3241","한천로33길","한천"
"3242","한천로40길","한천"
"3243","한천로46길","한천"
"3244","휘경로14길","휘경"
"3245","휘경로23길","휘경"
"3246","휘경로2길","휘경"
"3247","휘경로3길","휘경"
"3248","겸재로29길","겸재"
"3249","겸재로36길","겸재"
"3250","겸재로54길","겸재"
"3251","공릉로12가길","공릉"
"3252","공릉로2길","공릉"
"3253","답십리로75길","답십"
"3254","동일로100길","동일"
"3255","동일로101길","동일"
"3256","동일로112길","동일"
"3257","동일로123길","동일"
"3258","동일로130길","동일"
"3259","동일로139가길","동일"
"3260","동일로139길","동일"
"3261","동일로140길","동일"
"3262","동일로149길","동일"
"3263","동일로157길","동일"
"3264","동일로163길","동일"
"3265","망우로68길","망우"
"3266","망우로73길","망우"
"3267","면목로21길","면목"
"3268","면목로33길","면목"
"3269","면목로45길","면목"
"3270","면목로48길","면목"
"3271","면목로49길","면목"
"3272","면목로55길","면목"
"3273","면목로56길","면목"
"3274","면목로78길","면목"
"3275","봉우재로33길","봉우"
"3276","봉화산로30길","봉화"
"3277","봉화산로4길","봉화"
"3278","봉화산로56길","봉화"
"3279","사가정로42길","사가"
"3280","사가정로54길","사가"
"3281","신내로7가길","신내"
"3282","용마산로100길","용마"
"3283","용마산로112길","용마"
"3284","용마산로118길","용마"
"3285","용마산로94길","용마"
"3286","중랑천로10길","중랑"
"3287","길음로7길","길음"
"3288","돌곶이로14길","돌곶"
"3289","돌곶이로22길","돌곶"
"3290","돌곶이로27길","돌곶"
"3291","돌곶이로28길","돌곶"
"3292","돌곶이로41길","돌곶"
"3293","돌곶이로8길","돌곶"
"3294","동소문로13길","동소"
"3295","동소문로15길","동소"
"3296","동소문로26가길","동소"
"3297","동소문로2길","동소"
"3298","동소문로6길","동소"
"3299","보국문로16길","보국"
"3300","보문로13길","보문"
"3301","보문로26길","보문"
"3302","보문로31길","보문"
"3303","보문로32길","보문"
"3304","삼선교로10길","삼선"
"3305","삼선교로10다길","삼선"
"3306","삼선교로16가길","삼선"
"3307","삼양로8길","삼양"
"3308","성북로8길","성북"
"3309","솔샘로6길","솔샘"
"3310","아리랑로4길","아리"
"3311","안암로5길","안암"
"3312","오패산로19길","오패"
"3313","오패산로3길","오패"
"3314","오패산로4길","오패"
"3315","인촌로17가길","인촌"
"3316","인촌로1길","인촌"
"3317","개운사길","개운"
"3318","인촌로24길","인촌"
"3319","인촌로5길","인촌"
"3320","인촌로6길","인촌"
"3321","장월로1길","장월"
"3322","장위로50길","장위"
"3323","정릉로26길","정릉"
"3324","정릉로27길","정릉"
"3325","정릉로8길","정릉"
"3326","종암로16길","종암"
"3327","종암로19길","종암"
"3328","종암로21길","종암"
"3329","종암로24가길","종암"
"3330","종암로5길","종암"
"3331","지봉로20길","지봉"
"3332","창경궁로43길","창경"
"3333","한천로101가길","한천"
"3334","한천로76길","한천"
"3335","화랑로13길","화랑"
"3336","화랑로14길","화랑"
"3337","화랑로19길","화랑"
"3338","화랑로1길","화랑"
"3339","화랑로32길","화랑"
"3340","화랑로40길","화랑"
"3341","노해로17길","노해"
"3342","노해로23길","노해"
"3343","노해로33길","노해"
"3344","덕릉로40길","덕릉"
"3345","덕릉로41길","덕릉"
"3346","도봉로13길","도봉"
"3347","도봉로18길","도봉"
"3348","도봉로45길","도봉"
"3349","도봉로67길","도봉"
"3350","도봉로76길","도봉"
"3351","도봉로8길","도봉"
"3352","도봉로99길","도봉"
"3353","삼각산로28길","삼각"
"3354","삼양로20길","삼양"
"3355","삼양로24길","삼양"
"3356","삼양로27길","삼양"
"3357","삼양로41길","삼양"
"3358","삼양로54길","삼양"
"3359","삼양로77길","삼양"
"3360","삼양로93길","삼양"
"3361","솔매로41길","솔매"
"3362","솔매로45길","솔매"
"3363","솔매로50길","솔매"
"3364","솔샘로65길","솔샘"
"3365","수유로12길","수유"
"3366","오패산로30길","오패"
"3367","오패산로52길","오패"
"3368","오패산로67길","오패"
"3369","인수봉로56길","인수"
"3370","인수봉로72길","인수"
"3371","인수봉로79길","인수"
"3372","한천로109길","한천"
"3373","한천로124나길","한천"
"3374","한천로130길","한천"
"3375","한천로132길","한천"
"3376","한천로139가길","한천"
"3377","한천로140길","한천"
"3378","노해로60길","노해"
"3379","노해로63다길","노해"
"3380","덕릉로60길","덕릉"
"3381","도당로13가길","도당"
"3382","도당로13바길","도당"
"3383","도당로19길","도당"
"3384","도당로29길","도당"
"3385","도봉로109길","도봉"
"3386","도봉로114길","도봉"
"3387","도봉로143길","도봉"
"3388","도봉로147길","도봉"
"3389","도봉로152가길","도봉"
"3390","도봉로156길","도봉"
"3391","도봉로169나길","도봉"
"3392","도봉로181길","도봉"
"3393","도봉산길","도봉"
"3394","방학로10길","방학"
"3395","방학로15길","방학"
"3396","방학로5길","방학"
"3397","방학로6가길","방학"
"3398","삼양로144길","삼양"
"3399","시루봉로23길","시루"
"3400","우이천로32길","우이"
"3401","우이천로4다길","우이"
"3402","해등로16길","해등"
"3403","공릉로58길","공릉"
"3404","동일로173가길","동일"
"3405","동일로192길","동일"
"3406","동일로242길","동일"
"3407","상계로12길","상계"
"3408","상계로1길","상계"
"3409","상계로9가길","상계"
"3410","석계로1길","석계"
"3411","한글비석로22길","한글"
"3412","한글비석로24길","한글"
"3413","한글비석로44길","한글"
"3414","가좌로7길","가좌"
"3415","갈현로1길","갈현"
"3416","갈현로33길","갈현"
"3417","갈현로41길","갈현"
"3418","갈현로7길","갈현"
"3419","불광천길","불광"
"3420","서오릉로21길","서오"
"3421","서오릉로8길","서오"
"3422","수색로18길","수색"
"3423","역말로9길","역말"
"3424","연서로11길","연서"
"3425","연서로13길","연서"
"3426","연서로16길","연서"
"3427","연서로17길","연서"
"3428","연서로21길","연서"
"3429","연서로27길","연서"
"3430","연서로28길","연서"
"3431","연서로29길","연서"
"3432","연서로33길","연서"
"3433","연서로34길","연서"
"3434","연서로3길","연서"
"3435","연서로41길","연서"
"3436","연서로5길","연서"
"3437","은평로10길","은평"
"3438","은평로13길","은평"
"3439","은평로20길","은평"
"3440","은평로3길","은평"
"3441","은평로8길","은평"
"3442","응암로12길","응암"
"3443","응암로13길","응암"
"3444","응암로14길","응암"
"3445","응암로22길","응암"
"3446","응암로34길","응암"
"3447","증산로13길","증산"
"3448","증산로15길","증산"
"3449","증산로17길","증산"
"3450","증산로21길","증산"
"3451","증산로5길","증산"
"3452","증산로9길","증산"
"3453","증산서길","증산"
"3454","진흥로12길","진흥"
"3455","진흥로1길","진흥"
"3456","통일로69길","통일"
"3457","통일로78길","통일"
"3458","통일로87길","통일"
"3459","통일로92길","통일"
"3460","가재울로6길","가재"
"3461","독립문로8길","독립"
"3462","명지대길","명지"
"3463","모래내로15길","모래"
"3464","북아현로4길","북아"
