"","trdar_cd_nm","한글id"
"1604","백제고분로34길","백제"
"1605","올림픽로77길","올림"
"1606","올림픽로78길","올림"
"1607","양재대로64길","양재"
"1608","천호대로219길","천호"
"1609","천호옛14길","천호"
"1610","서초대로25길","서초"
"1611","서초대로4길","서초"
"1612","서초대로64길","서초"
"1613","강남대로140길","강남"
"1614","일원로9길","일원"
"1615","테헤란로81길","테헤"
"1616","올림픽로80길","올림"
"1617","동광로12길","동광"
"1618","동광로1길","동광"
"1619","천호옛길","천호"
"1620","사임당로17길","사임"
"1621","사평대로22길","사평"
"1622","삼성로57길","삼성"
"1623","삼성로63길","삼성"
"1624","삼성로64길","삼성"
"1625","학동로38길","학동"
"1626","성내로5길","성내"
"1627","성안로3길","성안"
"1628","동광로39길","동광"
"1629","논현로28길","논현"
"1630","논현로63길","논현"
"1631","사평대로26길","사평"
"1632","봉은사로29길","봉은"
"1633","봉은사로43길","봉은"
"1634","천호대로187길","천호"
"1635","천호대로197길","천호"
"1636","천호대로219길","천호"
"1637","삼성로75길","삼성"
"1638","고덕로25길","고덕"
"1639","고덕로61길","고덕"
"1640","상암로5길","상암"
"1641","상일로5길","상일"
"1642","성내로5길","성내"
"1643","올림픽로48길","올림"
"1644","올림픽로71길","올림"
"1645","올림픽로77길","올림"
"1646","청구로1길","청구"
"1647","퇴계로12길","퇴계"
"1648","퇴계로18길","퇴계"
"1649","구천면로36길","구천"
"1650","북촌로5길","북촌"
"1651","북촌로5나길","북촌"
"1652","종로65길","종로"
"1653","지봉로8길","지봉"
"1654","창경궁로35길","창경"
"1655","다산로36길","다산"
"1656","다산로38길","다산"
"1657","다산로39길","다산"
"1658","봉은사로109길","봉은"
"1659","봉은사로29길","봉은"
"1660","봉은사로43길","봉은"
"1661","삼청로5길","삼청"
"1662","백범로90길","백범"
"1663","서빙고로71길","서빙"
"1664","이태원로27길","이태"
"1665","이태원로54길","이태"
"1666","장문로45길","장문"
"1667","논현로26길","논현"
"1668","논현로28길","논현"
"1669","논현로63길","논현"
"1670","양재대로64길","양재"
"1671","양재대로71길","양재"
"1672","양재대로72길","양재"
"1673","선릉로121길","선릉"
"1674","선릉로132길","선릉"
"1675","학동로38길","학동"
"1676","학동로56길","학동"
"1677","학동로6길","학동"
"1678","백제고분로34길","백제"
"1679","백제고분로39길","백제"
"1680","백제고분로42길","백제"
"1681","여의대방로22길","여의"
"1682","신림로11길","신림"
"1683","신림로28길","신림"
"1684","선릉로133길","선릉"
"1685","구천면로41길","구천"
"1686","구천면로42길","구천"
"1687","성안로3길","성안"
"1688","암사길","암사"
"1689","금하로14길","금하"
"1690","양재대로101길","양재"
"1691","올림픽로78길","올림"
"1692","올림픽로80길","올림"
"1693","올림픽로98길","올림"
"1694","신림로38길","신림"
"1695","방배로42길","방배"
"1696","사임당로17길","사임"
"1697","동남로65길","동남"
"1698","성균관로5길","성균"
"1699","숭인동길","숭인"
"1700","창신2길","창신"
"1701","창신5길","창신"
"1702","창신길","창신"
"1703","동호로10길","동호"
"1704","동호로11길","동호"
"1705","동호로15길","동호"
"1706","사평대로22길","사평"
"1707","여의대방로39길","여의"
"1708","여의대방로43나길","여의"
"1709","옥인길","옥인"
"1710","신흥로20길","신흥"
"1711","우사단로10길","우사"
"1712","청파로47길","청파"
"1713","청파로47나길","청파"
"1714","청파로71길","청파"
"1715","논현로8길","논현"
"1716","도곡로37길","도곡"
"1717","도산대로15길","도산"
"1718","여의대방로61길","여의"
"1719","여의대방로22나길","여의"
"1720","여의대방로22카길","여의"
"1721","우사단로14길","우사"
"1722","선릉로146길","선릉"
"1723","선릉로18길","선릉"
"1724","학동로77길","학동"
"1725","거마로20길","거마"
"1726","동남로20길","동남"
"1727","백제고분로45길","백제"
"1728","백제고분로46길","백제"
"1729","백제고분로50길","백제"
"1730","여의대방로24길","여의"
"1731","신림로48길","신림"
"1732","신림로64길","신림"
"1733","압구정로2길","압구"
"1734","동남로82길","동남"
"1735","동남로85길","동남"
"1736","양재대로116길","양재"
"1737","양재대로124길","양재"
"1738","양재대로133길","양재"
"1739","진황도로27길","진황"
"1740","진황도로47길","진황"
"1741","천중로39길","천중"
"1742","신림로65길","신림"
"1743","사평대로26길","사평"
"1744","사평대로57길","사평"
"1745","명일로13길","명일"
"1746","율곡로10길","율곡"
"1747","율곡로16길","율곡"
"1748","이화장길","이화"
"1749","통일로12길","통일"
"1750","평창길","평창"
"1751","필운대로1길","필운"
"1752","동호로20길","동호"
"1753","동호로8길","동호"
"1754","명동길","명동"
"1755","서초대로15길","서초"
"1756","영등포로25길","영등"
"1757","영등포로27길","영등"
"1758","우사단로4길","우사"
"1759","원효로19길","원효"
"1760","원효로41길","원효"
"1761","청파로73길","청파"
"1762","한강대로104길","한강"
"1763","한강대로15길","한강"
"1764","도산대로23길","도산"
"1765","도산대로30길","도산"
"1766","도산대로38길","도산"
"1767","영등포로35길","영등"
"1768","여의대방로46길","여의"
"1769","장승배기로10길","장승"
"1770","언주로81길","언주"
"1771","영동대로112길","영동"
"1772","영동대로65길","영동"
"1773","마천로51길","마천"
"1774","백제고분로21길","백제"
"1775","백제고분로22길","백제"
"1776","삼전로13길","삼전"
"1777","송이로23길","송이"
"1778","송이로32길","송이"
"1779","장승배기로19길","장승"
"1780","신사로20길","신사"
"1781","신원로3길","신원"
"1782","상암로14길","상암"
"1783","상암로4길","상암"
"1784","상암로51길","상암"
"1785","양재대로91길","양재"
"1786","양재대로95길","양재"
"1787","양재대로96길","양재"
"1788","천중로51길","천중"
"1789","천호대로162길","천호"
"1790","천호대로170길","천호"
"1791","양녕로6길","양녕"
"1792","서초대로23길","서초"
"1793","서초대로25길","서초"
"1794","자하문로7길","자하"
"1795","종로24길","종로"
"1796","종로58가길","종로"
"1797","난계로11길","난계"
"1798","난계로21길","난계"
"1799","다산로33길","다산"
"1800","삼일대로4길","삼일"
"1801","장충단로8길","장충"
"1802","청구로17길","청구"
"1803","서초대로4길","서초"
"1804","대사관로34길","대사"
"1805","두텁바위로1길","두텁"
"1806","원효로53길","원효"
"1807","원효로89길","원효"
"1808","이촌로22길","이촌"
"1809","논현로123길","논현"
"1810","논현로139길","논현"
"1811","논현로159길","논현"
"1812","도산대로50길","도산"
"1813","도산대로81길","도산"
"1814","도산대로89길","도산"
"1815","백범로79길","백범"
"1816","삼성로64길","삼성"
"1817","삼성로69길","삼성"
"1818","일원로3길","일원"
"1819","일원로9길","일원"
"1820","테헤란로81길","테헤"
"1821","백제고분로31길","백제"
"1822","백제고분로32길","백제"
"1823","백제고분로33길","백제"
"1824","송이로36길","송이"
"1825","송파대로30길","송파"
"1826","양재대로62길","양재"
"1827","망우로18길","망우"
"1828","망우로21길","망우"
"1829","무학로16길","무학"
"1830","동호로15길","동호"
"1831","동호로20길","동호"
"1832","동호로8길","동호"
"1833","한남대로20길","한남"
"1834","회나무로13길","회나"
"1835","효창원로39길","효창"
"1836","광나루로52길","광나"
"1837","긴고랑로20길","긴고"
"1838","긴고랑로7길","긴고"
"1839","무학로45길","무학"
"1840","사가정로13길","사가"
"1841","사가정로23가길","사가"
"1842","명동길","명동"
"1843","삼일대로4길","삼일"
"1844","장충단로8길","장충"
"1845","후암로28길","후암"
"1846","고산자로6길","고산"
"1847","금호산2길","금호"
"1848","긴고랑로8길","긴고"
"1849","긴고랑로9길","긴고"
"1850","능동로13길","능동"
"1851","사가정로2길","사가"
"1852","서울시립대로16길","서울"
"1853","서울시립대로29길","서울"
"1854","청구로17길","청구"
"1855","청구로1길","청구"
"1856","퇴계로12길","퇴계"
"1857","금호산길","금호"
"1858","둘레9길","둘레"
"1859","뚝섬로5길","뚝섬"
"1860","능동로19길","능동"
"1861","능동로34길","능동"
"1862","능동로3길","능동"
"1863","서울시립대로4길","서울"
"1864","약령시로17길","약령"
"1865","왕산로32길","왕산"
"1866","퇴계로18길","퇴계"
"1867","퇴계로46길","퇴계"
"1868","퇴계로56길","퇴계"
"1869","마장로27길","마장"
"1870","마장로39길","마장"
"1871","마조로16길","마조"
"1872","능동로4길","능동"
"1873","동일로18길","동일"
"1874","동일로24길","동일"
"1875","오금로46길","오금"
"1876","풍성로25길","풍성"
"1877","계동길","계동"
"1878","퇴계로8길","퇴계"
"1879","퇴계로90길","퇴계"
"1880","녹사평대로11길","녹사"
"1881","마조로1길","마조"
"1882","매봉길","매봉"
"1883","무수막길","무수"
"1884","뚝섬로23길","뚝섬"
"1885","뚝섬로24길","뚝섬"
"1886","뚝섬로48길","뚝섬"
"1887","난계로27길","난계"
"1888","돈화문로11가길","돈화"
"1889","명륜길","명륜"
"1890","녹사평대로26길","녹사"
"1891","녹사평대로32길","녹사"
"1892","녹사평대로40나길","녹사"
"1893","무학로6길","무학"
"1894","무학봉28길","무학"
"1895","무학봉길","무학"
"1896","뚝섬로54길","뚝섬"
"1897","뚝섬로58길","뚝섬"
"1898","뚝섬로64길","뚝섬"
"1899","북촌로11길","북촌"
"1900","북촌로5길","북촌"
"1901","녹사평대로46길","녹사"
"1902","대사관로34길","대사"
"1903","두텁바위로1길","두텁"
"1904","사근동길","사근"
"1905","상원12길","상원"
"1906","상원길","상원"
"1907","면목로17길","면목"
"1908","아차산로40길","아차"
"1909","아차산로51길","아차"
"1910","북촌로5나길","북촌"
"1911","삼청로5길","삼청"
"1912","성균관로5길","성균"
"1913","백범로79길","백범"
"1914","백범로90길","백범"
"1915","서빙고로71길","서빙"
"1916","서울숲2길","서울"
"1917","성덕정17길","성덕"
"1918","성덕정길","성덕"
"1919","아차산로55길","아차"
"1920","아차산로65길","아차"
"1921","아차산로78길","아차"
"1922","숭인동길","숭인"
"1923","옥인길","옥인"
"1924","율곡로10길","율곡"
"1925","소월로20길","소월"
"1926","신흥로20길","신흥"
"1927","우사단로10길","우사"
"1928","성수이로18길","성수"
"1929","성수이로7길","성수"
"1930","성수일로6길","성수"
"1931","용마산로21길","용마"
"1932","용마산로3길","용마"
"1933","자양로11길","자양"
"1934","율곡로16길","율곡"
"1935","이화장길","이화"
"1936","자하문로7길","자하"
"1937","우사단로14길","우사"
"1938","우사단로4길","우사"
"1939","원효로19길","원효"
"1940","송정12라길","송정"
"1941","송정4가길","송정"
"1942","아차산로11길","아차"
"1943","자양로15길","자양"
"1944","자양로26길","자양"
"1945","자양로45길","자양"
"1946","종로24길","종로"
"1947","종로58가길","종로"
"1948","종로65길","종로"
"1949","원효로41길","원효"
"1950","원효로53길","원효"
"1951","원효로89길","원효"
"1952","아차산로15길","아차"
"1953","아차산로5길","아차"
"1954","왕십리로14길","왕십"
"1955","자양로50길","자양"
"1956","자양로53길","자양"
"1957","자양번영로3길","자양"
"1958","지봉로8길","지봉"
"1959","창경궁로35길","창경"
"1960","창신2길","창신"
"1961","이촌로22길","이촌"
"1962","이태원로27길","이태"
"1963","이태원로54길","이태"
"1964","왕십리로21길","왕십"
"1965","왕십리로26길","왕십"
"1966","왕십리로31길","왕십"
"1967","천호대로109길","천호"
"1968","천호대로123길","천호"
"1969","천호대로129길","천호"
"1970","창신5길","창신"
"1971","창신길","창신"
"1972","통일로12길","통일"
"1973","평창길","평창"
"1974","장문로45길","장문"
"1975","청파로47길","청파"
"1976","청파로47나길","청파"
"1977","왕십리로6길","왕십"
"1978","용답29길","용답"
"1979","용답중앙길","용답"
"1980","경희대로3길","경희"
"1981","경희대로4길","경희"
"1982","난계로30길","난계"
"1983","필운대로1길","필운"
"1984","난계로11길","난계"
"1985","난계로21길","난계"
"1986","청파로71길","청파"
"1987","청파로73길","청파"
"1988","한강대로104길","한강"
"1989","장터길","장터"
"1990","청계천로10나길","청계"
"1991","한림말3길","한림"
"1992","답십리로23길","답십"
"1993","답십리로56길","답십"
"1994","답십리로60길","답십"
"1995","다산로33길","다산"
"1996","다산로36길","다산"
"1997","다산로38길","다산"
"1998","한강대로15길","한강"
"1999","한강대로43길","한강"
"2000","한강대로52길","한강"
"2001","한림말길","한림"
"2002","광나루로12길","광나"
"2003","광나루로24길","광나"
"2004","답십리로63길","답십"
"2005","답십리로64길","답십"
"2006","답십리로68길","답십"
"2007","다산로39길","다산"
"2008","동호로10길","동호"
"2009","동호로11길","동호"
"2010","한강대로62길","한강"
"2011","한강대로7길","한강"
"2012","한강대로88길","한강"
"2013","광나루로36길","광나"
"2014","광나루로37길","광나"
"2015","광나루로40길","광나"
"2016","답십리로69길","답십"
"2017","답십리로72길","답십"
"2018","망우로18가길","망우"
"2019","동일로173가길","동일"
"2020","동일로192길","동일"
"2021","동일로242길","동일"
"2022","인수봉로56길","인수"
"2023","인수봉로72길","인수"
"2024","인수봉로79길","인수"
"2025","도당로13가길","도당"
"2026","도당로13바길","도당"
"2027","도당로19길","도당"
"2028","도봉산4길","도봉"
"2029","도봉산길","도봉"
"2030","방학로10길","방학"
"2031","증산로9길","증산"
"2032","증산서길","증산"
"2033","진흥로12길","진흥"
"2034","갈현로33길","갈현"
"2035","갈현로41길","갈현"
"2036","갈현로7길","갈현"
"2037","연서로21길","연서"
"2038","연서로27길","연서"
"2039","연서로28길","연서"
"2040","은평로3길","은평"
"2041","은평로8길","은평"
"2042","응암로12길","응암"
"2043","오패산로19길","오패"
"2044","오패산로3길","오패"
"2045","오패산로4길","오패"
"2046","세무서길","세무"
"2047","수색로8길","수색"
"2048","신촌로37길","신촌"
"2049","통일로37길","통일"
"2050","통일로39길","통일"
"2051","홍연길","홍연"
"2052","보문로13길","보문"
"2053","보문로26길","보문"
"2054","보문로31길","보문"
"2055","삼양로93길","삼양"
"2056","솔매로41길","솔매"
"2057","솔매로45길","솔매"
"2058","정릉로27길","정릉"
"2059","정릉로8길","정릉"
"2060","종암로16길","종암"
"2061","화랑로14길","화랑"
"2062","화랑로19길","화랑"
"2063","화랑로1길","화랑"
"2064","도봉로45길","도봉"
"2065","도봉로67길","도봉"
"2066","도봉로76길","도봉"
"2067","약령시로17길","약령"
"2068","왕산로32길","왕산"
"2069","왕산로33길","왕산"
"2070","한천로109길","한천"
"2071","한천로124나길","한천"
"2072","한천로130길","한천"
"2073","도당로29길","도당"
"2074","도봉로109길","도봉"
"2075","도봉로114길","도봉"
"2076","방학로15길","방학"
"2077","방학로5길","방학"
"2078","방학로6가길","방학"
"2079","동일로163길","동일"
"2080","망우로68길","망우"
"2081","망우로73길","망우"
"2082","불광천길","불광"
"2083","서오릉로21길","서오"
"2084","서오릉로8길","서오"
"2085","연서로29길","연서"
"2086","연서로33길","연서"
"2087","연서로34길","연서"
"2088","응암로13길","응암"
"2089","응암로14길","응암"
"2090","응암로22길","응암"
"2091","매봉길","매봉"
"2092","무수막길","무수"
"2093","무학로6길","무학"
"2094","연희로10길","연희"
"2095","응암로1길","응암"
"2096","증가로10길","증가"
"2097","홍제내길","홍제"
"2098","광성로6길","광성"
"2099","대흥로21길","대흥"
"2100","보문로32길","보문"
"2101","삼선교로10길","삼선"
"2102","삼선교로10다길","삼선"
"2103","뚝섬로24길","뚝섬"
"2104","뚝섬로48길","뚝섬"
"2105","뚝섬로54길","뚝섬"
"2106","종암로19길","종암"
"2107","종암로21길","종암"
"2108","종암로24가길","종암"
"2109","화랑로32길","화랑"
"2110","화랑로40길","화랑"
"2111","노해로17길","노해"
"2112","도봉로8길","도봉"
"2113","도봉로99길","도봉"
"2114","삼각산로28길","삼각"
"2115","왕산로43길","왕산"
"2116","이문로42길","이문"
"2117","장한로14길","장한"
"2118","한천로132길","한천"
"2119","한천로139가길","한천"
"2120","한천로140길","한천"
"2121","도봉로143길","도봉"
"2122","도봉로147길","도봉"
"2123","도봉로152가길","도봉"
"2124","삼양로144길","삼양"
"2125","시루봉로23길","시루"
"2126","우이천로32길","우이"
"2127","면목로21길","면목"
"2128","면목로33길","면목"
"2129","면목로45길","면목"
"2130","수색로18길","수색"
"2131","역말로9길","역말"
"2132","연서로11길","연서"
"2133","연서로3길","연서"
"2134","연서로41길","연서"
"2135","연서로5길","연서"
"2136","응암로34길","응암"
"2137","증산로13길","증산"
"2138","증산로15길","증산"
"2139","무학봉28길","무학"
"2140","무학봉길","무학"
"2141","사근동길","사근"
"2142","증가로20가길","증가"
"2143","증가로23나길","증가"
"2144","증가로6길","증가"
"2145","대흥로28길","대흥"
"2146","도화4길","도화"
"2147","도화길","도화"
"2148","삼선교로16가길","삼선"
"2149","삼양로8길","삼양"
"2150","성북로8길","성북"
"2151","뚝섬로58길","뚝섬"
"2152","뚝섬로64길","뚝섬"
"2153","면목로17길","면목"
"2154","종암로5길","종암"
"2155","지봉로20길","지봉"
"2156","창경궁로43길","창경"
"2157","노해로23길","노해"
"2158","노해로33길","노해"
"2159","덕릉로40길","덕릉"
"2160","삼양로20길","삼양"
"2161","삼양로24길","삼양"
"2162","삼양로27길","삼양"
"2163","장한로25길","장한"
"2164","장한로26가길","장한"
"2165","장한로26길","장한"
"2166","노해로60길","노해"
"2167","노해로63다길","노해"
"2168","덕릉로60길","덕릉"
"2169","도봉로156길","도봉"
"2170","도봉로169나길","도봉"
"2171","도봉로181길","도봉"
"2172","우이천로4다길","우이"
"2173","해등로16길","해등"
"2174","공릉로58길","공릉"
"2175","면목로48길","면목"
"2176","면목로49길","면목"
"2177","면목로55길","면목"
"2178","연서로13길","연서"
"2179","연서로16길","연서"
"2180","연서로17길","연서"
"2181","은평로10길","은평"
"2182","은평로13길","은평"
"2183","은평로20길","은평"
"2184","증산로17길","증산"
"2185","증산로21길","증산"
"2186","증산로5길","증산"
"2187","북아현로4길","북아"
"2188","세검정로1길","세검"
"2189","세무서2길","세무"
"2190","충정로4길","충정"
"2191","충정로6길","충정"
"2192","통일로11길","통일"
"2193","동소문로2길","동소"
"2194","동소문로6길","동소"
"2195","보국문로16길","보국"
"2196","솔샘로6길","솔샘"
"2197","아리랑로4길","아리"
"2198","안암로5길","안암"
"2199","장월로1길","장월"
"2200","장위로50길","장위"
"2201","정릉로26길","정릉"
"2202","한천로101가길","한천"
"2203","한천로76길","한천"
"2204","화랑로13길","화랑"
"2205","덕릉로41길","덕릉"
"2206","도봉로13길","도봉"
"2207","도봉로18길","도봉"
"2208","삼양로41길","삼양"
"2209","삼양로54길","삼양"
"2210","삼양로77길","삼양"
"2211","양재대로64길","양재"
"2212","양재대로71길","양재"
"2213","양재대로72길","양재"
"2214","천호옛14길","천호"
"2215","천호옛길","천호"
"2216","풍성로37가길","풍성"
"2217","오금로11길","오금"
"2218","오금로36길","오금"
"2219","오금로46길","오금"
"2220","풍성로25길","풍성"
"2221","강동대로53길","강동"
"2222","고덕로10길","고덕"
"2223","고덕로25길","고덕"
"2224","고덕로61길","고덕"
"2225","구천면로36길","구천"
"2226","도봉산4길","도봉"
"2227","구천면로41길","구천"
"2228","구천면로42길","구천"
"2229","동남로65길","동남"
"2230","동남로82길","동남"
"2231","동남로85길","동남"
"2232","명일로13길","명일"
"2233","상암로14길","상암"
"2234","상암로4길","상암"
"2235","상암로51길","상암"
"2236","상암로5길","상암"
"2237","상일로5길","상일"
"2238","성내로5길","성내"
"2239","성안로3길","성안"
"2240","암사길","암사"
"2241","양재대로101길","양재"
"2242","양재대로116길","양재"
"2243","양재대로124길","양재"
"2244","양재대로133길","양재"
"2245","양재대로91길","양재"
"2246","양재대로95길","양재"
"2247","양재대로96길","양재"
"2248","올림픽로48길","올림"
"2249","올림픽로71길","올림"
"2250","올림픽로77길","올림"
"2251","올림픽로78길","올림"
"2252","올림픽로80길","올림"
"2253","올림픽로98길","올림"
"2254","진황도로27길","진황"
"2255","진황도로47길","진황"
"2256","천중로39길","천중"
"2257","천중로51길","천중"
"2258","천호대로162길","천호"
"2259","천호대로170길","천호"
"2260","천호대로187길","천호"
"2261","천호대로197길","천호"
"2262","천호대로219길","천호"
"2263","백제고분로34길","백제"
"2264","백제고분로39길","백제"
"2265","백제고분로42길","백제"
"2266","당곡길","당곡"
"2267","대학14길","대학"
"2268","대학길","대학"
"2269","논현로27길","논현"
"2270","동광로12길","동광"
"2271","동광로1길","동광"
"2272","논현로26길","논현"
"2273","논현로28길","논현"
"2274","논현로63길","논현"
"2275","백제고분로45길","백제"
"2276","백제고분로46길","백제"
"2277","백제고분로50길","백제"
"2278","미성5길","미성"
"2279","법원단지9길","법원"
"2280","법원단지길","법원"
"2281","동광로39길","동광"
"2282","동산로10길","동산"
"2283","동산로19길","동산"
"2284","논현로8길","논현"
"2285","도곡로37길","도곡"
"2286","도산대로15길","도산"
"2287","삼전로13길","삼전"
"2288","송이로23길","송이"
"2289","송이로32길","송이"
"2290","복은길","복은"
"2291","봉천로13길","봉천"
"2292","봉천로33길","봉천"
"2293","방배천로4안길","방배"
"2294","마방로2길","마방"
"2295","바우뫼로39길","바우"
"2296","도산대로23길","도산"
"2297","도산대로30길","도산"
"2298","도산대로38길","도산"
"2299","송이로36길","송이"
"2300","송파대로30길","송파"
"2301","양재대로62길","양재"
"2302","서림7길","서림"
"2303","승방길","승방"
"2304","신림동길","신림"
"2305","반포대로9길","반포"
"2306","방배로18길","방배"
"2307","방배로35길","방배"
"2308","도산대로50길","도산"
"2309","도산대로81길","도산"
"2310","도산대로89길","도산"
"2311","신대방길","신대"
"2312","양녕로26길","양녕"
"2313","여의대방로22길","여의"
"2314","신림로11길","신림"
"2315","신림로28길","신림"
"2316","신림로38길","신림"
"2317","방배로42길","방배"
"2318","사임당로17길","사임"
"2319","사평대로22길","사평"
"2320","봉은사로109길","봉은"
"2321","봉은사로29길","봉은"
"2322","봉은사로43길","봉은"
"2323","여의대방로22나길","여의"
"2324","여의대방로22카길","여의"
"2325","여의대방로24길","여의"
"2326","신림로48길","신림"
"2327","신림로64길","신림"
"2328","신림로65길","신림"
"2329","사평대로26길","사평"
"2330","사평대로57길","사평"
"2331","서초대로15길","서초"
"2332","봉은사로57길","봉은"
"2333","봉은사로68길","봉은"
"2334","삼성로115길","삼성"
"2335","여의대방로46길","여의"
"2336","장승배기로10길","장승"
"2337","장승배기로19길","장승"
"2338","신사로20길","신사"
"2339","신원로3길","신원"
"2340","양녕로6길","양녕"
"2341","서초대로23길","서초"
"2342","서초대로25길","서초"
"2343","서초대로4길","서초"
"2344","삼성로147길","삼성"
"2345","삼성로57길","삼성"
"2346","삼성로63길","삼성"
"2347","장승배기로27길","장승"
"2348","흑석로13길","흑석"
"2349","흑석로9길","흑석"
"2350","은천로25길","은천"
"2351","인헌길","인헌"
"2352","장군봉1길","장군"
"2353","서초대로64길","서초"
"2354","서초대로8길","서초"
"2355","신반포로45길","신반"
"2356","삼성로64길","삼성"
"2357","삼성로69길","삼성"
"2358","삼성로75길","삼성"
"2359","관악로10길","관악"
"2360","관악로14길","관악"
"2361","관악로28길","관악"
"2362","장군봉2길","장군"
"2363","조원로10길","조원"
"2364","조원로18길","조원"
"2365","언남길","언남"
"2366","주흥15길","주흥"
"2367","주흥길","주흥"
"2368","선릉로121길","선릉"
"2369","선릉로132길","선릉"
"2370","선릉로133길","선릉"
"2371","관악로30길","관악"
"2372","관천로15길","관천"
"2373","관천로22길","관천"
"2374","조원중앙로2길","조원"
"2375","중앙길","중앙"
"2376","청룡8길","청룡"
"2377","청두곶길","청두"
"2378","효령로23길","효령"
"2379","효령로31길","효령"
"2380","선릉로146길","선릉"
"2381","선릉로18길","선릉"
"2382","압구정로2길","압구"
"2383","구암길","구암"
"2384","국회단지길","국회"
"2385","낙성대역길","낙성"
"2386","청룡길","청룡"
"2387","청림3길","청림"
"2388","행운1길","행운"
"2389","효령로34길","효령"
"2390","효령로72길","효령"
"2391","방배중앙로21길","방배"
"2392","언주로81길","언주"
"2393","영동대로112길","영동"
"2394","영동대로65길","영동"
"2395","난곡로24길","난곡"
"2396","난곡로26길","난곡"
"2397","난곡로34길","난곡"
"2398","행운길","행운"
"2399","호암로20길","호암"
"2400","호암로24길","호암"
"2401","서초중앙로8길","서초"
"2402","강남대로118길","강남"
"2403","강남대로136길","강남"
"2404","일원로3길","일원"
"2405","일원로9길","일원"
"2406","테헤란로81길","테헤"
"2407","난곡로74길","난곡"
"2408","난우길","난우"
"2409","난향길","난향"
"2410","양산길","양산"
"2411","양지길","양지"
"2412","원신길","원신"
"2413","강남대로140길","강남"
"2414","개포로17길","개포"
"2415","개포로20길","개포"
"2416","학동로38길","학동"
"2417","학동로56길","학동"
"2418","학동로6길","학동"
"2419","남부순환로142길","남부"
"2420","남부순환로151길","남부"
"2421","남부순환로161길","남부"
"2422","소담길","소담"
"2423","강남대로23길","강남"
"2424","강남대로34길","강남"
"2425","개포로28길","개포"
"2426","개포로82길","개포"
"2427","남부순환로365길","남부"
"2428","학동로77길","학동"
"2429","거마로20길","거마"
"2430","동남로20길","동남"
"2431","남부순환로172길","남부"
"2432","남부순환로234길","남부"
"2433","남부순환로248길","남부"
"2434","강남대로8길","강남"
"2435","고무래로8길","고무"
"2436","남부순환로317길","남부"
"2437","논현로106길","논현"
"2438","논현로10길","논현"
"2439","논현로115길","논현"
"2440","마천로51길","마천"
"2441","백제고분로21길","백제"
"2442","백제고분로22길","백제"
"2443","남현2길","남현"
"2444","남현3길","남현"
"2445","남현길","남현"
"2446","남부순환로325길","남부"
"2447","남부순환로339길","남부"
"2448","논현로1길","논현"
"2449","논현로123길","논현"
"2450","논현로139길","논현"
"2451","논현로159길","논현"
"2452","백제고분로31길","백제"
"2453","백제고분로32길","백제"
"2454","백제고분로33길","백제"
"2455","사당로8길","사당"
"2456","상도로15길","상도"
"2457","상도로37길","상도"
"2458","개봉로1길","개봉"
"2459","개봉로20길","개봉"
"2460","개봉로23가길","개봉"
"2461","독산로108길","독산"
"2462","독산로40길","독산"
"2463","독산로50길","독산"
"2464","디지털로57길","디지"
"2465","디지털로74길","디지"
"2466","선유로55길","선유"
"2467","상도로47길","상도"
"2468","상도로61길","상도"
"2469","상도로62길","상도"
"2470","개봉로2길","개봉"
"2471","개봉로3길","개봉"
"2472","경인로15길","경인"
"2473","독산로64길","독산"
"2474","독산로70길","독산"
"2475","독산로78다길","독산"
"2476","선유서로24길","선유"
"2477","선유서로25길","선유"
"2478","선유서로28길","선유"
"2479","서달로10길","서달"
"2480","서달로14길","서달"
"2481","서달로15길","서달"
"2482","경인로31길","경인"
"2483","경인로35길","경인"
"2484","경인로47길","경인"
"2485","독산로85길","독산"
"2486","문성로5길","문성"
"2487","범안로11길","범안"
"2488","신길로17길","신길"
"2489","신길로39길","신길"
"2490","신길로42가길","신길"
"2491","서달로8가길","서달"
"2492","성대로1길","성대"
"2493","성대로29길","성대"
"2494","고척로21나길","고척"
"2495","고척로27길","고척"
"2496","고척로27다길","고척"
"2497","범안로17길","범안"
"2498","벚꽃로56길","벚꽃"
"2499","시흥대로120길","시흥"
"2500","신길로42길","신길"
"2501","신길로60길","신길"
"2502","양평로19길","양평"
"2503","공항대로55길","공항"
"2504","공항대로59길","공항"
"2505","공항대로59다길","공항"
"2506","고척로52길","고척"
"2507","공원로6가길","공원"
"2508","구로동로15길","구로"
"2509","시흥대로138길","시흥"
"2510","시흥대로141길","시흥"
"2511","시흥대로150길","시흥"
"2512","양평로22라길","양평"
"2513","양평로28길","양평"
"2514","여의대방로35길","여의"
"2515","공항대로61길","공항"
"2516","공항대로8길","공항"
"2517","국회대로7길","국회"
"2518","구로동로28길","구로"
"2519","구로동로38길","구로"
"2520","구로동로41길","구로"
"2521","시흥대로153길","시흥"
"2522","시흥대로22길","시흥"
"2523","시흥대로36길","시흥"
"2524","여의대방로39길","여의"
"2525","여의대방로43나길","여의"
"2526","여의대방로61길","여의"
"2527","까치산로4길","까치"
"2528","남부순환로11길","남부"
"2529","등촌로13길","등촌"
"2530","구로동로42길","구로"
"2531","구로동로7길","구로"
"2532","구로동로8길","구로"
"2533","시흥대로62가길","시흥"
"2534","시흥대로63길","시흥"
"2535","시흥대로68길","시흥"
"2536","영등포로25길","영등"
"2537","영등포로27길","영등"
