"","trdar_cd_nm","lon","lat"
"9905","신내로7가길",127.0942105,37.6025976
"9921","신대방길",126.9102741,37.4887455
"9937","신도림로13길",126.8799866,37.5101387
"9953","신림동길",126.9253536,37.4868459
"9969","신림로11길",126.939027,37.4670073
"9985","신림로28길",126.9357299,37.4727129
"10001","신림로38길",126.9380228,37.4767971
"10017","신림로48길",126.9341738,37.4792699
"10033","신림로64길",126.9322364,37.4852331
"10049","신림로65길",126.928245,37.4853079
"10065","신목로2길",126.8761665,37.5206554
"10081","신목로5길",126.8730296,37.5176196
"10097","신목로6길",126.874835,37.5204712
"10113","신반포로45길",127.0178926,37.5117775
"10129","신사로20길",126.9175986,37.4879067
"10145","신원로3길",126.9264142,37.4820479
"10161","신월로15길",126.8415168,37.5197054
"10177","신월로20길",126.8457258,37.5186508
"10193","신촌로12길",126.9328849,37.5550404
"10209","신촌로28가길",126.9511351,37.5564935
"10225","신촌로30길",126.9294307,37.5574667
"10241","신촌로37길",126.9587522,37.5581447
"10257","신흥로20길",126.9843197,37.5468614
"10273","아리랑로4길",127.0182492,37.5954656
"10289","아차산로11길",127.0598925,37.5456625
"10305","아차산로15길",127.0630048,37.5452966
"10321","아차산로40길",127.0780099,37.5358632
"10337","아차산로51길",127.0850152,37.5394953
"10353","아차산로55길",127.0866272,37.5397202
"10369","아차산로5길",127.0532253,37.5475038
"10385","아차산로65길",127.0929705,37.5416863
"10401","아차산로78길",127.1094608,37.5496516
"10417","안암로5길",127.023296,37.5812396
"10433","암사길",127.1347728,37.5515268
"10449","압구정로2길",127.0199948,37.5200389
"10465","약령시로17길",127.0426382,37.5852293
"10481","양녕로26길",126.9436179,37.4962624
"10497","양녕로6길",126.9505353,37.4839181
"10513","양산길",126.9103043,36.0069854
"10529","양재대로101길",127.1354448,37.5325841
"10545","양재대로116길",127.1425623,37.5382213
"10561","양재대로124길",127.1457241,37.542279
"10577","양재대로133길",127.140956,37.548083
"10593","양재대로62길",127.1194343,37.4972447
"10609","양재대로64길",127.1234955,37.4996705
"10625","양재대로71길",127.1247895,37.511178
"10641","양재대로72길",127.130059,37.5086456
"10657","양재대로91길",127.1335211,37.5283633
"10673","양재대로95길",127.1345243,37.5305754
"10689","양재대로96길",127.1387767,37.5294129
"10705","양지길",128.4931479,37.6386569
"10721","양천로14길",126.8095916,37.5706654
"10737","양천로24가길",126.8140097,37.5716798
"10753","양천로24길",126.8150236,37.5703536
"10769","양천로26길",126.819582,37.5725018
"10785","양천로49길",126.8402943,37.5708471
"10801","양천로71길",126.8725258,37.5531206
"10817","양천로73가길",126.8745484,37.5503656
"10833","양평로19길",126.8942184,37.53585
"10849","양평로22라길",126.8943329,37.5394154
"10865","양평로28길",126.9033238,37.5334055
"10881","양화로11길",126.91491,37.5520737
"10897","양화로1길",126.9095359,37.5510293
"10913","양화진길",126.9123077,37.5472123
"10929","언남길",127.0425368,37.4727204
"10945","언주로81길",127.041232,37.4997267
"10961","여의대방로22길",126.9244029,37.4977803
"10977","여의대방로22나길",126.9222111,37.4959515
"10993","여의대방로22카길",126.9258526,37.4965658
"11009","여의대방로24길",126.9245786,37.4986358
"11025","여의대방로35길",126.9183793,37.5015391
"11041","여의대방로39길",126.9191151,37.5030765
"11057","여의대방로43나길",126.9208094,37.5069023
"11073","여의대방로46길",126.9261067,37.5107973
"11089","여의대방로61길",126.9232333,37.5150888
"11105","역말로9길",126.9219924,37.6132182
"11121","연서로11길",126.9135083,37.6084421
"11137","연서로13길",126.9131031,37.6096633
"11153","연서로16길",126.9183338,37.6092322
"11169","연서로17길",126.9146012,37.6136331
"11185","연서로21길",126.9157423,37.6152234
"11201","연서로27길",126.917352,37.6180865
"11217","연서로28길",126.921456,37.6174348
"11233","연서로29길",126.9181893,37.6194614
"11249","연서로33길",126.9242014,37.6219056
"11265","연서로34길",126.9287758,37.621558
"11281","연서로3길",126.9126299,37.6024986
"11297","연서로41길",126.9261025,37.6265211
"11313","연서로5길",126.9124613,37.6038091
"11329","연희로10길",126.932779,37.5651751
"11345","영동대로112길",127.0626462,37.515319
"11361","영동대로65길",127.0633623,37.5016741
"11377","영등포로25길",126.8976133,37.5224419
"11393","영등포로27길",126.8991238,37.522302
"11409","영등포로35길",126.9041803,37.5216207
"11425","영등포로62길",126.9150029,37.5158026
"11441","영등포로80길",126.9200009,37.5113127
"11457","영등포로84길",126.9219127,37.5108686
"11473","영신로9길",126.9069956,37.5119467
"11489","오금로11길",127.1111991,37.515419
"11505","오금로36길",127.1232621,37.5008125
"11521","오금로46길",127.1336981,37.4944392
"11537","오류로8길",126.8452594,37.4929369
"11553","오목로23길",126.8503105,37.5265189
"11569","오목로30길",126.8541609,37.523087
"11585","오목로3길",126.8388323,37.5228295
"11601","오목로5길",126.8402518,37.5241155
"11617","오패산로19길",127.0346286,37.609482
"11633","오패산로30길",127.0350209,37.6146092
"11649","오패산로3길",127.0346516,37.6069192
"11665","오패산로4길",127.040091,37.6040349
"11681","오패산로52길",127.0316406,37.6259244
"11697","오패산로67길",127.0265312,37.635805
"11713","옥인길",126.9662052,37.5812744
"11729","올림픽로48길",127.1213668,37.5292454
"11745","올림픽로71길",127.1220685,37.5407341
"11761","올림픽로77길",127.1232147,37.5432728
"11777","올림픽로78길",127.1262078,37.5425904
"11793","올림픽로80길",127.1273736,37.5426719
"11809","올림픽로98길",127.1292451,37.5505528
"11825","와우산로29가길",126.9266367,37.5540112
"11841","와우산로29길",126.9282194,37.5554309
"11857","와우산로3길",126.921513,37.545837
"11873","왕산로32길",127.0410056,37.5769233
"11889","왕산로33길",127.0416586,37.5810391
"11905","왕산로43길",127.0477201,37.5845913
"11921","왕십리로14길",127.0461635,37.5486629
"11937","왕십리로21길",127.0309134,37.5598586
"11953","왕십리로26길",127.0329317,37.5643747
"11969","왕십리로31길",127.027756,37.5633966
"11985","왕십리로6길",127.046906,37.545465
"12001","용답29길",127.0530755,37.5651362
"12017","용답중앙길",127.0517346,37.5653197
"12033","용마산로100길",127.100697,37.590794
"12049","용마산로112길",127.1031192,37.5986122
"12065","용마산로118길",127.105908,37.6011222
"12081","용마산로21길",127.0879343,37.5555655
"12097","용마산로3길",127.0853211,37.5564618
"12113","용마산로94길",127.099017,37.5886208
"12129","우마길",126.8882575,37.4814612
"12145","우사단로10길",127.000631,37.5315717
"12161","우사단로14길",126.997323,37.534102
"12177","우사단로4길",126.9991016,37.5312638
"12193","우이천로32길",127.0250966,37.6494197
"12209","우이천로4다길",127.040217,37.6356609
"12225","우장산로6길",126.8395024,37.5531696
"12241","원신길",126.931406,37.465839
"12257","원효로19길",126.9540073,37.5333071
"12273","원효로41길",126.959382,37.5353044
"12289","원효로53길",126.9619955,37.5372549
"12305","원효로89길",126.9682014,37.5408775
"12321","월드컵로10길",126.913442,37.5551324
"12337","월드컵로11길",126.9082176,37.5539279
"12353","월드컵로16길",126.9116049,37.5573527
"12369","월드컵로19길",126.9073104,37.5549895
"12385","월드컵로25길",126.9041813,37.557815
"12401","월드컵로36길",126.9045677,37.5676047
"12417","월드컵로7길",126.9087321,37.5523497
"12433","월드컵로8길",126.9145734,37.5533069
"12449","월정로20길",126.8414148,37.5296287
"12465","율곡로10길",126.9915784,37.5748384
"12481","율곡로16길",127.0036386,37.5750303
"12497","은천로25길",126.9489276,37.4877445
"12513","은평로10길",126.9242528,37.5989298
"12529","은평로13길",126.9149246,37.5889318
"12545","은평로20길",126.9332329,37.5997949
"12561","은평로3길",126.9148639,37.6003675
"12577","은평로8길",126.9196683,37.5982091
"12593","은행정로5길",126.8571034,37.5210108
"12609","은행정로7길",126.8560131,37.5220119
"12625","응암로12길",126.9184079,37.5876528
"12641","응암로13길",126.9149246,37.5889318
"12657","응암로14길",126.9197494,37.589883
"12673","응암로1길",126.9103991,37.5815793
"12689","응암로22길",126.9207154,37.5934238
"12705","응암로34길",126.9230214,37.5977468
"12721","이문로42길",127.0649079,37.6007119
"12737","이촌로22길",126.9561089,37.5251695
"12753","이태원로27길",126.9938734,37.5358037
"12769","이태원로54길",127.0013586,37.53629
"12785","이화장길",127.004551,37.5782063
"12801","인수봉로56길",127.013997,37.636326
"12817","인수봉로72길",127.0125506,37.6429593
"12833","인수봉로79길",127.0076479,37.6429521
"12849","인촌로17가길",127.0241197,37.5878983
"12865","인촌로1길",127.0185183,37.5877468
"12881","인촌로24길",127.0294978,37.5844791
"12897","인촌로5길",127.019438,37.5875264
"12913","인촌로6길",127.0210736,37.5841165
"12929","인헌길",126.967686,37.4721794
"12945","일원로3길",127.0846991,37.4926942
"12961","일원로9길",127.0853795,37.4904088
"12977","자양로11길",127.0823753,37.5338741
"12993","자양로15길",127.0802384,37.5349614
"13009","자양로26길",127.087492,37.540806
"13025","자양로45길",127.09063,37.5537689
"13041","자양로50길",127.0944939,37.5523239
"13057","자양로53길",127.0919297,37.5551143
"13073","자양번영로3길",127.0737261,37.5322094
"13089","자하문로7길",126.9699973,37.5792054
"13105","장군봉1길",126.9414621,37.4817397
"13121","장군봉2길",126.9390055,37.4825275
"13137","장문로45길",127.0013464,37.5289569
"13153","장승배기로10길",126.9419166,37.5035977
"13169","장승배기로19길",126.9379722,37.5082951
"13185","장승배기로27길",126.938924,37.5108025
"13201","장월로1길",127.0441696,37.6053886
"13217","장위로50길",127.0570924,37.6147537
"13233","장충단로8길",127.0087292,37.5622737
"13249","장터길",127.0189969,37.5482647
"13265","장한로14길",127.0710929,37.565524
"13281","장한로25길",127.0697823,37.5718916
"13297","장한로26가길",127.0701904,37.5683924
"13313","장한로26길",127.0736459,37.5715373
"13329","장한로27가길",127.0710694,37.5746492
"13345","장한로27길",127.0698574,37.5730939
"13361","장한로5길",127.0638107,37.5651616
"13377","장한로8길",127.0698078,37.5632898
"13393","전농로29길",127.0563604,37.5676076
"13409","전농로3길",127.0563532,37.5692225
"13425","전농로4길",127.0589609,37.5667457
"13441","정릉로26길",127.0112742,37.6037875
"13457","정릉로27길",127.0133301,37.6077754
"13473","정릉로8길",126.9997462,37.6084669
"13489","제기로21길",127.0353432,37.5866406
"13505","제기로5길",127.0335668,37.5865369
"13521","조원로10길",126.9049616,37.4818752
"13537","조원로18길",126.912624,37.4834191
"13553","조원중앙로2길",126.9078033,37.4812579
"13569","종로24길",126.9942111,37.5696847
"13585","종로58가길",127.0172378,37.5727236
"13601","종로65길",127.0199606,37.575677
"13617","종암로16길",127.0376363,37.5975149
"13633","종암로19길",127.0307518,37.5981424
"13649","종암로21길",127.0317508,37.6017072
"13665","종암로24가길",127.036672,37.6004726
"13681","종암로5길",127.0342477,37.5935172
"13697","주흥15길",127.0179203,37.5087824
"13713","주흥길",127.0195757,37.5069166
"13729","중랑천로10길",127.0757101,37.5922053
"13745","중앙길",126.9511603,37.4851539
"13761","중앙로15길",126.8547438,37.5074571
"13777","중앙로1길",126.9024386,37.480287
"13793","중앙로25길",128.5450288,35.9451985
"13809","중앙로32길",126.8595449,37.5200903
"13825","중앙로36길",126.8571821,37.5195857
"13841","중앙로45길",126.8505263,37.5211119
"13857","중앙로47길",126.8500887,37.5186724
"13873","중앙로51길",128.4597064,35.7353395
"13889","중앙로55길",126.8455423,37.5261541
"13905","증가로10길",126.9250581,37.57933
"13921","증가로20가길",126.9198261,37.5815978
"13937","증가로23나길",126.9132171,37.5806817
"13953","증가로6길",126.9267646,37.5780798
"13969","증산로13길",126.9102603,37.5880153
"13985","증산로15길",126.908343,37.5900323
"14001","증산로17길",126.9096189,37.5910476
"14017","증산로21길",126.9127973,37.5961241
"14033","증산로5길",126.9056018,37.583846
"14049","증산로9길",126.9074105,37.58601
"14065","증산서길",126.9075036,37.5846243
"14081","지봉로20길",127.0186495,37.5829022
"14097","지봉로8길",127.0162363,37.5759871
"14113","지양로7길",126.831837,37.5206539
"14129","진황도로27길",127.1323509,37.5400846
"14145","진황도로47길",127.1404201,37.5369767
"14161","진흥로12길",126.9268975,37.6075571
"14177","진흥로1길",126.9185098,37.6033089
"14193","창경궁로35길",127.0024965,37.5877012
"14209","창경궁로43길",127.0035418,37.589624
"14225","창신2길",127.0099958,37.5728115
"14241","창신5길",127.0123357,37.5744687
"14257","창신길",127.0103231,37.5751475
"14273","천장산로7길",127.0556887,37.5985302
"14289","천중로39길",127.1395428,37.5431585
"14305","천중로51길",127.1448894,37.5435423
"14321","천호대로109길",127.0821282,37.559215
"14337","천호대로123길",127.0864195,37.557823
"14353","천호대로129길",127.0914432,37.5534865
"14369","천호대로12길",127.024587,37.5746441
"14385","천호대로162길",127.1283212,37.534778
"14401","천호대로170길",127.1320973,37.5324835
"14417","천호대로17길",127.0322796,37.575782
"14433","천호대로187길",127.1426544,37.5367161
"14449","천호대로197길",127.1471928,37.538288
"14465","천호대로219길",127.1707514,37.5484767
"14481","천호대로45길",127.0437626,37.5754908
"14497","천호대로77길",127.0630928,37.5652849
"14513","천호대로97길",127.0712923,37.56302
"14529","천호옛14길",127.1270493,37.5363024
"14545","천호옛길",127.1240365,37.5342545
"14561","청계천로10나길",127.0357912,37.569931
"14577","청구로17길",127.0114813,37.5595243
"14593","청구로1길",127.0163419,37.5576377
"14609","청두곶길",126.985628,37.4804987
"14625","청룡8길",126.9433002,37.4799633
"14641","청룡길",127.2869556,36.9127223
"14657","청림3길",126.9588927,37.4901886
"14673","청파로47길",126.9674,37.544911
"14689","청파로47나길",126.9679413,37.5475006
"14705","청파로71길",126.9668779,37.5494076
"14721","청파로73길",126.9678724,37.5507331
"14737","초록마을로3길",126.8473123,37.5460177
"14753","초록마을로8길",126.848207,37.5401902
"14769","초원로16길",126.8070374,37.5676174
"14785","충정로4길",126.9641918,37.5608417
"14801","충정로6길",126.9670095,37.5626702
"14817","테헤란로81길",127.0562938,37.5095673
"14833","토정로37길",126.9459021,37.5418539
"14849","통일로11길",126.9623247,37.5692354
"14865","통일로12길",126.9612332,37.5745611
"14881","통일로37길",126.9440977,37.587035
"14897","통일로39길",126.9417092,37.5877256
"14913","통일로69길",126.9261456,37.6111154
"14929","통일로78길",126.9243878,37.6185485
"14945","통일로87길",126.9179892,37.6232305
"14961","통일로92길",126.9223725,37.625885
"14977","퇴계로12길",126.9815898,37.55724
"14993","퇴계로18길",126.9847835,37.5588865
"15009","퇴계로46길",126.9782047,37.5575727
"15025","퇴계로56길",127.0056361,37.5623827
"15041","퇴계로8길",126.9801569,37.5572997
"15057","퇴계로90길",127.022044,37.5633744
"15073","평창길",126.9704556,37.6105415
"15089","풍성로25길",127.1207661,37.5355379
"15105","풍성로37가길",127.1279293,37.5330591
"15121","필운대로1길",126.9679917,37.5778275
"15137","학동로38길",127.0344617,37.5131699
"15153","학동로56길",127.0430683,37.5147383
"15169","학동로6길",127.0252319,37.5100616
"15185","학동로77길",127.0483119,37.520583
"15201","한강대로104길",126.9755461,37.5502057
"15217","한강대로15길",126.9631201,37.5259317
"15233","한강대로43길",126.9694184,37.5316536
"15249","한강대로52길",126.9725545,37.5319872
"15265","한강대로62길",126.9737422,37.5325878
"15281","한강대로7길",126.961813,37.5247663
"15297","한강대로88길",126.9730098,37.5445253
"15313","한글비석로22길",127.074078,37.660971
"15329","한글비석로24길",127.0726236,37.6626414
"15345","한글비석로44길",127.0704121,37.6644142
"15361","한남대로20길",127.0093765,37.5352372
"15377","한림말3길",127.0157064,37.5429739
"15393","한림말길",127.0148708,37.5409153
"15409","한천로101가길",127.0493431,37.6203483
"15425","한천로109길",127.0415812,37.6275777
"15441","한천로124나길",127.0305989,37.6386149
"15457","한천로130길",127.0318719,37.6397691
"15473","한천로132길",127.0301882,37.6410487
"15489","한천로139가길",127.0238049,37.6412297
"15505","한천로140길",127.0275736,37.641548
"15521","한천로14길",127.0643159,37.5670783
"15537","한천로33길",127.0671612,37.5770896
"15553","한천로40길",127.0688867,37.5777809
"15569","한천로46길",127.0720707,37.5814669
"15585","한천로76길",127.0643946,37.6110972
"15601","해등로16길",127.0426478,37.6553013
"15617","행운1길",126.9570292,37.481864
"15633","행운길",126.959909,37.4808279
"15649","호암로20길",126.9348701,37.466935
"15665","호암로24길",126.935391,37.469539
"15681","홍연길",NA,NA
"15697","홍제내길",126.9368699,37.5867942
"15713","화곡로13길",126.8339001,37.544158
"15729","화곡로20길",126.8368861,37.5389674
"15745","화곡로31길",126.8409483,37.5442091
"15761","화곡로3길",126.8273178,37.5411195
"15777","화곡로44나길",126.8496492,37.5487033
"15793","화곡로4길",126.8457053,37.5397
"15809","화곡로59길",126.8490312,37.5540363
"15825","화곡로64길",126.8563253,37.5562504
"15841","화랑로13길",127.0416071,37.6059975
"15857","화랑로14길",127.0438079,37.60192
"15873","화랑로19길",128.6371174,35.8738096
"15889","화랑로1길",127.0332465,37.6046953
"15905","화랑로32길",127.0580072,37.6067526
"15921","화랑로40길",127.0627789,37.6130719
"15937","회나무로13길",126.9901812,37.5408156
"15953","효령로23길",126.9932564,37.4823334
"15969","효령로31길",126.9953655,37.4834504
"15985","효령로34길",127.000064,37.4800586
"16001","효령로72길",127.0268239,37.4865408
"16017","효창원로39길",126.9535992,37.5354593
"16033","효창원로93길",126.9626153,37.548179
"16049","후암로28길",126.9802837,37.5491519
"16065","휘경로14길",127.0632929,37.5934519
"16081","휘경로23길",127.0657018,37.5956229
"16097","휘경로2길",127.0605123,37.5949699
"16113","휘경로3길",127.0635893,37.5976562
"16129","흑석로13길",126.9591957,37.5101277
"16145","흑석로9길",126.9580656,37.5083274
