"","trdar_cd_nm","한글id"
"2818","남부순환로172길","남부"
"2819","남부순환로234길","남부"
"2820","남부순환로248길","남부"
"2821","남현2길","남현"
"2822","남현3길","남현"
"2823","남현길","남현"
"2824","당곡길","당곡"
"2825","대학14길","대학"
"2826","대학길","대학"
"2827","미성5길","미성"
"2828","법원단지9길","법원"
"2829","법원단지길","법원"
"2830","복은길","복은"
"2831","봉천로13길","봉천"
"2832","봉천로33길","봉천"
"2833","서림7길","서림"
"2834","승방길","승방"
"2835","신림동길","신림"
"2836","신림로11길","신림"
"2837","신림로28길","신림"
"2838","신림로38길","신림"
"2839","신림로48길","신림"
"2840","신림로64길","신림"
"2841","신림로65길","신림"
"2842","신사로20길","신사"
"2843","신원로3길","신원"
"2844","양녕로6길","양녕"
"2845","은천로25길","은천"
"2846","인헌길","인헌"
"2847","장군봉1길","장군"
"2848","장군봉2길","장군"
"2849","조원로10길","조원"
"2850","조원로18길","조원"
"2851","조원중앙로2길","조원"
"2852","중앙길","중앙"
"2853","청룡8길","청룡"
"2854","청룡길","청룡"
"2855","청림3길","청림"
"2856","행운1길","행운"
"2857","행운길","행운"
"2858","호암로20길","호암"
"2859","호암로24길","호암"
"2860","양산길","양산"
"2861","양지길","양지"
"2862","원신길","원신"
"2863","소담길","소담"
"2864","강남대로23길","강남"
"2865","강남대로34길","강남"
"2866","강남대로8길","강남"
"2867","고무래로8길","고무"
"2868","남부순환로317길","남부"
"2869","남부순환로325길","남부"
"2870","남부순환로339길","남부"
"2871","논현로1길","논현"
"2872","논현로27길","논현"
"2873","동광로12길","동광"
"2874","동광로1길","동광"
"2875","동광로39길","동광"
"2876","동산로10길","동산"
"2877","동산로19길","동산"
"2878","방배천로4안길","방배"
"2879","마방로2길","마방"
"2880","바우뫼로39길","바우"
"2881","반포대로9길","반포"
"2882","방배로18길","방배"
"2883","방배로35길","방배"
"2884","방배로42길","방배"
"2885","사임당로17길","사임"
"2886","사평대로22길","사평"
"2887","사평대로26길","사평"
"2888","사평대로57길","사평"
"2889","서초대로15길","서초"
"2890","서초대로23길","서초"
"2891","서초대로25길","서초"
"2892","서초대로4길","서초"
"2893","서초대로64길","서초"
"2894","서초대로8길","서초"
"2895","신반포로45길","신반"
"2896","언남길","언남"
"2897","주흥15길","주흥"
"2898","주흥길","주흥"
"2899","청두곶길","청두"
"2900","효령로23길","효령"
"2901","효령로31길","효령"
"2902","효령로34길","효령"
"2903","효령로72길","효령"
"2904","방배중앙로21길","방배"
"2905","서초중앙로8길","서초"
"2906","강남대로118길","강남"
"2907","강남대로136길","강남"
"2908","강남대로140길","강남"
"2909","개포로17길","개포"
"2910","개포로20길","개포"
"2911","개포로28길","개포"
"2912","개포로82길","개포"
"2913","남부순환로365길","남부"
"2914","논현로106길","논현"
"2915","논현로10길","논현"
"2916","논현로115길","논현"
"2917","논현로123길","논현"
"2918","논현로139길","논현"
"2919","논현로159길","논현"
"2920","논현로26길","논현"
"2921","논현로28길","논현"
"2922","논현로63길","논현"
"2923","논현로8길","논현"
"2924","도곡로37길","도곡"
"2925","도산대로15길","도산"
"2926","도산대로23길","도산"
"2927","도산대로30길","도산"
"2928","도산대로38길","도산"
"2929","도산대로50길","도산"
"2930","도산대로81길","도산"
"2931","도산대로89길","도산"
"2932","봉은사로109길","봉은"
"2933","봉은사로29길","봉은"
"2934","봉은사로43길","봉은"
"2935","봉은사로57길","봉은"
"2936","봉은사로68길","봉은"
"2937","삼성로115길","삼성"
"2938","삼성로147길","삼성"
"2939","삼성로57길","삼성"
"2940","삼성로63길","삼성"
"2941","삼성로64길","삼성"
"2942","삼성로69길","삼성"
"2943","삼성로75길","삼성"
"2944","선릉로121길","선릉"
"2945","선릉로132길","선릉"
"2946","선릉로133길","선릉"
"2947","선릉로146길","선릉"
"2948","선릉로18길","선릉"
"2949","압구정로2길","압구"
"2950","언주로81길","언주"
"2951","영동대로112길","영동"
"2952","영동대로65길","영동"
"2953","일원로3길","일원"
"2954","일원로9길","일원"
"2955","테헤란로81길","테헤"
"2956","학동로38길","학동"
"2957","학동로56길","학동"
"2958","학동로6길","학동"
"2959","학동로77길","학동"
"2960","거마로20길","거마"
"2961","동남로20길","동남"
"2962","마천로51길","마천"
"2963","백제고분로21길","백제"
"2964","백제고분로22길","백제"
"2965","백제고분로31길","백제"
"2966","백제고분로32길","백제"
"2967","백제고분로33길","백제"
"2968","백제고분로34길","백제"
"2969","백제고분로39길","백제"
"2970","백제고분로42길","백제"
"2971","백제고분로45길","백제"
"2972","백제고분로46길","백제"
"2973","백제고분로50길","백제"
"2974","삼전로13길","삼전"
"2975","송이로23길","송이"
"2976","송이로32길","송이"
"2977","송이로36길","송이"
"2978","송파대로30길","송파"
"2979","양재대로62길","양재"
"2980","양재대로64길","양재"
"2981","양재대로71길","양재"
"2982","양재대로72길","양재"
"2983","오금로11길","오금"
"2984","오금로36길","오금"
"2985","오금로46길","오금"
"2986","풍성로25길","풍성"
"2987","강동대로53길","강동"
"2988","고덕로10길","고덕"
"2989","고덕로25길","고덕"
"2990","고덕로61길","고덕"
"2991","구천면로36길","구천"
"2992","구천면로41길","구천"
"2993","구천면로42길","구천"
"2994","동남로65길","동남"
"2995","동남로82길","동남"
"2996","동남로85길","동남"
"2997","명일로13길","명일"
"2998","상암로14길","상암"
"2999","상암로4길","상암"
"3000","상암로51길","상암"
"3001","상암로5길","상암"
"3002","상일로5길","상일"
"3003","성내로5길","성내"
"3004","성안로3길","성안"
"3005","암사길","암사"
"3006","양재대로101길","양재"
"3007","양재대로116길","양재"
"3008","양재대로124길","양재"
"3009","양재대로133길","양재"
"3010","양재대로91길","양재"
"3011","양재대로95길","양재"
"3012","양재대로96길","양재"
"3013","올림픽로48길","올림"
"3014","올림픽로71길","올림"
"3015","올림픽로77길","올림"
"3016","올림픽로78길","올림"
"3017","올림픽로80길","올림"
"3018","올림픽로98길","올림"
"3019","진황도로27길","진황"
"3020","진황도로47길","진황"
"3021","천중로39길","천중"
"3022","천중로51길","천중"
"3023","천호대로162길","천호"
"3024","천호대로170길","천호"
"3025","천호대로187길","천호"
"3026","천호대로197길","천호"
"3027","천호대로219길","천호"
"3028","천호옛14길","천호"
"3029","천호옛길","천호"
"3030","풍성로37가길","풍성"
"3031","계동길","계동"
"3032","난계로27길","난계"
"3033","돈화문로11가길","돈화"
"3034","명륜길","명륜"
"3035","백석동길","백석"
"3036","북촌로11길","북촌"
"3037","북촌로5길","북촌"
"3038","북촌로5나길","북촌"
"3039","삼청로5길","삼청"
"3040","성균관로5길","성균"
"3041","숭인동길","숭인"
"3042","옥인길","옥인"
"3043","율곡로10길","율곡"
"3044","율곡로16길","율곡"
"3045","이화장길","이화"
"3046","자하문로7길","자하"
"3047","종로24길","종로"
"3048","종로58가길","종로"
"3049","종로65길","종로"
"3050","지봉로8길","지봉"
"3051","창경궁로35길","창경"
"3052","창신2길","창신"
"3053","창신5길","창신"
"3054","창신길","창신"
"3055","통일로12길","통일"
"3056","평창길","평창"
"3057","필운대로1길","필운"
"3058","난계로11길","난계"
"3059","난계로21길","난계"
"3060","다산로33길","다산"
"3061","다산로36길","다산"
"3062","다산로38길","다산"
"3063","다산로39길","다산"
"3064","동호로10길","동호"
"3065","동호로11길","동호"
"3066","동호로15길","동호"
"3067","동호로20길","동호"
"3068","동호로8길","동호"
"3069","명동길","명동"
"3070","삼일대로4길","삼일"
"3071","장충단로8길","장충"
"3072","청구로17길","청구"
"3073","청구로1길","청구"
"3074","퇴계로12길","퇴계"
"3075","퇴계로18길","퇴계"
"3076","퇴계로46길","퇴계"
"3077","퇴계로56길","퇴계"
"3078","퇴계로8길","퇴계"
"3079","퇴계로90길","퇴계"
"3080","녹사평대로11길","녹사"
"3081","녹사평대로26길","녹사"
"3082","녹사평대로32길","녹사"
"3083","녹사평대로40나길","녹사"
"3084","녹사평대로46길","녹사"
"3085","대사관로34길","대사"
"3086","두텁바위로1길","두텁"
"3087","백범로79길","백범"
"3088","백범로90길","백범"
"3089","서빙고로71길","서빙"
"3090","소월로20길","소월"
"3091","신흥로20길","신흥"
"3092","우사단로10길","우사"
"3093","우사단로14길","우사"
"3094","우사단로4길","우사"
"3095","원효로19길","원효"
"3096","원효로41길","원효"
"3097","원효로53길","원효"
"3098","원효로89길","원효"
"3099","이촌로22길","이촌"
"3100","이태원로27길","이태"
"3101","이태원로54길","이태"
"3102","장문로45길","장문"
"3103","청파로47길","청파"
"3104","청파로47나길","청파"
"3105","청파로71길","청파"
"3106","청파로73길","청파"
"3107","한강대로104길","한강"
"3108","한강대로15길","한강"
"3109","한강대로43길","한강"
"3110","한강대로52길","한강"
"3111","한강대로62길","한강"
"3112","한강대로7길","한강"
"3113","한강대로88길","한강"
"3114","한남대로20길","한남"
"3115","회나무로13길","회나"
"3116","효창원로39길","효창"
"3117","후암로28길","후암"
"3118","고산자로6길","고산"
"3119","금호산2길","금호"
"3120","금호산길","금호"
"3121","둘레9길","둘레"
"3122","뚝섬로5길","뚝섬"
"3123","마장로27길","마장"
"3124","마장로39길","마장"
"3125","마조로16길","마조"
"3126","마조로1길","마조"
"3127","매봉길","매봉"
"3128","무수막길","무수"
"3129","무학로6길","무학"
"3130","무학봉28길","무학"
"3131","무학봉길","무학"
"3132","사근동길","사근"
"3133","상원12길","상원"
"3134","상원길","상원"
"3135","서울숲2길","서울"
"3136","성덕정17길","성덕"
"3137","성덕정길","성덕"
"3138","성수이로18길","성수"
"3139","성수이로7길","성수"
"3140","성수일로6길","성수"
"3141","송정12라길","송정"
"3142","송정4가길","송정"
"3143","아차산로11길","아차"
"3144","아차산로15길","아차"
"3145","아차산로5길","아차"
"3146","왕십리로14길","왕십"
"3147","왕십리로21길","왕십"
"3148","왕십리로26길","왕십"
"3149","왕십리로31길","왕십"
"3150","왕십리로6길","왕십"
"3151","용답29길","용답"
"3152","용답중앙길","용답"
"3153","장터길","장터"
"3154","청계천로10나길","청계"
"3155","한림말3길","한림"
"3156","한림말길","한림"
"3157","광나루로12길","광나"
"3158","광나루로24길","광나"
"3159","광나루로36길","광나"
"3160","광나루로37길","광나"
"3161","광나루로40길","광나"
"3162","광나루로52길","광나"
"3163","긴고랑로20길","긴고"
"3164","긴고랑로7길","긴고"
"3165","긴고랑로8길","긴고"
"3166","긴고랑로9길","긴고"
"3167","능동로13길","능동"
"3168","능동로19길","능동"
"3169","능동로34길","능동"
"3170","능동로3길","능동"
"3171","능동로4길","능동"
"3172","동일로18길","동일"
"3173","동일로24길","동일"
"3174","뚝섬로23길","뚝섬"
"3175","뚝섬로24길","뚝섬"
"3176","뚝섬로48길","뚝섬"
"3177","뚝섬로54길","뚝섬"
"3178","뚝섬로58길","뚝섬"
"3179","뚝섬로64길","뚝섬"
"3180","면목로17길","면목"
"3181","아차산로40길","아차"
"3182","아차산로51길","아차"
"3183","아차산로55길","아차"
"3184","아차산로65길","아차"
"3185","아차산로78길","아차"
"3186","용마산로21길","용마"
"3187","용마산로3길","용마"
"3188","자양로11길","자양"
"3189","자양로15길","자양"
"3190","자양로26길","자양"
"3191","자양로45길","자양"
"3192","자양로50길","자양"
"3193","자양로53길","자양"
"3194","자양번영로3길","자양"
"3195","천호대로109길","천호"
"3196","천호대로123길","천호"
"3197","천호대로129길","천호"
"3198","경희대로3길","경희"
"3199","경희대로4길","경희"
"3200","난계로30길","난계"
"3201","답십리로23길","답십"
"3202","답십리로56길","답십"
"3203","답십리로60길","답십"
"3204","답십리로63길","답십"
"3205","답십리로64길","답십"
"3206","답십리로68길","답십"
"3207","답십리로69길","답십"
"3208","답십리로72길","답십"
"3209","망우로18가길","망우"
"3210","망우로18길","망우"
"3211","망우로21길","망우"
"3212","무학로16길","무학"
"3213","무학로45길","무학"
"3214","사가정로13길","사가"
"3215","사가정로23가길","사가"
"3216","사가정로2길","사가"
"3217","서울시립대로16길","서울"
"3218","서울시립대로29길","서울"
"3219","서울시립대로4길","서울"
"3220","약령시로17길","약령"
"3221","왕산로32길","왕산"
"3222","왕산로33길","왕산"
"3223","왕산로43길","왕산"
"3224","이문로42길","이문"
"3225","장한로14길","장한"
"3226","장한로25길","장한"
"3227","장한로26가길","장한"
"3228","장한로26길","장한"
"3229","장한로27가길","장한"
"3230","장한로27길","장한"
"3231","장한로5길","장한"
"3232","장한로8길","장한"
"3233","전농로29길","전농"
"3234","전농로3길","전농"
"3235","전농로4길","전농"
"3236","제기로21길","제기"
"3237","제기로5길","제기"
"3238","천장산로7길","천장"
"3239","천호대로12길","천호"
"3240","천호대로17길","천호"
"3241","천호대로45길","천호"
"3242","천호대로77길","천호"
"3243","천호대로97길","천호"
"3244","한천로14길","한천"
"3245","한천로33길","한천"
"3246","한천로40길","한천"
"3247","한천로46길","한천"
"3248","휘경로14길","휘경"
"3249","휘경로23길","휘경"
"3250","휘경로2길","휘경"
"3251","휘경로3길","휘경"
"3252","겸재로29길","겸재"
"3253","겸재로36길","겸재"
"3254","겸재로54길","겸재"
"3255","공릉로12가길","공릉"
"3256","공릉로2길","공릉"
"3257","답십리로75길","답십"
"3258","동일로100길","동일"
"3259","동일로101길","동일"
"3260","동일로112길","동일"
"3261","동일로123길","동일"
"3262","동일로130길","동일"
"3263","동일로139가길","동일"
"3264","동일로139길","동일"
"3265","동일로140길","동일"
"3266","동일로149길","동일"
"3267","동일로157길","동일"
"3268","동일로163길","동일"
"3269","망우로68길","망우"
"3270","망우로73길","망우"
"3271","면목로21길","면목"
"3272","면목로33길","면목"
"3273","면목로45길","면목"
"3274","면목로48길","면목"
"3275","면목로49길","면목"
"3276","면목로55길","면목"
"3277","면목로56길","면목"
"3278","면목로78길","면목"
"3279","봉우재로33길","봉우"
"3280","봉화산로30길","봉화"
"3281","봉화산로4길","봉화"
"3282","봉화산로56길","봉화"
"3283","사가정로42길","사가"
"3284","사가정로54길","사가"
"3285","신내로7가길","신내"
"3286","용마산로100길","용마"
"3287","용마산로112길","용마"
"3288","용마산로118길","용마"
"3289","용마산로94길","용마"
"3290","중랑천로10길","중랑"
"3291","길음로7길","길음"
"3292","돌곶이로14길","돌곶"
"3293","돌곶이로22길","돌곶"
"3294","돌곶이로27길","돌곶"
"3295","돌곶이로28길","돌곶"
"3296","돌곶이로41길","돌곶"
"3297","돌곶이로8길","돌곶"
"3298","동소문로13길","동소"
"3299","동소문로15길","동소"
"3300","동소문로26가길","동소"
"3301","동소문로2길","동소"
"3302","동소문로6길","동소"
"3303","보국문로16길","보국"
"3304","보문로13길","보문"
"3305","보문로26길","보문"
"3306","보문로31길","보문"
"3307","보문로32길","보문"
"3308","삼선교로10길","삼선"
"3309","삼선교로10다길","삼선"
"3310","삼선교로16가길","삼선"
"3311","삼양로8길","삼양"
"3312","성북로8길","성북"
"3313","솔샘로6길","솔샘"
"3314","아리랑로4길","아리"
"3315","안암로5길","안암"
"3316","오패산로19길","오패"
"3317","오패산로3길","오패"
"3318","오패산로4길","오패"
"3319","인촌로17가길","인촌"
"3320","인촌로1길","인촌"
"3321","개운사길","개운"
"3322","인촌로24길","인촌"
"3323","인촌로5길","인촌"
"3324","인촌로6길","인촌"
"3325","장월로1길","장월"
"3326","장위로50길","장위"
"3327","정릉로26길","정릉"
"3328","정릉로27길","정릉"
"3329","정릉로8길","정릉"
"3330","종암로16길","종암"
"3331","종암로19길","종암"
"3332","종암로21길","종암"
"3333","종암로24가길","종암"
"3334","종암로5길","종암"
"3335","지봉로20길","지봉"
"3336","창경궁로43길","창경"
"3337","한천로101가길","한천"
"3338","한천로76길","한천"
"3339","화랑로13길","화랑"
"3340","화랑로14길","화랑"
"3341","화랑로19길","화랑"
"3342","화랑로1길","화랑"
"3343","화랑로32길","화랑"
"3344","화랑로40길","화랑"
"3345","노해로17길","노해"
"3346","노해로23길","노해"
"3347","노해로33길","노해"
"3348","덕릉로40길","덕릉"
"3349","덕릉로41길","덕릉"
"3350","도봉로13길","도봉"
"3351","도봉로18길","도봉"
"3352","도봉로45길","도봉"
"3353","도봉로67길","도봉"
"3354","도봉로76길","도봉"
"3355","도봉로8길","도봉"
"3356","도봉로99길","도봉"
"3357","삼각산로28길","삼각"
"3358","삼양로20길","삼양"
"3359","삼양로24길","삼양"
"3360","삼양로27길","삼양"
"3361","삼양로41길","삼양"
"3362","삼양로54길","삼양"
"3363","삼양로77길","삼양"
"3364","삼양로93길","삼양"
"3365","솔매로41길","솔매"
"3366","솔매로45길","솔매"
"3367","솔매로50길","솔매"
"3368","솔샘로65길","솔샘"
"3369","수유로12길","수유"
"3370","오패산로30길","오패"
"3371","오패산로52길","오패"
"3372","오패산로67길","오패"
"3373","인수봉로56길","인수"
"3374","인수봉로72길","인수"
"3375","인수봉로79길","인수"
"3376","한천로109길","한천"
"3377","한천로124나길","한천"
"3378","한천로130길","한천"
"3379","한천로132길","한천"
"3380","한천로139가길","한천"
"3381","한천로140길","한천"
"3382","노해로60길","노해"
"3383","노해로63다길","노해"
"3384","덕릉로60길","덕릉"
"3385","도당로13가길","도당"
"3386","도당로13바길","도당"
"3387","도당로19길","도당"
"3388","도당로29길","도당"
"3389","도봉로109길","도봉"
"3390","도봉로114길","도봉"
"3391","도봉로143길","도봉"
"3392","도봉로147길","도봉"
"3393","도봉로152가길","도봉"
"3394","도봉로156길","도봉"
"3395","도봉로169나길","도봉"
"3396","도봉로181길","도봉"
"3397","도봉산4길","도봉"
"3398","도봉산길","도봉"
"3399","방학로10길","방학"
"3400","방학로15길","방학"
"3401","방학로5길","방학"
"3402","방학로6가길","방학"
"3403","삼양로144길","삼양"
"3404","시루봉로23길","시루"
"3405","우이천로32길","우이"
"3406","우이천로4다길","우이"
"3407","해등로16길","해등"
"3408","공릉로58길","공릉"
"3409","동일로173가길","동일"
"3410","동일로192길","동일"
"3411","동일로242길","동일"
"3412","상계로12길","상계"
"3413","상계로1길","상계"
"3414","상계로9가길","상계"
"3415","석계로1길","석계"
"3416","한글비석로22길","한글"
"3417","한글비석로24길","한글"
"3418","한글비석로44길","한글"
"3419","가좌로7길","가좌"
"3420","갈현로1길","갈현"
"3421","갈현로33길","갈현"
"3422","갈현로41길","갈현"
"3423","갈현로7길","갈현"
"3424","불광천길","불광"
"3425","서오릉로21길","서오"
"3426","서오릉로8길","서오"
"3427","수색로18길","수색"
"3428","역말로9길","역말"
"3429","연서로11길","연서"
"3430","연서로13길","연서"
"3431","연서로16길","연서"
"3432","연서로17길","연서"
"3433","연서로21길","연서"
"3434","연서로27길","연서"
"3435","연서로28길","연서"
"3436","연서로29길","연서"
"3437","연서로33길","연서"
"3438","연서로34길","연서"
"3439","연서로3길","연서"
"3440","연서로41길","연서"
"3441","연서로5길","연서"
"3442","은평로10길","은평"
"3443","은평로13길","은평"
"3444","은평로20길","은평"
"3445","은평로3길","은평"
"3446","은평로8길","은평"
"3447","응암로12길","응암"
"3448","응암로13길","응암"
"3449","응암로14길","응암"
"3450","응암로22길","응암"
"3451","응암로34길","응암"
"3452","증산로13길","증산"
"3453","증산로15길","증산"
"3454","증산로17길","증산"
"3455","증산로21길","증산"
"3456","증산로5길","증산"
"3457","증산로9길","증산"
"3458","증산서길","증산"
"3459","진흥로12길","진흥"
"3460","진흥로1길","진흥"
"3461","통일로69길","통일"
"3462","통일로78길","통일"
"3463","통일로87길","통일"
"3464","통일로92길","통일"
"3465","가재울로6길","가재"
"3466","독립문로8길","독립"
"3467","명지대길","명지"
"3468","모래내로15길","모래"
"3469","북아현로4길","북아"
"3470","세검정로1길","세검"
"3471","세무서2길","세무"
"3472","세무서길","세무"
"3473","수색로8길","수색"
"3474","신촌로37길","신촌"
"3475","연희로10길","연희"
"3476","응암로1길","응암"
"3477","증가로10길","증가"
"3478","증가로20가길","증가"
"3479","증가로23나길","증가"
"3480","증가로6길","증가"
"3481","충정로4길","충정"
"3482","충정로6길","충정"
"3483","통일로11길","통일"
"3484","통일로37길","통일"
"3485","통일로39길","통일"
"3486","홍연길","홍연"
"3487","홍제내길","홍제"
"3488","광성로6길","광성"
"3489","대흥로21길","대흥"
"3490","대흥로28길","대흥"
"3491","도화4길","도화"
"3492","도화길","도화"
"3493","독막로22길","독막"
"3494","독막로32길","독막"
"3495","독막로8길","독막"
"3496","동교로17길","동교"
"3497","동교로19길","동교"
"3498","동교로25길","동교"
"3499","동교로27길","동교"
"3500","동교로38길","동교"
"3501","마포대로12길","마포"
"3502","마포대로20길","마포"
"3503","마포대로4길","마포"
"3504","만리재옛길","만리"
"3505","망원로11길","망원"
"3506","망원로2길","망원"
"3507","매봉산로2길","매봉"
"3508","모래내로7길","모래"
"3509","방울내로9안길","방울"
"3510","백범로16길","백범"
"3511","성미산로11길","성미"
"3512","성미산로1길","성미"
"3513","성미산로32길","성미"
"3514","성산로4길","성산"
"3515","성지3길","성지"
"3516","숭문8길","숭문"
"3517","숭문길","숭문"
"3518","신촌로12길","신촌"
"3519","신촌로28가길","신촌"
"3520","신촌로30길","신촌"
"3521","양화로11길","양화"
"3522","양화로1길","양화"
"3523","양화진길","양화"
"3524","와우산로29가길","와우"
"3525","와우산로29길","와우"
"3526","와우산로3길","와우"
"3527","월드컵로10길","월드"
"3528","월드컵로11길","월드"
"3529","월드컵로16길","월드"
"3530","월드컵로19길","월드"
"3531","월드컵로25길","월드"
"3532","월드컵로36길","월드"
"3533","월드컵로7길","월드"
"3534","월드컵로8길","월드"
"3535","토정로37길","토정"
"3536","효창원로93길","효창"
"3537","가로공원로58길","가로"
"3538","곰달래로10길","곰달"
"3539","곰달래로2길","곰달"
"3540","곰달래로3길","곰달"
"3541","곰달래로5길","곰달"
"3542","남부순환로33길","남부"
"3543","남부순환로40길","남부"
"3544","남부순환로58길","남부"
"3545","남부순환로70길","남부"
"3546","남부순환로79길","남부"
"3547","남부순환로88길","남부"
"3548","목동남로4길","목동"
"3549","목동동로12길","목동"
"3550","목동동로8길","목동"
"3551","목동로19길","목동"
"3552","목동로9길","목동"
"3553","목동중앙남로3가길","목동"
"3554","목동중앙로13나길","목동"
"3555","목동중앙로3길","목동"
"3556","목동중앙본로7길","목동"
"3557","목동중앙북로16길","목동"
"3558","목동중앙북로8길","목동"
"3559","목동중앙서로7길","목동"
"3560","목동중앙서로8가길","목동"
"3561","신목로2길","신목"
"3562","신목로5길","신목"
"3563","신목로6길","신목"
"3564","신월로15길","신월"
"3565","신월로20길","신월"
"3566","오목로23길","오목"
"3567","오목로30길","오목"
"3568","오목로3길","오목"
"3569","오목로5길","오목"
"3570","은행정로5길","은행"
"3571","은행정로7길","은행"
"3572","중앙로25길","중앙"
"3573","중앙로32길","중앙"
"3574","중앙로36길","중앙"
"3575","중앙로45길","중앙"
"3576","중앙로47길","중앙"
"3577","중앙로51길","중앙"
"3578","중앙로55길","중앙"
"3579","지양로7길","지양"
"3580","화곡로3길","화곡"
"3581","화곡로4길","화곡"
"3582","가로공원로76가길","가로"
"3583","가로공원로80길","가로"
"3584","강서로15길","강서"
"3585","강서로17가길","강서"
"3586","강서로18길","강서"
"3587","강서로29길","강서"
"3588","강서로35길","강서"
"3589","강서로45길","강서"
"3590","강서로45다길","강서"
"3591","강서로47길","강서"
"3592","강서로47라길","강서"
"3593","강서로5가길","강서"
"3594","강서로5나길","강서"
"3595","강서로5라길","강서"
"3596","강서로8길","강서"
"3597","개화동로23길","개화"
"3598","개화동로25길","개화"
"3599","곰달래로25길","곰달"
"3600","곰달래로31길","곰달"
"3601","곰달래로47길","곰달"
"3602","곰달래로53길","곰달"
"3603","곰달래로60길","곰달"
"3604","공항대로38길","공항"
"3605","공항대로42길","공항"
"3606","공항대로55길","공항"
"3607","공항대로59길","공항"
"3608","공항대로59다길","공항"
"3609","공항대로61길","공항"
"3610","공항대로8길","공항"
"3611","국회대로7길","국회"
"3612","까치산로4길","까치"
"3613","남부순환로11길","남부"
"3614","등촌로13길","등촌"
"3615","등촌로39길","등촌"
"3616","등촌로51길","등촌"
"3617","등촌로55길","등촌"
"3618","등촌로5길","등촌"
"3619","방화대로21길","방화"
"3620","방화대로6라길","방화"
"3621","양천로14길","양천"
"3622","양천로24가길","양천"
"3623","양천로24길","양천"
"3624","양천로26길","양천"
"3625","양천로49길","양천"
"3626","양천로71길","양천"
"3627","양천로73가길","양천"
"3628","우장산로6길","우장"
"3629","월정로20길","월정"
"3630","초록마을로3길","초록"
"3631","초록마을로8길","초록"
"3632","초원로16길","초원"
"3633","화곡로13길","화곡"
"3634","화곡로20길","화곡"
"3635","화곡로31길","화곡"
"3636","화곡로44나길","화곡"
"3637","화곡로59길","화곡"
"3638","화곡로64길","화곡"
"3639","개봉로11길","개봉"
"3640","개봉로17길","개봉"
"3641","개봉로17다길","개봉"
"3642","개봉로1길","개봉"
"3643","개봉로20길","개봉"
"3644","개봉로23가길","개봉"
"3645","개봉로2길","개봉"
"3646","개봉로3길","개봉"
"3647","경인로15길","경인"
"3648","경인로31길","경인"
"3649","경인로35길","경인"
"3650","경인로47길","경인"
"3651","고척로21나길","고척"
"3652","고척로27길","고척"
"3653","고척로27다길","고척"
"3654","고척로52길","고척"
"3655","공원로6가길","공원"
"3656","구로동로15길","구로"
"3657","구로동로28길","구로"
"3658","구로동로38길","구로"
"3659","구로동로41길","구로"
"3660","구로동로42길","구로"
"3661","구로동로7길","구로"
"3662","구로동로8길","구로"
"3663","구로중앙로19길","구로"
"3664","구로중앙로28길","구로"
"3665","구로중앙로34길","구로"
"3666","구로중앙로42길","구로"
"3667","구로중앙로7길","구로"
"3668","구로중앙로8길","구로"
"3669","남부순환로97길","남부"
"3670","도림로12길","도림"
"3671","도림로6길","도림"
"3672","디지털로27길","디지"
"3673","디지털로32가길","디지"
"3674","디지털로32길","디지"
"3675","부일로11길","부일"
"3676","부일로15길","부일"
"3677","부일로1길","부일"
"3678","새말로18길","새말"
"3679","신도림로13길","신도"
"3680","오류로8길","오류"
"3681","우마길","우마"
"3682","중앙로15길","중앙"
"3683","중앙로1길","중앙"
"3684","가산로3길","가산"
"3685","가산로5길","가산"
"3686","금하로14길","금하"
"3687","금하로1길","금하"
"3688","금하로24길","금하"
"3689","남부순환로112길","남부"
"3690","독산로108길","독산"
"3691","독산로40길","독산"
"3692","독산로50길","독산"
"3693","독산로64길","독산"
"3694","독산로70길","독산"
"3695","독산로78다길","독산"
"3696","독산로85길","독산"
"3697","문성로5길","문성"
"3698","범안로11길","범안"
"3699","범안로17길","범안"
"3700","벚꽃로56길","벚꽃"
"3701","시흥대로120길","시흥"
"3702","시흥대로138길","시흥"
"3703","시흥대로141길","시흥"
"3704","시흥대로150길","시흥"
"3705","시흥대로153길","시흥"
"3706","시흥대로22길","시흥"
"3707","시흥대로36길","시흥"
"3708","시흥대로62가길","시흥"
"3709","시흥대로63길","시흥"
"3710","시흥대로68길","시흥"
"3711","시흥대로84길","시흥"
"3712","시흥대로94길","시흥"
"3713","가마산로61길","가마"
"3714","경인로77길","경인"
"3715","경인로80길","경인"
"3716","경인로90길","경인"
"3717","국회대로56길","국회"
"3718","당산로31길","당산"
"3719","당산로37길","당산"
"3720","당산로38길","당산"
"3721","당산로46길","당산"
"3722","대림로22길","대림"
"3723","대림로29길","대림"
"3724","대림로31길","대림"
"3725","대림로34길","대림"
"3726","대림로44길","대림"
"3727","대림로7길","대림"
"3728","대림로8길","대림"
"3729","도림로112길","도림"
"3730","도림로147길","도림"
"3731","도림로63길","도림"
"3732","도림천로21길","도림"
"3733","도신로15길","도신"
"3734","도신로29길","도신"
"3735","도신로60길","도신"
"3736","도신로62길","도신"
"3737","디지털로37길","디지"
"3738","디지털로57길","디지"
"3739","디지털로74길","디지"
"3740","선유로55길","선유"
"3741","선유서로24길","선유"
"3742","선유서로25길","선유"
"3743","선유서로28길","선유"
"3744","신길로17길","신길"
"3745","신길로39길","신길"
"3746","신길로42가길","신길"
"3747","신길로42길","신길"
