trdar_cd_nm,Latitude,Longitude
용답29길,37.5651362,127.0530755
용답중앙길,37.5653197,127.0517346
용마산로100길,37.590794,127.100697
용마산로112길,37.5986122,127.1031192
용마산로118길,37.6011222,127.105908
용마산로21길,37.5555655,127.0879343
용마산로3길,37.5564618,127.0853211
용마산로94길,37.5886208,127.099017
우마길,37.4814612,126.8882575
우사단로10길,37.5315717,127.000631
우사단로14길,37.534102,126.997323
우사단로4길,37.5312638,126.9991016
우이천로32길,37.6494197,127.0250966
우이천로4다길,37.6356609,127.040217
우장산로6길,37.5531696,126.8395024
원신길,,
원효로19길,37.5333071,126.9540073
원효로41길,37.5353044,126.959382
원효로53길,37.5372549,126.9619955
원효로89길,37.5408775,126.9682014
월드컵로10길,37.5551324,126.913442
월드컵로11길,37.5539279,126.9082176
월드컵로16길,37.5573527,126.9116049
월드컵로19길,37.5549895,126.9073104
월드컵로25길,37.557815,126.9041813
월드컵로36길,37.5676047,126.9045677
월드컵로7길,37.5523497,126.9087321
월드컵로8길,37.5533069,126.9145734
월정로20길,37.5296287,126.8414148
율곡로10길,37.5748384,126.9915784
율곡로16길,37.5750303,127.0036386
은천로25길,37.4877445,126.9489276
은평로10길,37.5989298,126.9242528
은평로13길,37.5889318,126.9149246
은평로20길,37.5997949,126.9332329
은평로3길,37.6003675,126.9148639
은평로8길,37.5982091,126.9196683
은행정로5길,37.5210108,126.8571034
은행정로7길,37.5220119,126.8560131
응암로12길,37.5876528,126.9184079
응암로13길,37.5889318,126.9149246
응암로14길,37.589883,126.9197494
응암로1길,37.5815793,126.9103991
응암로22길,37.5934238,126.9207154
응암로34길,37.5977468,126.9230214
이문로42길,37.6007119,127.0649079
이촌로22길,37.5251695,126.9561089
이태원로27길,37.5358037,126.9938734
이태원로54길,37.53629,127.0013586
이화장길,37.5782063,127.004551
인수봉로56길,37.636326,127.013997
인수봉로72길,37.6429593,127.0125506
인수봉로79길,37.6429521,127.0076479
인촌로17가길,37.5878983,127.0241197
인촌로1길,37.5877468,127.0185183
인촌로24길,37.5844791,127.0294978
인촌로5길,37.5856457,127.0199031
인촌로6길,37.5841165,127.0210736
인헌길,37.4721794,126.967686
일원로3길,37.4926942,127.0846991
일원로9길,37.4904088,127.0853795
자양로11길,37.5338741,127.0823753
자양로15길,37.5349614,127.0802384
자양로26길,37.540806,127.087492
자양로45길,37.5537689,127.09063
자양로50길,37.5523239,127.0944939
자양로53길,37.5551143,127.0919297
자양번영로3길,37.5322094,127.0737261
자하문로7길,37.5792054,126.9699973
장군봉1길,37.4817397,126.9414621
장군봉2길,37.4825275,126.9390055
장문로45길,37.5289569,127.0013464
장승배기로10길,37.5035977,126.9419166
장승배기로19길,37.5082951,126.9379722
장승배기로27길,37.5108025,126.938924
장월로1길,37.6053886,127.0441696
장위로50길,37.6147537,127.0570924
장충단로8길,37.5622737,127.0087292
장터길,37.5482647,127.0189969
장한로14길,37.565524,127.0710929
장한로25길,37.5718916,127.0697823
장한로26가길,37.5683924,127.0701904
장한로26길,37.5715373,127.0736459
장한로27가길,37.5746492,127.0710694
장한로27길,37.5730939,127.0698574
장한로5길,37.5651616,127.0638107
장한로8길,37.5632898,127.0698078
전농로29길,37.5676076,127.0563604
전농로3길,37.5692225,127.0563532
전농로4길,37.5667457,127.0589609
정릉로26길,37.6037875,127.0112742
정릉로27길,37.6077754,127.0133301
정릉로8길,37.6084669,126.9997462
제기로21길,37.5866406,127.0353432
제기로5길,37.5865369,127.0335668
조원로10길,37.4818752,126.9049616
조원로18길,37.4834191,126.912624
조원중앙로2길,37.4812579,126.9078033
종로24길,37.5696847,126.9942111
종로58가길,37.5727236,127.0172378
종로65길,37.575677,127.0199606
종암로16길,37.5975149,127.0376363
종암로19길,37.5981424,127.0307518
종암로21길,37.6017072,127.0317508
종암로24가길,37.6004726,127.036672
종암로5길,37.5935172,127.0342477
주흥15길,37.5087824,127.0179203
주흥길,37.5069166,127.0195757
중랑천로10길,37.5922053,127.0757101
중앙길,37.4851539,126.9511603
중앙로15길,37.5074571,126.8547438
중앙로1길,37.480287,126.9024386
중앙로25길,35.9451985,128.5450288
중앙로32길,37.5200903,126.8595449
중앙로36길,37.5195857,126.8571821
중앙로45길,37.5211119,126.8505263
중앙로47길,37.5186724,126.8500887
중앙로51길,35.7353395,128.4597064
중앙로55길,37.5261541,126.8455423
증가로10길,37.57933,126.9250581
증가로20가길,37.5815978,126.9198261
증가로23나길,37.5806817,126.9132171
증가로6길,37.5780798,126.9267646
증산로13길,37.5880153,126.9102603
증산로15길,37.5900323,126.908343
증산로17길,37.5910476,126.9096189
증산로21길,37.5961241,126.9127973
증산로5길,37.583846,126.9056018
증산로9길,37.58601,126.9074105
증산서길,37.5846243,126.9075036
지봉로20길,37.5829022,127.0186495
지봉로8길,37.5759871,127.0162363
지양로7길,37.5206539,126.831837
진황도로27길,37.5400846,127.1323509
진황도로47길,37.5369767,127.1404201
진흥로12길,37.6075571,126.9268975
진흥로1길,37.6033089,126.9185098
창경궁로35길,37.5877012,127.0024965
창경궁로43길,37.589624,127.0035418
창신2길,37.5728115,127.0099958
창신5길,37.5744687,127.0123357
창신길,37.5751475,127.0103231
천장산로7길,37.5985302,127.0556887
천중로39길,37.5431585,127.1395428
천중로51길,37.5435423,127.1448894
천호대로109길,37.559215,127.0821282
천호대로123길,37.557823,127.0864195
천호대로129길,37.5534865,127.0914432
천호대로12길,37.5746441,127.024587
천호대로162길,37.534778,127.1283212
천호대로170길,37.5324835,127.1320973
천호대로17길,37.575782,127.0322796
천호대로187길,37.5367161,127.1426544
천호대로197길,37.538288,127.1471928
천호대로219길,37.5484767,127.1707514
천호대로45길,37.5754908,127.0437626
천호대로77길,37.5652849,127.0630928
천호대로97길,37.56302,127.0712923
천호옛14길,37.5363024,127.1270493
천호옛길,37.5342545,127.1240365
청계천로10나길,37.569931,127.0357912
청구로17길,37.5595243,127.0114813
청구로1길,37.5576377,127.0163419
청두곶길,37.4804987,126.985628
청룡8길,37.4799633,126.9433002
청룡길,36.9127223,127.2869556
청림3길,37.4901886,126.9588927
청파로47길,37.544911,126.9674
청파로47나길,37.5475006,126.9679413
청파로71길,37.5494076,126.9668779
청파로73길,37.5507331,126.9678724
초록마을로3길,37.5460177,126.8473123
초록마을로8길,37.5401902,126.848207
초원로16길,37.5652664,126.8152666
충정로4길,37.5608417,126.9641918
충정로6길,37.5626702,126.9670095
테헤란로81길,37.5095673,127.0562938
토정로37길,37.5418539,126.9459021
통일로11길,37.5692354,126.9623247
통일로12길,37.5745611,126.9612332
통일로37길,37.587035,126.9440977
통일로39길,37.5877256,126.9417092
통일로69길,37.6111154,126.9261456
통일로78길,37.6185485,126.9243878
통일로87길,37.6232305,126.9179892
통일로92길,37.625885,126.9223725
퇴계로12길,37.55724,126.9815898
퇴계로18길,37.5588865,126.9847835
퇴계로46길,37.5575727,126.9782047
퇴계로56길,37.5623827,127.0056361
퇴계로8길,37.5572997,126.9801569
퇴계로90길,37.5633744,127.022044
평창길,37.6105415,126.9704556
풍성로25길,37.5355379,127.1207661
풍성로37가길,37.5330591,127.1279293
필운대로1길,37.5778275,126.9679917
학동로38길,37.5131699,127.0344617
학동로56길,37.5147383,127.0430683
학동로6길,37.5100616,127.0252319
학동로77길,37.520583,127.0483119
한강대로104길,37.5502057,126.9755461
한강대로15길,37.5259317,126.9631201
한강대로43길,37.5316536,126.9694184
한강대로52길,37.5319872,126.9725545
한강대로62길,37.5325878,126.9737422
한강대로7길,37.5247663,126.961813
한강대로88길,37.5445253,126.9730098
한글비석로22길,37.660971,127.074078
한글비석로24길,37.6626414,127.0726236
한글비석로44길,37.6644142,127.0704121
한남대로20길,37.5352372,127.0093765
한림말3길,37.5429739,127.0157064
한림말길,37.5409153,127.0148708
한천로101가길,37.6203483,127.0493431
한천로109길,37.6275777,127.0415812
한천로124나길,37.6386149,127.0305989
한천로130길,37.6397691,127.0318719
한천로132길,37.6410487,127.0301882
한천로139가길,37.6412297,127.0238049
한천로140길,37.641548,127.0275736
한천로14길,37.5670783,127.0643159
한천로33길,37.5770896,127.0671612
한천로40길,37.5777809,127.0688867
한천로46길,37.5814669,127.0720707
한천로76길,37.6110972,127.0643946
해등로16길,37.6553013,127.0426478
행운1길,37.481864,126.9570292
행운길,37.4808279,126.959909
호암로20길,37.466935,126.9348701
호암로24길,37.469539,126.935391
홍연길,37.5760587,126.9298634
홍제내길,37.5867942,126.9368699
화곡로13길,37.544158,126.8339001
화곡로20길,37.5389674,126.8368861
화곡로31길,37.5442091,126.8409483
화곡로3길,37.5411195,126.8273178
화곡로44나길,37.5487033,126.8496492
화곡로4길,37.5397,126.8457053
화곡로59길,37.5540363,126.8490312
화곡로64길,37.5562504,126.8563253
화랑로13길,37.6059975,127.0416071
화랑로14길,37.60192,127.0438079
화랑로19길,35.8738096,128.6371174
화랑로1길,37.6046953,127.0332465
화랑로32길,37.6067526,127.0580072
화랑로40길,37.6130719,127.0627789
회나무로13길,37.5408156,126.9901812
효령로23길,37.4823334,126.9932564
효령로31길,37.4834504,126.9953655
효령로34길,37.4800586,127.000064
효령로72길,37.4865408,127.0268239
효창원로39길,37.5354593,126.9535992
효창원로93길,37.548179,126.9626153
후암로28길,37.5491519,126.9802837
휘경로14길,37.5934519,127.0632929
휘경로23길,37.5956229,127.0657018
휘경로2길,37.5949699,127.0605123
휘경로3길,37.5976562,127.0635893
흑석로13길,37.5101277,126.9591957
흑석로9길,37.5083274,126.9580656
