num,trdar_cd_nm,lon,lat
9663,곰달래로60길,126.8631051,37.5310029
9664,공항대로38길,126.8423541,37.5570656
9665,공항대로42길,126.8432682,37.5561094
9666,공항대로55길,126.8610208,37.5545469
9667,공항대로59길,126.8635009,37.5539967
9668,공항대로59다길,126.8699096,37.5509356
9669,공항대로61길,126.8662594,37.5523314
9670,공항대로8길,126.8125134,37.5587399
9671,국회대로7길,126.8551401,37.5295406
9672,까치산로4길,126.8457053,37.5397
9673,남부순환로11길,126.81476,37.5557435
9674,등촌로13길,126.859804,37.5372175
9675,등촌로39길,126.8603478,37.5461121
9676,등촌로51길,126.8604727,37.5495684
9677,등촌로55길,126.8620056,37.5501164
9678,등촌로5길,126.8613846,37.533761
9679,방화대로21길,126.8127391,37.5638421
9680,방화대로6라길,126.8183559,37.5557394
9681,양천로14길,126.8095916,37.5706654
9682,양천로24가길,126.8140097,37.5716798
9683,양천로24길,126.8150236,37.5703536
9684,양천로26길,126.819582,37.5725018
9685,양천로49길,126.8402943,37.5708471
9686,양천로71길,126.8725258,37.5531206
9687,양천로73가길,126.8745484,37.5503656
9688,우장산로6길,126.8395024,37.5531696
9689,월정로20길,126.8414148,37.5296287
9690,초록마을로3길,126.8473123,37.5460177
9691,초록마을로8길,126.848207,37.5401902
9692,초원로16길,126.8070374,37.5676174
9693,화곡로13길,126.8339001,37.544158
9694,화곡로20길,126.8368861,37.5389674
9695,화곡로31길,126.8409483,37.5442091
9696,화곡로44나길,126.8496492,37.5487033
9697,화곡로59길,126.8490312,37.5540363
9698,화곡로64길,126.8563253,37.5562504
9699,개봉로11길,126.8534866,37.4880546
9700,개봉로17길,126.8531725,37.491798
9701,개봉로17다길,126.8528651,37.4937545
9702,개봉로1길,126.8524601,37.4835476
9703,개봉로20길,126.8585243,37.4928382
9704,개봉로23가길,126.8591417,37.495045
9705,개봉로2길,126.8592013,37.4886029
9706,개봉로3길,126.8521252,37.4855486
9707,경인로15길,126.8377266,37.4962245
9708,경인로31길,126.8502498,37.4997148
9709,경인로35길,126.8530714,37.500545
9710,경인로47길,126.8650633,37.502084
9711,고척로21나길,126.8427736,37.5026411
9712,고척로27길,126.8459784,37.5050297
9713,고척로27다길,126.8485856,37.5056137
9714,고척로52길,126.8559195,37.502174
9715,공원로6가길,126.8905398,37.5029877
9716,구로동로15길,126.8866342,37.482976
9717,구로동로28길,126.887632,37.4917548
9718,구로동로38길,126.8835685,37.494916
9719,구로동로41길,126.8812639,37.4943588
9720,구로동로42길,126.8836958,37.4978521
9721,구로동로7길,126.883461,37.4859597
9722,구로동로8길,126.8869466,37.4877428
9723,구로중앙로19길,126.8882967,37.4938811
9724,구로중앙로28길,126.8872629,37.4995852
9725,구로중앙로34길,126.8854768,37.5011055
9726,구로중앙로42길,126.8775021,37.5099305
9727,구로중앙로7길,126.8907183,37.4909859
9728,구로중앙로8길,126.8929822,37.4925765
9729,남부순환로97길,126.8589972,37.4939194
9730,도림로12길,126.8890549,37.4867217
9731,도림로6길,126.8867244,37.4851213
9732,디지털로27길,126.8902836,37.4841056
9733,디지털로32가길,126.8975472,37.4811371
9734,디지털로32길,126.8993211,37.4837235
9735,부일로11길,126.8308325,37.495679
9736,부일로15길,126.8330298,37.4943019
9737,부일로1길,126.8191554,37.4933739
9738,새말로18길,126.8922812,37.5035555
9739,신도림로13길,126.8799866,37.5101387
9740,오류로8길,126.8452594,37.4929369
9741,우마길,126.8882575,37.4814612
9742,중앙로15길,126.8547438,37.5074571
9743,중앙로1길,126.9024386,37.480287
9744,가산로3길,126.8914582,37.4721072
9745,가산로5길,126.8918356,37.473557
9746,금하로14길,126.9038145,37.4518093
9747,금하로1길,126.8910694,37.45353
9748,금하로24길,126.9087504,37.4484721
9749,남부순환로112길,126.8937309,37.4772941
9750,독산로108길,126.9065128,37.4796435
9751,독산로40길,126.9076563,37.4609837
9752,독산로50길,126.9092995,37.4620301
9753,독산로64길,126.905516,37.4661597
9754,독산로70길,126.9048111,37.4675247
9755,독산로78다길,126.9054882,37.4698006
9756,독산로85길,126.9021582,37.4723136
9757,문성로5길,126.9050001,37.4783102
9758,범안로11길,126.8911737,37.4680761
9759,범안로17길,126.8937169,37.4680863
9760,벚꽃로56길,126.8845978,37.482747
9761,시흥대로120길,126.9001857,37.4687061
9762,시흥대로138길,126.899362,37.4723054
9763,시흥대로141길,126.8975726,37.475232
9764,시흥대로150길,126.9007077,37.47636
9765,시흥대로153길,126.8952629,37.4768068
9766,시흥대로22길,126.9062836,37.4408719
9767,시흥대로36길,126.9061406,37.4434656
9768,시흥대로62가길,126.9027831,37.4554253
9769,시흥대로63길,126.8975189,37.4553132
9770,시흥대로68길,126.902525,37.4575775
9771,시흥대로84길,126.9013164,37.4610842
9772,시흥대로94길,126.9040062,37.4423787
9773,가마산로61길,126.904664,37.5064668
9774,경인로77길,126.8917291,37.5131708
9775,경인로80길,126.8958567,37.5117485
9776,경인로90길,126.9010869,37.5136747
9777,국회대로56길,126.9103351,37.522696
9778,당산로31길,126.894588,37.5270073
9779,당산로37길,126.8976412,37.5297178
9780,당산로38길,126.8994452,37.5290259
9781,당산로46길,126.9046031,37.5332622
9782,대림로22길,126.9034189,37.4949045
9783,대림로29길,126.8962836,37.4945265
9784,대림로31길,126.896017,37.4962399
9785,대림로34길,126.9006513,37.4997882
9786,대림로44길,126.8979388,37.5028744
9787,대림로7길,126.9039882,37.4891019
9788,대림로8길,126.9059395,37.4915578
9789,도림로112길,126.9024339,37.5091895
9790,도림로147길,126.8889091,37.5155869
9791,도림로63길,126.9028281,37.4993981
9792,도림천로21길,126.9024981,37.4874784
9793,도신로15길,126.8972947,37.5076045
9794,도신로29길,126.9048824,37.5092576
9795,도신로60길,126.9175916,37.5104391
9796,도신로62길,126.9196028,37.5100674
9797,디지털로37길,126.8983282,37.4900522
9798,디지털로57길,126.9011491,37.4917368
9799,디지털로74길,126.9064708,37.4947395
9800,선유로55길,126.896829,37.5386333
9801,선유서로24길,126.8875056,37.5237037
9802,선유서로25길,126.8842256,37.5248443
9803,선유서로28길,126.8874736,37.5244621
9804,신길로17길,126.9064396,37.4983124
9805,신길로39길,126.9084998,37.5069987
9806,신길로42가길,126.915009,37.5091359
9807,신길로42길,126.9132109,37.506933
9808,신길로60길,126.9133292,37.5133668
9809,양평로19길,126.8942184,37.53585
9810,양평로22라길,126.8943329,37.5394154
9811,양평로28길,126.9033238,37.5334055
9812,여의대방로35길,126.9183793,37.5015391
9813,여의대방로39길,126.9191151,37.5030765
9814,여의대방로43나길,126.9208094,37.5069023
9815,여의대방로61길,126.9232333,37.5150888
9816,영등포로25길,126.8976133,37.5224419
9817,영등포로27길,126.8991238,37.522302
9818,영등포로35길,126.9041803,37.5216207
9819,영등포로62길,126.9150029,37.5158026
9820,영등포로80길,126.9200009,37.5113127
9821,영등포로84길,126.9219127,37.5108686
9822,영신로9길,126.9069956,37.5119467
9823,국사봉1길,126.9324856,37.4964211
9824,국사봉2길,126.9286879,37.4974845
9825,국사봉길,126.9316267,37.4962729
9826,노량진로6길,126.9361213,37.5109252
9827,대방동27길,126.9241549,37.5025689
9828,대방동2길,126.9279559,37.5018531
9829,동작대로17길,126.9796058,37.4829156
9830,동작대로29길,126.97817,37.49006
9831,동작대로33길,126.9801392,37.4902347
9832,동작대로35길,126.9790948,37.4919155
9833,동작대로7길,126.9790449,37.4783526
9834,등용로14길,126.9343936,37.5122987
9835,만양로14길,126.946297,37.5120968
9836,만양로8길,126.9467184,37.5095659
9837,사당로16가길,126.9708794,37.4839673
9838,사당로16길,126.9714636,37.4801925
9839,사당로20길,126.9747901,37.4804371
9840,사당로23길,126.9719905,37.4891624
9841,사당로23나길,126.9748396,37.4872389
9842,사당로26길,126.9779727,37.4794467
9843,사당로29길,126.9773555,37.4861644
9844,사당로2차길,126.9660472,37.4871214
9845,사당로30길,126.9808225,37.4807642
9846,사당로8길,126.9682748,37.4835542
9847,상도로15길,126.9362517,37.5041193
9848,상도로37길,126.9506584,37.5005225
9849,상도로47길,126.951912,37.5021171
9850,상도로61길,126.957003,37.4947067
9851,상도로62길,126.9534595,37.4955491
9852,서달로10길,126.9628552,37.5039268
9853,서달로14길,126.9649477,37.5072856
9854,서달로15길,126.9622803,37.508614
9855,서달로8가길,126.9625986,37.5055607
9856,성대로1길,126.9339831,37.5009852
9857,성대로29길,126.9367653,37.5005418
9858,신대방길,126.9102741,37.4887455
9859,양녕로26길,126.9436179,37.4962624
9860,여의대방로22길,126.9244029,37.4977803
9861,여의대방로22나길,126.9222111,37.4959515
9862,여의대방로22카길,126.9258526,37.4965658
9863,여의대방로24길,126.9245786,37.4986358
9864,여의대방로46길,126.9261067,37.5107973
9865,장승배기로10길,126.9419166,37.5035977
9866,장승배기로19길,126.9379722,37.5082951
9867,장승배기로27길,126.938924,37.5108025
9868,흑석로13길,126.9591957,37.5101277
9869,흑석로9길,126.9580656,37.5083274
9870,관악로10길,126.9551208,37.4768029
9871,관악로14길,126.9551924,37.4784883
9872,관악로28길,126.9583546,37.4846601
9873,관악로30길,126.9596407,37.4857764
9874,관천로15길,126.9187763,37.4862371
9875,관천로22길,126.9248176,37.4885998
9876,구암길,126.9475207,37.4900694
9877,국회단지길,126.9412352,37.488767
9878,낙성대역길,126.9633343,37.4749214
9879,난곡로24길,126.921631,37.468291
9880,난곡로26길,126.9233044,37.4699559
9881,난곡로34길,126.9208969,37.472252
9882,난곡로74길,126.9168364,37.4863431
9883,난우길,126.9177036,37.4760578
9884,난향길,126.916301,37.4629311
9885,남부순환로142길,126.9123123,37.4790127
9886,남부순환로151길,126.9163862,37.4834482
9887,남부순환로161길,126.9200172,37.4844159
9888,남부순환로172길,126.923476,37.482695
9889,남부순환로234길,126.9565368,37.477174
9890,남부순환로248길,126.9659311,37.4736656
9891,남현2길,126.9748151,37.4753416
9892,남현3길,126.9785378,37.47497
9893,남현길,126.9758399,37.4738572
9894,당곡길,126.9285645,37.4905772
9895,대학14길,126.9356277,37.4656632
9896,대학길,126.9382275,37.4668354
9897,미성5길,126.9151269,37.4737638
9898,법원단지9길,126.9221239,37.4752599
9899,법원단지길,126.9213333,37.474634
9900,복은길,126.9391032,37.4745891
9901,봉천로13길,126.9307895,37.4902328
9902,봉천로33길,126.9441274,37.4848436
9903,서림7길,126.9410688,37.4728059
9904,승방길,126.9789247,37.4726408
9905,신림동길,126.9253536,37.4868459
9906,신림로11길,126.939027,37.4670073
9907,신림로28길,126.9357299,37.4727129
9908,신림로38길,126.9380228,37.4767971
9909,신림로48길,126.9341738,37.4792699
9910,신림로64길,126.9322364,37.4852331
9911,신림로65길,126.928245,37.4853079
9912,신사로20길,126.9175986,37.4879067
9913,신원로3길,126.9264142,37.4820479
9914,양녕로6길,126.9505353,37.4839181
9915,은천로25길,126.9489276,37.4877445
9916,인헌길,126.967686,37.4721794
9917,장군봉1길,126.9414621,37.4817397
9918,장군봉2길,126.9390055,37.4825275
9919,조원로10길,126.9049616,37.4818752
9920,조원로18길,126.912624,37.4834191
9921,조원중앙로2길,126.9078033,37.4812579
9922,중앙길,126.9511603,37.4851539
9923,청룡8길,126.9433002,37.4799633
9924,청룡길,127.2869556,36.9127223
9925,청림3길,126.9588927,37.4901886
9926,행운1길,126.9570292,37.481864
9927,행운길,126.959909,37.4808279
9928,호암로20길,126.9348701,37.466935
9929,호암로24길,126.935391,37.469539
9930,양산길,126.9103043,36.0069854
9931,양지길,128.4931479,37.6386569
9932,원신길,126.931406,37.465839
9933,소담길,126.9537113,37.5471125
9934,강남대로23길,127.0364837,37.4753948
9935,강남대로34길,127.0385929,37.483513
9936,강남대로8길,127.0427968,37.4691025
9937,고무래로8길,127.0100181,37.5036234
9938,남부순환로317길,127.0105062,37.4814732
9939,남부순환로325길,127.0144183,37.4816084
9940,남부순환로339길,127.0219325,37.4851507
9941,논현로1길,127.0489506,37.4707065
9942,논현로27길,127.0412308,37.4792167
9943,동광로12길,126.9853011,37.4885122
9944,동광로1길,126.9838562,37.4940947
9945,동광로39길,126.9995371,37.49656
9946,동산로10길,127.0462819,37.4704172
9947,동산로19길,127.0465478,37.4740984
9948,방배천로4안길,126.9833312,37.4803714
9949,마방로2길,127.0395502,37.4715078
9950,바우뫼로39길,127.0395285,37.4821069
9951,반포대로9길,127.0091222,37.4828731
9952,방배로18길,126.9981081,37.4858934
9953,방배로35길,126.9880595,37.4925271
9954,방배로42길,126.9901513,37.4944967
9955,사임당로17길,127.0187788,37.4921846
9956,사평대로22길,126.9975644,37.4977817
9957,사평대로26길,126.9989049,37.4984167
9958,사평대로57길,127.0222083,37.506945
9959,서초대로15길,126.989361,37.4885625
9960,서초대로23길,126.9909859,37.4903057
9961,서초대로25길,126.9931003,37.4901581
9962,서초대로4길,126.9859554,37.483831
9963,서초대로64길,127.0213012,37.4932577
9964,서초대로8길,126.9883057,37.4836546
9965,신반포로45길,127.0178926,37.5117775
9966,언남길,127.0425368,37.4727204
9967,주흥15길,127.0179203,37.5087824
9968,주흥길,127.0195757,37.5069166
9969,청두곶길,126.985628,37.4804987
9970,효령로23길,126.9932564,37.4823334
9971,효령로31길,126.9953655,37.4834504
9972,효령로34길,127.000064,37.4800586
9973,효령로72길,127.0268239,37.4865408
9974,방배중앙로21길,126.9845644,37.492122
9975,서초중앙로8길,127.0190403,37.4869148
9976,강남대로118길,127.0264178,37.5069599
9977,강남대로136길,127.023287,37.5136649
9978,강남대로140길,127.023046,37.5143601
9979,개포로17길,127.0462794,37.4796417
9980,개포로20길,127.0481962,37.4770533
9981,개포로28길,127.0501379,37.4777803
9982,개포로82길,127.0679765,37.4887738
9983,남부순환로365길,127.0398099,37.4875841
9984,논현로106길,127.0370746,37.5065956
9985,논현로10길,127.0497913,37.4743815
9986,논현로115길,127.0299422,37.5084525
9987,논현로123길,127.0293954,37.5110401
9988,논현로139길,127.0277812,37.5162464
9989,논현로159길,127.0255777,37.522559
9990,논현로26길,127.0454157,37.4833156
9991,논현로28길,127.0445245,37.4834909
9992,논현로63길,127.0379488,37.4921786
9993,논현로8길,127.0517868,37.4744665
9994,도곡로37길,127.0447955,37.4955791
9995,도산대로15길,127.0237172,37.5201487
9996,도산대로23길,127.0252861,37.5209584
9997,도산대로30길,127.0303163,37.5183924
9998,도산대로38길,127.0324768,37.5190888
9999,도산대로50길,127.0376091,37.5206444
10000,도산대로81길,127.0469625,37.5261123
10001,도산대로89길,127.0510956,37.5258991
10002,봉은사로109길,127.0633745,37.5174074
10003,봉은사로29길,127.0342797,37.5091694
10004,봉은사로43길,127.0395644,37.511278
10005,봉은사로57길,127.044588,37.512626
10006,봉은사로68길,127.0511494,37.5101005
10007,삼성로115길,127.0494282,37.5143321
10008,삼성로147길,127.0461968,37.5213942
10009,삼성로57길,127.0582793,37.497349
10010,삼성로63길,127.057647,37.4997134
10011,삼성로64길,127.0627992,37.5004466
10012,삼성로69길,127.0570152,37.5010505
10013,삼성로75길,127.0552536,37.503009
10014,선릉로121길,127.03999,37.5134419
10015,선릉로132길,127.0432944,37.5185474
10016,선릉로133길,127.0394932,37.5180248
10017,선릉로146길,127.0425973,37.5218251
10018,선릉로18길,127.0608098,37.4843475
10019,압구정로2길,127.0199948,37.5200389
10020,언주로81길,127.041232,37.4997267
10021,영동대로112길,127.0626462,37.515319
10022,영동대로65길,127.0633623,37.5016741
10023,일원로3길,127.0846991,37.4926942
10024,일원로9길,127.0853795,37.4904088
10025,테헤란로81길,127.0562938,37.5095673
10026,학동로38길,127.0344617,37.5131699
10027,학동로56길,127.0430683,37.5147383
10028,학동로6길,127.0252319,37.5100616
10029,학동로77길,127.0483119,37.520583
10030,거마로20길,127.1494543,37.4969896
10031,동남로20길,127.1353722,37.494842
10032,마천로51길,127.152055,37.4967275
10033,백제고분로21길,127.0908246,37.5056381
10034,백제고분로22길,127.0889823,37.502055
10035,백제고분로31길,127.0952442,37.5038326
10036,백제고분로32길,127.0943942,37.4998633
10037,백제고분로33길,127.0987532,37.5043861
10038,백제고분로34길,127.0988138,37.5005541
10039,백제고분로39길,127.1043148,37.5058869
10040,백제고분로42길,127.1099911,37.5052344
10041,백제고분로45길,127.1095702,37.5097005
10042,백제고분로46길,127.1137929,37.5075478
10043,백제고분로50길,127.1182633,37.5133452
10044,삼전로13길,127.086932,37.5075405
10045,송이로23길,127.1265768,37.497003
10046,송이로32길,127.127438,37.4886476
10047,송이로36길,127.1290824,37.4843363
10048,송파대로30길,127.1196205,37.4955962
10049,양재대로62길,127.1194343,37.4972447
10050,양재대로64길,127.1234955,37.4996705
10051,양재대로71길,127.1247895,37.511178
10052,양재대로72길,127.130059,37.5086456
10053,오금로11길,127.1111991,37.515419
10054,오금로36길,127.1232621,37.5008125
10055,오금로46길,127.1336981,37.4944392
10056,풍성로25길,127.1207661,37.5355379
10057,강동대로53길,127.132187,37.525296
10058,고덕로10길,127.1298786,37.5527856
10059,고덕로25길,127.1365194,37.5555234
10060,고덕로61길,127.1524482,37.5580119
10061,구천면로36길,127.132728,37.5428797
10062,구천면로41길,127.1320412,37.546523
10063,구천면로42길,127.1365113,37.5449113
10064,동남로65길,127.1543469,37.5477331
10065,동남로82길,127.1604187,37.5601982
10066,동남로85길,127.1546484,37.5613094
10067,명일로13길,127.1430487,37.5335139
10068,상암로14길,127.1295459,37.5472051
10069,상암로4길,127.125598,37.5478953
10070,상암로51길,127.1462573,37.5475097
10071,상암로5길,127.1276393,37.5521609
10072,상일로5길,127.1720915,37.5491539
10073,성내로5길,127.1238022,37.5309166
10074,성안로3길,127.1262496,37.5270165
10075,암사길,127.1347728,37.5515268
10076,양재대로101길,127.1354448,37.5325841
10077,양재대로116길,127.1425623,37.5382213
10078,양재대로124길,127.1457241,37.542279
10079,양재대로133길,127.140956,37.548083
10080,양재대로91길,127.1335211,37.5283633
10081,양재대로95길,127.1345243,37.5305754
10082,양재대로96길,127.1387767,37.5294129
10083,올림픽로48길,127.1213668,37.5292454
10084,올림픽로71길,127.1220685,37.5407341
10085,올림픽로77길,127.1232147,37.5432728
10086,올림픽로78길,127.1262078,37.5425904
10087,올림픽로80길,127.1273736,37.5426719
10088,올림픽로98길,127.1292451,37.5505528
10089,진황도로27길,127.1323509,37.5400846
10090,진황도로47길,127.1404201,37.5369767
10091,천중로39길,127.1395428,37.5431585
10092,천중로51길,127.1448894,37.5435423
10093,천호대로162길,127.1283212,37.534778
10094,천호대로170길,127.1320973,37.5324835
10095,천호대로187길,127.1426544,37.5367161
10096,천호대로197길,127.1471928,37.538288
10097,천호대로219길,127.1707514,37.5484767
10098,천호옛14길,127.1270493,37.5363024
10099,천호옛길,127.1240365,37.5342545
10100,풍성로37가길,127.1279293,37.5330591
10101,계동길,126.9867284,37.5809421
10102,난계로27길,127.0208344,37.5729076
10103,돈화문로11가길,126.9903073,37.5749095
10104,명륜길,126.9945216,37.5891354
10105,백석동길,126.9670279,37.5953856
10106,북촌로11길,126.9838361,37.5831553
10107,북촌로5길,126.9836008,37.5795376
10108,북촌로5나길,126.9823805,37.5830559
10109,삼청로5길,126.9806183,37.5828725
10110,성균관로5길,126.9944935,37.5858405
10111,숭인동길,127.021663,37.5766848
10112,옥인길,126.9662052,37.5812744
10113,율곡로10길,126.9915784,37.5748384
10114,율곡로16길,127.0036386,37.5750303
10115,이화장길,127.004551,37.5782063
10116,자하문로7길,126.9699973,37.5792054
10117,종로24길,126.9942111,37.5696847
10118,종로58가길,127.0172378,37.5727236
10119,종로65길,127.0199606,37.575677
10120,지봉로8길,127.0162363,37.5759871
10121,창경궁로35길,127.0024965,37.5877012
10122,창신2길,127.0099958,37.5728115
10123,창신5길,127.0123357,37.5744687
10124,창신길,127.0103231,37.5751475
10125,통일로12길,126.9612332,37.5745611
10126,평창길,126.9704556,37.6105415
10127,필운대로1길,126.9679917,37.5778275
10128,난계로11길,127.0222895,37.5665867
10129,난계로21길,127.0216664,37.570083
10130,다산로33길,127.0123033,37.5633821
10131,다산로36길,127.0184523,37.5608659
10132,다산로38길,127.0184822,37.5621665
10133,다산로39길,127.01342,37.5642701
10134,동호로10길,127.0126794,37.5552361
10135,동호로11길,127.0081486,37.5523781
10136,동호로15길,127.0079958,37.5545835
10137,동호로20길,127.0095093,37.5600193
10138,동호로8길,127.0138608,37.5534974
10139,명동길,126.9848959,37.5636048
10140,삼일대로4길,126.9898736,37.5620069
10141,장충단로8길,127.0087292,37.5622737
10142,청구로17길,127.0114813,37.5595243
10143,청구로1길,127.0163419,37.5576377
10144,퇴계로12길,126.9815898,37.55724
10145,퇴계로18길,126.9847835,37.5588865
10146,퇴계로46길,126.9782047,37.5575727
10147,퇴계로56길,127.0056361,37.5623827
10148,퇴계로8길,126.9801569,37.5572997
10149,퇴계로90길,127.022044,37.5633744
10150,녹사평대로11길,126.99317,37.5221978
10151,녹사평대로26길,126.9931554,37.5313169
10152,녹사평대로32길,126.9904918,37.5328424
10153,녹사평대로40나길,126.988913,37.5364348
10154,녹사평대로46길,126.9889937,37.5374041
10155,대사관로34길,127.0057683,37.5312026
10156,두텁바위로1길,126.9754246,37.5476149
10157,백범로79길,126.9645332,37.5412058
10158,백범로90길,126.969245,37.5374207
10159,서빙고로71길,126.9956626,37.5223526
10160,소월로20길,126.9847998,37.5448662
10161,신흥로20길,126.9843197,37.5468614
10162,우사단로10길,127.000631,37.5315717
10163,우사단로14길,126.997323,37.534102
10164,우사단로4길,126.9991016,37.5312638
10165,원효로19길,126.9540073,37.5333071
10166,원효로41길,126.959382,37.5353044
10167,원효로53길,126.9619955,37.5372549
10168,원효로89길,126.9682014,37.5408775
10169,이촌로22길,126.9561089,37.5251695
10170,이태원로27길,126.9938734,37.5358037
10171,이태원로54길,127.0013586,37.53629
10172,장문로45길,127.0013464,37.5289569
10173,청파로47길,126.9674,37.544911
10174,청파로47나길,126.9679413,37.5475006
10175,청파로71길,126.9668779,37.5494076
10176,청파로73길,126.9678724,37.5507331
10177,한강대로104길,126.9755461,37.5502057
10178,한강대로15길,126.9631201,37.5259317
10179,한강대로43길,126.9694184,37.5316536
10180,한강대로52길,126.9725545,37.5319872
10181,한강대로62길,126.9737422,37.5325878
10182,한강대로7길,126.961813,37.5247663
10183,한강대로88길,126.9730098,37.5445253
10184,한남대로20길,127.0093765,37.5352372
10185,회나무로13길,126.9901812,37.5408156
10186,효창원로39길,126.9535992,37.5354593
10187,후암로28길,126.9802837,37.5491519
10188,고산자로6길,127.0352218,37.5573714
10189,금호산2길,127.0232541,37.5486328
10190,금호산길,127.0193581,37.5508028
10191,둘레9길,127.0506583,37.5370939
10192,뚝섬로5길,127.0509952,37.5420538
10193,마장로27길,127.0344233,37.5670846
10194,마장로39길,127.0429473,37.567632
10195,마조로16길,127.0430384,37.5644626
10196,마조로1길,127.039547,37.5606754
10197,매봉길,127.0142975,37.5465935
10198,무수막길,127.0227953,37.5511116
10199,무학로6길,127.033126,37.565077
10200,무학봉28길,127.0335792,37.5617126
10201,무학봉길,127.0281856,37.5607632
10202,사근동길,127.045489,37.5603172
10203,상원12길,127.0496202,37.55037
10204,상원길,127.0482514,37.5485056
10205,서울숲2길,127.0410318,37.5469608
10206,성덕정17길,127.0553511,37.5378048
10207,성덕정길,127.0521792,37.5380919
10208,성수이로18길,127.05947,37.5420022
10209,성수이로7길,127.0540282,37.5414146
10210,성수일로6길,127.0532983,37.5446373
10211,송정12라길,127.067966,37.5508793
10212,송정4가길,127.0666616,37.5513578
10213,아차산로11길,127.0598925,37.5456625
10214,아차산로15길,127.0630048,37.5452966
10215,아차산로5길,127.0532253,37.5475038
10216,왕십리로14길,127.0461635,37.5486629
10217,왕십리로21길,127.0309134,37.5598586
10218,왕십리로26길,127.0329317,37.5643747
10219,왕십리로31길,127.027756,37.5633966
10220,왕십리로6길,127.046906,37.545465
10221,용답29길,127.0530755,37.5651362
10222,용답중앙길,127.0517346,37.5653197
10223,장터길,127.0189969,37.5482647
10224,청계천로10나길,127.0357912,37.569931
10225,한림말3길,127.0157064,37.5429739
10226,한림말길,127.0148708,37.5409153
10227,광나루로12길,127.0677893,37.5471503
10228,광나루로24길,127.0776739,37.5451489
10229,광나루로36길,127.0865597,37.5434584
10230,광나루로37길,127.0884233,37.5459531
10231,광나루로40길,127.0890568,37.5429819
10232,광나루로52길,127.0927177,37.5402039
10233,긴고랑로20길,127.0828201,37.5593033
10234,긴고랑로7길,127.0802683,37.5654878
10235,긴고랑로8길,127.0783259,37.561912
10236,긴고랑로9길,127.0815044,37.5649509
10237,능동로13길,127.0696518,37.5444143
10238,능동로19길,127.071806,37.5471414
10239,능동로34길,127.084026,37.5539409
10240,능동로3길,127.0649879,37.5339857
10241,능동로4길,127.0701616,37.5319771
10242,동일로18길,127.0666523,37.5388474
10243,동일로24길,127.0683362,37.542888
10244,뚝섬로23길,127.0661825,37.537359
10245,뚝섬로24길,127.0630202,37.5345575
10246,뚝섬로48길,127.0771561,37.5310519
10247,뚝섬로54길,127.0802619,37.5299395
10248,뚝섬로58길,127.0843932,37.5301766
10249,뚝섬로64길,127.0891378,37.5318075
10250,면목로17길,127.0754847,37.5556443
10251,아차산로40길,127.0780099,37.5358632
10252,아차산로51길,127.0850152,37.5394953
10253,아차산로55길,127.0866272,37.5397202
10254,아차산로65길,127.0929705,37.5416863
10255,아차산로78길,127.1094608,37.5496516
10256,용마산로21길,127.0879343,37.5555655
10257,용마산로3길,127.0853211,37.5564618
10258,자양로11길,127.0823753,37.5338741
10259,자양로15길,127.0802384,37.5349614
10260,자양로26길,127.087492,37.540806
10261,자양로45길,127.09063,37.5537689
10262,자양로50길,127.0944939,37.5523239
10263,자양로53길,127.0919297,37.5551143
10264,자양번영로3길,127.0737261,37.5322094
10265,천호대로109길,127.0821282,37.559215
10266,천호대로123길,127.0864195,37.557823
10267,천호대로129길,127.0914432,37.5534865
10268,경희대로3길,127.0508422,37.5934681
10269,경희대로4길,127.0551428,37.5916824
10270,난계로30길,127.0254865,37.5734748
10271,답십리로23길,127.0507775,37.578608
10272,답십리로56길,127.05883,37.5696058
10273,답십리로60길,127.0636324,37.569977
10274,답십리로63길,127.0688895,37.5755771
10275,답십리로64길,127.065729,37.5694402
10276,답십리로68길,127.0678859,37.5689446
10277,답십리로69길,127.0740178,37.5756875
10278,답십리로72길,127.0726329,37.5687959
10279,망우로18가길,127.0610712,37.5877933
10280,망우로18길,127.0626289,37.5882421
10281,망우로21길,127.0592473,37.5896388
10282,무학로16길,127.0317835,37.5707587
10283,무학로45길,127.0277012,37.5800485
10284,사가정로13길,127.0587175,37.579611
10285,사가정로23가길,127.0719208,37.5801334
10286,사가정로2길,127.0535421,37.568972
10287,서울시립대로16길,127.0537941,37.5788421
10288,서울시립대로29길,127.0546755,37.5856394
10289,서울시립대로4길,127.0494268,37.5737465
10290,약령시로17길,127.0426382,37.5852293
10291,왕산로32길,127.0410056,37.5769233
10292,왕산로33길,127.0416586,37.5810391
10293,왕산로43길,127.0477201,37.5845913
10294,이문로42길,127.0649079,37.6007119
10295,장한로14길,127.0710929,37.565524
10296,장한로25길,127.0697823,37.5718916
10297,장한로26가길,127.0701904,37.5683924
10298,장한로26길,127.0736459,37.5715373
10299,장한로27가길,127.0710694,37.5746492
10300,장한로27길,127.0698574,37.5730939
10301,장한로5길,127.0638107,37.5651616
10302,장한로8길,127.0698078,37.5632898
10303,전농로29길,127.0563604,37.5676076
10304,전농로3길,127.0563532,37.5692225
10305,전농로4길,127.0589609,37.5667457
10306,제기로21길,127.0353432,37.5866406
10307,제기로5길,127.0335668,37.5865369
10308,천장산로7길,127.0556887,37.5985302
10309,천호대로12길,127.024587,37.5746441
10310,천호대로17길,127.0322796,37.575782
10311,천호대로45길,127.0437626,37.5754908
10312,천호대로77길,127.0630928,37.5652849
10313,천호대로97길,127.0712923,37.56302
