num,trdar_cd_nm,lon,lat
2524,월드컵로8길,126.9145734,37.5533069
2525,토정로37길,126.9459021,37.5418539
2526,효창원로93길,126.9626153,37.548179
2527,가로공원로58길,126.8248273,37.5324797
2528,곰달래로10길,126.8375334,37.527874
2529,곰달래로2길,126.8345101,37.5281216
2530,곰달래로3길,126.832854,37.5316461
2531,곰달래로5길,126.83168,37.5338522
2532,남부순환로33길,126.8309939,37.5382535
2533,남부순환로40길,126.8259497,37.5332835
2534,남부순환로58길,126.8308772,37.5298965
2535,남부순환로70길,126.8352166,37.521906
2536,남부순환로79길,126.842573,37.5177882
2537,남부순환로88길,126.8407678,37.5114184
2538,목동남로4길,126.8676048,37.5092286
2539,목동동로12길,126.8738458,37.5229444
2540,목동동로8길,126.8715748,37.5165921
2541,목동로19길,126.8616429,37.5247756
2542,목동로9길,126.8621716,37.5227583
2543,목동중앙남로3가길,126.8646396,37.5383328
2544,목동중앙로13나길,126.8801704,37.5447404
2545,목동중앙로3길,126.8685455,37.5378317
2546,목동중앙본로7길,126.8673511,37.5394996
2547,목동중앙북로16길,126.8728807,37.5437211
2548,목동중앙북로8길,126.8664435,37.5456576
2549,목동중앙서로7길,126.8660262,37.5336206
2550,목동중앙서로8가길,126.8649288,37.5309542
2551,신목로2길,126.8761665,37.5206554
2552,신목로5길,126.8730296,37.5176196
2553,신목로6길,126.874835,37.5204712
2554,신월로15길,126.8415168,37.5197054
2555,신월로20길,126.8457258,37.5186508
2556,오목로23길,126.8503105,37.5265189
2557,오목로30길,126.8541609,37.523087
2558,오목로3길,126.8388323,37.5228295
2559,오목로5길,126.8402518,37.5241155
2560,은행정로5길,126.8571034,37.5210108
2561,은행정로7길,126.8560131,37.5220119
2562,중앙로25길,128.5450288,35.9451985
2563,중앙로32길,126.8595449,37.5200903
2564,중앙로36길,126.8571821,37.5195857
2565,중앙로45길,126.8505263,37.5211119
2566,중앙로47길,126.8500887,37.5186724
2567,중앙로51길,128.4597064,35.7353395
2568,중앙로55길,126.8455423,37.5261541
2569,지양로7길,126.831837,37.5206539
2570,화곡로3길,126.8273178,37.5411195
2571,화곡로4길,126.8457053,37.5397
2572,가로공원로76가길,126.8422665,37.5341837
2573,가로공원로80길,126.8397284,37.5353861
2574,강서로15길,126.8411845,37.5319236
2575,강서로17가길,126.8439933,37.5342486
2576,강서로18길,126.8497117,37.5345347
2577,강서로29길,126.8388639,37.5386981
2578,강서로35길,126.8361551,37.5426084
2579,강서로45길,126.8318818,37.5493311
2580,강서로45다길,126.8346037,37.5453003
2581,강서로47길,126.8324547,37.5528485
2582,강서로47라길,126.8325036,37.5516266
2583,강서로5가길,126.8459484,37.529002
2584,강서로5나길,126.8432118,37.5284251
2585,강서로5라길,126.8546806,37.5299224
2586,강서로8길,126.854067,37.5303471
2587,개화동로23길,126.8086469,37.5661523
2588,개화동로25길,126.8087572,37.5655031
2589,곰달래로25길,126.8485417,37.532258
2590,곰달래로31길,126.851339,37.5331138
2591,곰달래로47길,126.8559932,37.5340046
2592,곰달래로53길,126.8575182,37.5349296
2593,곰달래로60길,126.8631051,37.5310029
2594,공항대로38길,126.8423541,37.5570656
2595,공항대로42길,126.8432682,37.5561094
2596,공항대로55길,126.8610208,37.5545469
2597,공항대로59길,126.8635009,37.5539967
2598,공항대로59다길,126.8699096,37.5509356
2599,공항대로61길,126.8662594,37.5523314
2600,공항대로8길,126.8125134,37.5587399
2601,국회대로7길,126.8551401,37.5295406
2602,까치산로4길,126.8457053,37.5397
2603,남부순환로11길,126.81476,37.5557435
2604,등촌로13길,126.859804,37.5372175
2605,등촌로39길,126.8603478,37.5461121
2606,등촌로51길,126.8604727,37.5495684
2607,등촌로55길,126.8620056,37.5501164
2608,등촌로5길,126.8613846,37.533761
2609,방화대로21길,126.8127391,37.5638421
2610,방화대로6라길,126.8183559,37.5557394
2611,양천로14길,126.8095916,37.5706654
2612,양천로24가길,126.8140097,37.5716798
2613,양천로24길,126.8150236,37.5703536
2614,양천로26길,126.819582,37.5725018
2615,양천로49길,126.8402943,37.5708471
2616,양천로71길,126.8725258,37.5531206
2617,양천로73가길,126.8745484,37.5503656
2618,우장산로6길,126.8395024,37.5531696
2619,월정로20길,126.8414148,37.5296287
2620,초록마을로3길,126.8473123,37.5460177
2621,초록마을로8길,126.848207,37.5401902
2622,초원로16길,126.8152666,37.5652664
2623,화곡로13길,126.8339001,37.544158
2624,화곡로20길,126.8368861,37.5389674
2625,화곡로31길,126.8409483,37.5442091
2626,화곡로44나길,126.8496492,37.5487033
2627,화곡로59길,126.8490312,37.5540363
2628,화곡로64길,126.8563253,37.5562504
2629,개봉로11길,126.8534866,37.4880546
2630,개봉로17길,126.8531725,37.491798
2631,개봉로17다길,126.8528651,37.4937545
2632,개봉로1길,126.8524601,37.4835476
2633,개봉로20길,126.8585243,37.4928382
2634,개봉로23가길,126.8591417,37.495045
2635,개봉로2길,126.8592013,37.4886029
2636,개봉로3길,126.8521252,37.4855486
2637,경인로15길,126.8377266,37.4962245
2638,경인로31길,126.8502498,37.4997148
2639,경인로35길,126.8530714,37.500545
2640,경인로47길,126.8650633,37.502084
2641,고척로21나길,126.8427736,37.5026411
2642,고척로27길,126.8459784,37.5050297
2643,고척로27다길,126.8485856,37.5056137
2644,고척로52길,126.8559195,37.502174
2645,공원로6가길,126.8905398,37.5029877
2646,구로동로15길,126.8866342,37.482976
2647,구로동로28길,126.887632,37.4917548
2648,구로동로38길,126.8835685,37.494916
2649,구로동로41길,126.8812639,37.4943588
2650,구로동로42길,126.8836958,37.4978521
2651,구로동로7길,126.883461,37.4859597
2652,구로동로8길,126.8869466,37.4877428
2653,구로중앙로19길,126.8882967,37.4938811
2654,구로중앙로28길,126.8872629,37.4995852
2655,구로중앙로34길,126.8854768,37.5011055
2656,구로중앙로42길,126.8775021,37.5099305
2657,구로중앙로7길,126.8907183,37.4909859
2658,구로중앙로8길,126.8929822,37.4925765
2659,남부순환로97길,126.8589972,37.4939194
2660,도림로12길,126.8890549,37.4867217
2661,도림로6길,126.8867244,37.4851213
2662,디지털로27길,126.8902836,37.4841056
2663,디지털로32가길,126.8975472,37.4811371
2664,디지털로32길,126.8993211,37.4837235
2665,부일로11길,126.8308325,37.495679
2666,부일로15길,126.8330298,37.4943019
2667,부일로1길,126.8191554,37.4933739
2668,새말로18길,126.8922812,37.5035555
2669,신도림로13길,126.8799866,37.5101387
2670,오류로8길,126.8452594,37.4929369
2671,우마길,126.8882575,37.4814612
2672,중앙로15길,126.8547438,37.5074571
2673,중앙로1길,126.9024386,37.480287
2674,가산로3길,126.8914582,37.4721072
2675,가산로5길,126.8918356,37.473557
2676,금하로14길,126.9038145,37.4518093
2677,금하로1길,126.8910694,37.45353
2678,금하로24길,126.9087504,37.4484721
2679,남부순환로112길,126.8937309,37.4772941
2680,독산로108길,126.9065128,37.4796435
2681,독산로40길,126.9076563,37.4609837
2682,독산로50길,126.9092995,37.4620301
2683,독산로64길,126.905516,37.4661597
2684,독산로70길,126.9048111,37.4675247
2685,독산로78다길,126.9054882,37.4698006
2686,독산로85길,126.9021582,37.4723136
2687,문성로5길,126.9050001,37.4783102
2688,범안로11길,126.8911737,37.4680761
2689,범안로17길,126.8937169,37.4680863
2690,벚꽃로56길,126.8845978,37.482747
2691,시흥대로120길,126.9001857,37.4687061
2692,시흥대로138길,126.899362,37.4723054
2693,시흥대로141길,126.8975726,37.475232
2694,시흥대로150길,126.9007077,37.47636
2695,시흥대로153길,126.8952629,37.4768068
2696,시흥대로22길,126.9062836,37.4408719
2697,시흥대로36길,126.9061406,37.4434656
2698,시흥대로62가길,126.9027831,37.4554253
2699,시흥대로63길,126.8975189,37.4553132
2700,시흥대로68길,126.902525,37.4575775
2701,시흥대로84길,126.9013164,37.4610842
2702,시흥대로94길,126.9040062,37.4423787
2703,가마산로61길,126.904664,37.5064668
2704,경인로77길,126.8917291,37.5131708
2705,경인로80길,126.8958567,37.5117485
2706,경인로90길,126.9010869,37.5136747
2707,국회대로56길,126.9103351,37.522696
2708,당산로31길,126.894588,37.5270073
2709,당산로37길,126.8976412,37.5297178
2710,당산로38길,126.8994452,37.5290259
2711,당산로46길,126.9046031,37.5332622
2712,대림로22길,126.9034189,37.4949045
2713,대림로29길,126.8962836,37.4945265
2714,대림로31길,126.896017,37.4962399
2715,대림로34길,126.9006513,37.4997882
2716,대림로44길,126.8979388,37.5028744
2717,대림로7길,126.9039882,37.4891019
2718,대림로8길,126.9059395,37.4915578
2719,도림로112길,126.9024339,37.5091895
2720,도림로147길,126.8889091,37.5155869
2721,도림로63길,126.9028281,37.4993981
2722,도림천로21길,126.9024981,37.4874784
2723,도신로15길,126.8972947,37.5076045
2724,도신로29길,126.9048824,37.5092576
2725,도신로60길,126.9175916,37.5104391
2726,도신로62길,126.9196028,37.5100674
2727,디지털로37길,126.8983282,37.4900522
2728,디지털로57길,126.9011491,37.4917368
2729,디지털로74길,126.9064708,37.4947395
2730,선유로55길,126.896829,37.5386333
2731,선유서로24길,126.8875056,37.5237037
2732,선유서로25길,126.8842256,37.5248443
2733,선유서로28길,126.8874736,37.5244621
2734,신길로17길,126.9064396,37.4983124
2735,신길로39길,126.9084998,37.5069987
2736,신길로42가길,126.915009,37.5091359
2737,신길로42길,126.9132109,37.506933
2738,신길로60길,126.9133292,37.5133668
2739,양평로19길,126.8942184,37.53585
2740,양평로22라길,126.8943329,37.5394154
2741,양평로28길,126.9033238,37.5334055
2742,여의대방로35길,126.9183793,37.5015391
2743,여의대방로39길,126.9191151,37.5030765
2744,여의대방로43나길,126.9208094,37.5069023
2745,여의대방로61길,126.9232333,37.5150888
2746,영등포로25길,126.8976133,37.5224419
2747,영등포로27길,126.8991238,37.522302
2748,영등포로35길,126.9041803,37.5216207
2749,영등포로62길,126.9150029,37.5158026
2750,영등포로80길,126.9200009,37.5113127
2751,영등포로84길,126.9219127,37.5108686
2752,영신로9길,126.9069956,37.5119467
2753,국사봉1길,126.9324856,37.4964211
2754,국사봉2길,126.9286879,37.4974845
2755,국사봉길,126.9316267,37.4962729
2756,노량진로6길,126.9361213,37.5109252
2757,대방동27길,126.9241549,37.5025689
2758,대방동2길,126.9279559,37.5018531
2759,동작대로17길,126.9796058,37.4829156
2760,동작대로29길,126.97817,37.49006
2761,동작대로33길,126.9801392,37.4902347
2762,동작대로35길,126.9790948,37.4919155
2763,동작대로7길,126.9790449,37.4783526
2764,등용로14길,126.9343936,37.5122987
2765,만양로14길,126.946297,37.5120968
2766,만양로8길,126.9467184,37.5095659
2767,사당로16가길,126.9708794,37.4839673
2768,사당로16길,126.9714636,37.4801925
2769,사당로20길,126.9747901,37.4804371
2770,사당로23길,126.9719905,37.4891624
2771,사당로23나길,126.9748396,37.4872389
2772,사당로26길,126.9779727,37.4794467
2773,사당로29길,126.9773555,37.4861644
2774,사당로2차길,126.9660472,37.4871214
2775,사당로30길,126.9808225,37.4807642
2776,사당로8길,126.9682748,37.4835542
2777,상도로15길,126.9362517,37.5041193
2778,상도로37길,126.9506584,37.5005225
2779,상도로47길,126.951912,37.5021171
2780,상도로61길,126.957003,37.4947067
2781,상도로62길,126.9534595,37.4955491
2782,서달로10길,126.9628552,37.5039268
2783,서달로14길,126.9649477,37.5072856
2784,서달로15길,126.9622803,37.508614
2785,서달로8가길,126.9625986,37.5055607
2786,성대로1길,126.9339831,37.5009852
2787,성대로29길,126.9367653,37.5005418
2788,신대방길,126.9102741,37.4887455
2789,양녕로26길,126.9436179,37.4962624
2790,여의대방로22길,126.9244029,37.4977803
2791,여의대방로22나길,126.9222111,37.4959515
2792,여의대방로22카길,126.9258526,37.4965658
2793,여의대방로24길,126.9245786,37.4986358
2794,여의대방로46길,126.9261067,37.5107973
2795,장승배기로10길,126.9419166,37.5035977
2796,장승배기로19길,126.9379722,37.5082951
2797,장승배기로27길,126.938924,37.5108025
2798,흑석로13길,126.9591957,37.5101277
2799,흑석로9길,126.9580656,37.5083274
2800,관악로10길,126.9551208,37.4768029
2801,관악로14길,126.9551924,37.4784883
2802,관악로28길,126.9583546,37.4846601
2803,관악로30길,126.9596407,37.4857764
2804,관천로15길,126.9187763,37.4862371
2805,관천로22길,126.9248176,37.4885998
2806,구암길,126.9475207,37.4900694
2807,국회단지길,126.9412352,37.488767
2808,낙성대역길,126.9633343,37.4749214
2809,난곡로24길,126.921631,37.468291
2810,난곡로26길,126.9233044,37.4699559
2811,난곡로34길,126.9208969,37.472252
2812,난곡로74길,126.9168364,37.4863431
2813,난우길,126.9177036,37.4760578
2814,난향길,126.916301,37.4629311
2815,남부순환로142길,126.9123123,37.4790127
2816,남부순환로151길,126.9163862,37.4834482
2817,남부순환로161길,126.9200172,37.4844159
2818,남부순환로172길,126.923476,37.482695
2819,남부순환로234길,126.9565368,37.477174
2820,남부순환로248길,126.9659311,37.4736656
2821,남현2길,126.9748151,37.4753416
2822,남현3길,126.9785378,37.47497
2823,남현길,126.9758399,37.4738572
2824,당곡길,126.9285645,37.4905772
2825,대학14길,126.9356277,37.4656632
2826,대학길,126.9382275,37.4668354
2827,미성5길,126.9151269,37.4737638
2828,법원단지9길,126.9221239,37.4752599
2829,법원단지길,126.9213333,37.474634
2830,복은길,126.9391032,37.4745891
2831,봉천로13길,126.9307895,37.4902328
2832,봉천로33길,126.9441274,37.4848436
2833,서림7길,126.9410688,37.4728059
2834,승방길,126.9789247,37.4726408
2835,신림동길,126.9253536,37.4868459
2836,신림로11길,126.939027,37.4670073
2837,신림로28길,126.9357299,37.4727129
2838,신림로38길,126.9380228,37.4767971
2839,신림로48길,126.9341738,37.4792699
2840,신림로64길,126.9322364,37.4852331
2841,신림로65길,126.928245,37.4853079
2842,신사로20길,126.9175986,37.4879067
2843,신원로3길,126.9264142,37.4820479
2844,양녕로6길,126.9505353,37.4839181
2845,은천로25길,126.9489276,37.4877445
2846,인헌길,126.967686,37.4721794
2847,장군봉1길,126.9414621,37.4817397
2848,장군봉2길,126.9390055,37.4825275
2849,조원로10길,126.9033082,37.4832914
2850,조원로18길,126.912624,37.4834191
2851,조원중앙로2길,126.9078033,37.4812579
2852,중앙길,126.9511603,37.4851539
2853,청룡8길,126.9433002,37.4799633
2854,청룡길,127.2869556,36.9127223
2855,청림3길,126.9588927,37.4901886
2856,행운1길,126.9570292,37.481864
2857,행운길,126.959909,37.4808279
2858,호암로20길,126.9348701,37.466935
2859,호암로24길,126.935391,37.469539
2860,양산길,126.9103043,36.0069854
2861,양지길,128.4931479,37.6386569
2862,원신길,126.931406,37.465839
2863,소담길,126.9537113,37.5471125
2864,강남대로23길,127.0364837,37.4753948
2865,강남대로34길,127.0385929,37.483513
2866,강남대로8길,127.0427968,37.4691025
2867,고무래로8길,127.0100181,37.5036234
2868,남부순환로317길,127.0105062,37.4814732
2869,남부순환로325길,127.0144183,37.4816084
2870,남부순환로339길,127.0219325,37.4851507
2871,논현로1길,127.0489506,37.4707065
2872,논현로27길,127.0412308,37.4792167
2873,동광로12길,126.9853011,37.4885122
2874,동광로1길,126.9838562,37.4940947
2875,동광로39길,126.9995371,37.49656
2876,동산로10길,127.0462819,37.4704172
2877,동산로19길,127.0465478,37.4740984
2878,방배천로4안길,126.9833312,37.4803714
2879,마방로2길,127.0395502,37.4715078
2880,바우뫼로39길,127.0395285,37.4821069
2881,반포대로9길,127.0091222,37.4828731
2882,방배로18길,126.9981081,37.4858934
2883,방배로35길,126.9880595,37.4925271
2884,방배로42길,126.9901513,37.4944967
2885,사임당로17길,127.0187788,37.4921846
2886,사평대로22길,126.9975644,37.4977817
2887,사평대로26길,126.9989049,37.4984167
2888,사평대로57길,127.0222083,37.506945
2889,서초대로15길,126.989361,37.4885625
2890,서초대로23길,126.9909859,37.4903057
2891,서초대로25길,126.9931003,37.4901581
2892,서초대로4길,126.9859554,37.483831
2893,서초대로64길,127.0213012,37.4932577
2894,서초대로8길,126.9883057,37.4836546
2895,신반포로45길,127.0178926,37.5117775
2896,언남길,127.0425368,37.4727204
2897,주흥15길,127.0179203,37.5087824
2898,주흥길,127.0195757,37.5069166
2899,청두곶길,126.985628,37.4804987
2900,효령로23길,126.9932564,37.4823334
2901,효령로31길,126.9953655,37.4834504
2902,효령로34길,127.000064,37.4800586
2903,효령로72길,127.0268239,37.4865408
2904,방배중앙로21길,126.9845644,37.492122
2905,서초중앙로8길,127.0190403,37.4869148
2906,강남대로118길,127.0264178,37.5069599
2907,강남대로136길,127.023287,37.5136649
2908,강남대로140길,127.023046,37.5143601
2909,개포로17길,127.0462794,37.4796417
2910,개포로20길,127.0481962,37.4770533
2911,개포로28길,127.0501379,37.4777803
2912,개포로82길,127.0679765,37.4887738
2913,남부순환로365길,127.0398099,37.4875841
2914,논현로106길,127.0370746,37.5065956
2915,논현로10길,127.0497913,37.4743815
2916,논현로115길,127.0299422,37.5084525
2917,논현로123길,127.0293954,37.5110401
2918,논현로139길,127.0277812,37.5162464
2919,논현로159길,127.0255777,37.522559
2920,논현로26길,127.0454157,37.4833156
2921,논현로28길,127.0445245,37.4834909
2922,논현로63길,127.0379488,37.4921786
2923,논현로8길,127.0517868,37.4744665
2924,도곡로37길,127.0447955,37.4955791
2925,도산대로15길,127.0237172,37.5201487
2926,도산대로23길,127.0252861,37.5209584
2927,도산대로30길,127.0303163,37.5183924
2928,도산대로38길,127.0324768,37.5190888
2929,도산대로50길,127.0376091,37.5206444
2930,도산대로81길,127.0469625,37.5261123
2931,도산대로89길,127.0510956,37.5258991
2932,봉은사로109길,127.0633745,37.5174074
2933,봉은사로29길,127.0342797,37.5091694
2934,봉은사로43길,127.0395644,37.511278
2935,봉은사로57길,127.044588,37.512626
2936,봉은사로68길,127.0511494,37.5101005
2937,삼성로115길,127.0494282,37.5143321
2938,삼성로147길,127.0461968,37.5213942
2939,삼성로57길,127.0582793,37.497349
2940,삼성로63길,127.057647,37.4997134
2941,삼성로64길,127.0627992,37.5004466
2942,삼성로69길,127.0570152,37.5010505
2943,삼성로75길,127.0552536,37.503009
2944,선릉로121길,127.03999,37.5134419
2945,선릉로132길,127.0432944,37.5185474
2946,선릉로133길,127.0394932,37.5180248
2947,선릉로146길,127.0425973,37.5218251
2948,선릉로18길,127.0608098,37.4843475
2949,압구정로2길,127.0199948,37.5200389
2950,언주로81길,127.041232,37.4997267
2951,영동대로112길,127.0626462,37.515319
2952,영동대로65길,127.0633623,37.5016741
2953,일원로3길,127.0846991,37.4926942
2954,일원로9길,127.0853795,37.4904088
2955,테헤란로81길,127.0562938,37.5095673
2956,학동로38길,127.0344617,37.5131699
2957,학동로56길,127.0430683,37.5147383
2958,학동로6길,127.0252319,37.5100616
2959,학동로77길,127.0483119,37.520583
2960,거마로20길,127.1453883,37.4947147
2961,동남로20길,127.1353722,37.494842
2962,마천로51길,127.152055,37.4967275
2963,백제고분로21길,127.0908246,37.5056381
2964,백제고분로22길,127.0889823,37.502055
2965,백제고분로31길,127.0952442,37.5038326
2966,백제고분로32길,127.0943942,37.4998633
2967,백제고분로33길,127.0987532,37.5043861
2968,백제고분로34길,127.0988138,37.5005541
2969,백제고분로39길,127.1043148,37.5058869
2970,백제고분로42길,127.1099911,37.5052344
2971,백제고분로45길,127.1095702,37.5097005
2972,백제고분로46길,127.1137929,37.5075478
2973,백제고분로50길,127.1182633,37.5133452
2974,삼전로13길,127.086932,37.5075405
2975,송이로23길,127.1265768,37.497003
2976,송이로32길,127.127438,37.4886476
2977,송이로36길,127.1290824,37.4843363
2978,송파대로30길,127.1196205,37.4955962
2979,양재대로62길,127.1194343,37.4972447
2980,양재대로64길,127.1234955,37.4996705
2981,양재대로71길,127.1247895,37.511178
2982,양재대로72길,127.130059,37.5086456
2983,오금로11길,127.1111991,37.515419
2984,오금로36길,127.1232621,37.5008125
2985,오금로46길,127.1336981,37.4944392
2986,풍성로25길,127.1207661,37.5355379
2987,강동대로53길,127.132187,37.525296
2988,고덕로10길,127.1298786,37.5527856
2989,고덕로25길,127.1365194,37.5555234
2990,고덕로61길,127.1524482,37.5580119
2991,구천면로36길,127.132728,37.5428797
2992,구천면로41길,127.1320412,37.546523
2993,구천면로42길,127.1365113,37.5449113
2994,동남로65길,127.1543469,37.5477331
2995,동남로82길,127.1604187,37.5601982
2996,동남로85길,127.1546484,37.5613094
2997,명일로13길,127.1430487,37.5335139
2998,상암로14길,127.1295459,37.5472051
2999,상암로4길,127.125598,37.5478953
3000,상암로51길,127.1462573,37.5475097
3001,상암로5길,127.1276393,37.5521609
3002,상일로5길,127.1720915,37.5491539
3003,성내로5길,127.1238022,37.5309166
3004,성안로3길,127.1262496,37.5270165
3005,암사길,127.1347728,37.5515268
3006,양재대로101길,127.1354448,37.5325841
3007,양재대로116길,127.1425623,37.5382213
3008,양재대로124길,127.1457241,37.542279
3009,양재대로133길,127.140956,37.548083
3010,양재대로91길,127.1335211,37.5283633
3011,양재대로95길,127.1345243,37.5305754
3012,양재대로96길,127.1387767,37.5294129
3013,올림픽로48길,127.1213668,37.5292454
3014,올림픽로71길,127.1220685,37.5407341
3015,올림픽로77길,127.1232147,37.5432728
3016,올림픽로78길,127.1262078,37.5425904
3017,올림픽로80길,127.1273736,37.5426719
3018,올림픽로98길,127.1292451,37.5505528
3019,진황도로27길,127.1323509,37.5400846
3020,진황도로47길,127.1404201,37.5369767
3021,천중로39길,127.1395428,37.5431585
3022,천중로51길,127.1448894,37.5435423
3023,천호대로162길,127.1283212,37.534778
3024,천호대로170길,127.1320973,37.5324835
3025,천호대로187길,127.1426544,37.5367161
3026,천호대로197길,127.1471928,37.538288
3027,천호대로219길,127.1707514,37.5484767
3028,천호옛14길,127.1270493,37.5363024
3029,천호옛길,127.1240365,37.5342545
3030,풍성로37가길,127.1279293,37.5330591
3031,계동길,126.9867284,37.5809421
3032,난계로27길,127.0208344,37.5729076
3033,돈화문로11가길,126.9903073,37.5749095
3034,명륜길,126.9945216,37.5891354
3035,백석동길,126.9670279,37.5953856
3036,북촌로11길,126.9838361,37.5831553
3037,북촌로5길,126.9836008,37.5795376
3038,북촌로5나길,126.9823805,37.5830559
3039,삼청로5길,126.9806183,37.5828725
3040,성균관로5길,126.9944935,37.5858405
3041,숭인동길,127.021663,37.5766848
3042,옥인길,126.9662052,37.5812744
3043,율곡로10길,126.9915784,37.5748384
3044,율곡로16길,127.0036386,37.5750303
3045,이화장길,127.004551,37.5782063
3046,자하문로7길,126.9699973,37.5792054
3047,종로24길,126.9942111,37.5696847
3048,종로58가길,127.0172378,37.5727236
3049,종로65길,127.0199606,37.575677
3050,지봉로8길,127.0162363,37.5759871
3051,창경궁로35길,127.0024965,37.5877012
3052,창신2길,127.0099958,37.5728115
3053,창신5길,127.0123357,37.5744687
3054,창신길,127.0103231,37.5751475
3055,통일로12길,126.9612332,37.5745611
3056,평창길,126.9704556,37.6105415
3057,필운대로1길,126.9679917,37.5778275
3058,난계로11길,127.0222895,37.5665867
3059,난계로21길,127.0216664,37.570083
3060,다산로33길,127.0123033,37.5633821
3061,다산로36길,127.0184523,37.5608659
3062,다산로38길,127.0184822,37.5621665
3063,다산로39길,127.01342,37.5642701
3064,동호로10길,127.0126794,37.5552361
3065,동호로11길,127.0081486,37.5523781
3066,동호로15길,127.0079958,37.5545835
3067,동호로20길,127.0095093,37.5600193
3068,동호로8길,127.0138608,37.5534974
3069,명동길,126.9848959,37.5636048
3070,삼일대로4길,126.9898736,37.5620069
3071,장충단로8길,127.0087292,37.5622737
3072,청구로17길,127.0114813,37.5595243
3073,청구로1길,127.0163419,37.5576377
3074,퇴계로12길,126.9815898,37.55724
3075,퇴계로18길,126.9847835,37.5588865
3076,퇴계로46길,126.9782047,37.5575727
3077,퇴계로56길,127.0056361,37.5623827
3078,퇴계로8길,126.9801569,37.5572997
3079,퇴계로90길,127.022044,37.5633744
3080,녹사평대로11길,126.99317,37.5221978
3081,녹사평대로26길,126.9931554,37.5313169
3082,녹사평대로32길,126.9904918,37.5328424
3083,녹사평대로40나길,126.988913,37.5364348
3084,녹사평대로46길,126.9889937,37.5374041
3085,대사관로34길,127.0057683,37.5312026
3086,두텁바위로1길,126.9754246,37.5476149
3087,백범로79길,126.9645332,37.5412058
3088,백범로90길,126.969245,37.5374207
3089,서빙고로71길,126.9956626,37.5223526
3090,소월로20길,126.9847998,37.5448662
3091,신흥로20길,126.9843197,37.5468614
3092,우사단로10길,127.000631,37.5315717
3093,우사단로14길,126.997323,37.534102
3094,우사단로4길,126.9991016,37.5312638
3095,원효로19길,126.9540073,37.5333071
3096,원효로41길,126.959382,37.5353044
3097,원효로53길,126.9619955,37.5372549
3098,원효로89길,126.9682014,37.5408775
3099,이촌로22길,126.9561089,37.5251695
3100,이태원로27길,126.9938734,37.5358037
3101,이태원로54길,127.0013586,37.53629
3102,장문로45길,127.0013464,37.5289569
3103,청파로47길,126.9674,37.544911
3104,청파로47나길,126.9679413,37.5475006
3105,청파로71길,126.9668779,37.5494076
3106,청파로73길,126.9678724,37.5507331
3107,한강대로104길,126.9755461,37.5502057
3108,한강대로15길,126.9631201,37.5259317
3109,한강대로43길,126.9694184,37.5316536
3110,한강대로52길,126.9725545,37.5319872
3111,한강대로62길,126.9737422,37.5325878
3112,한강대로7길,126.961813,37.5247663
3113,한강대로88길,126.9730098,37.5445253
3114,한남대로20길,127.0093765,37.5352372
3115,회나무로13길,126.9901812,37.5408156
3116,효창원로39길,126.9589625,37.5374366
3117,후암로28길,126.9802837,37.5491519
3118,고산자로6길,127.0352218,37.5573714
3119,금호산2길,127.0232541,37.5486328
3120,금호산길,127.0193581,37.5508028
3121,둘레9길,127.0506583,37.5370939
3122,뚝섬로5길,127.0509952,37.5420538
3123,마장로27길,127.0344233,37.5670846
3124,마장로39길,127.0429473,37.567632
3125,마조로16길,127.0430384,37.5644626
3126,마조로1길,127.039547,37.5606754
3127,매봉길,127.0142975,37.5465935
3128,무수막길,127.0227953,37.5511116
3129,무학로6길,127.033126,37.565077
3130,무학봉28길,127.0335792,37.5617126
3131,무학봉길,127.0281856,37.5607632
3132,사근동길,127.045489,37.5603172
3133,상원12길,127.0496202,37.55037
3134,상원길,127.0482514,37.5485056
3135,서울숲2길,127.0410318,37.5469608
3136,성덕정17길,127.0553511,37.5378048
3137,성덕정길,127.0521792,37.5380919
3138,성수이로18길,127.05947,37.5420022
3139,성수이로7길,127.0540282,37.5414146
3140,성수일로6길,127.0532983,37.5446373
3141,송정12라길,127.067966,37.5508793
3142,송정4가길,127.0666616,37.5513578
3143,아차산로11길,127.0598925,37.5456625
3144,아차산로15길,127.0630048,37.5452966
3145,아차산로5길,127.0532253,37.5475038
3146,왕십리로14길,127.0461635,37.5486629
3147,왕십리로21길,127.0309134,37.5598586
3148,왕십리로26길,127.0329317,37.5643747
3149,왕십리로31길,127.027756,37.5633966
3150,왕십리로6길,127.046906,37.545465
3151,용답29길,127.0530755,37.5651362
3152,용답중앙길,127.0517346,37.5653197
3153,장터길,127.0189969,37.5482647
3154,청계천로10나길,127.0357912,37.569931
3155,한림말3길,127.0157064,37.5429739
3156,한림말길,127.0148708,37.5409153
3157,광나루로12길,127.0677893,37.5471503
3158,광나루로24길,127.0776739,37.5451489
3159,광나루로36길,127.0865597,37.5434584
3160,광나루로37길,127.0884233,37.5459531
3161,광나루로40길,127.0890568,37.5429819
3162,광나루로52길,127.0927177,37.5402039
3163,긴고랑로20길,127.0828201,37.5593033
3164,긴고랑로7길,127.0802683,37.5654878
3165,긴고랑로8길,127.0783259,37.561912
3166,긴고랑로9길,127.0815044,37.5649509
3167,능동로13길,127.0696518,37.5444143
3168,능동로19길,127.071806,37.5471414
3169,능동로34길,127.084026,37.5539409
3170,능동로3길,127.0649879,37.5339857
3171,능동로4길,127.0701616,37.5319771
3172,동일로18길,127.0666523,37.5388474
3173,동일로24길,127.0683362,37.542888
